,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
11,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,De Rustica Red Pyment,De Rustica Meadery,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company', '-']","['De Rustica Red Pyment', 'De Rustica Meadery', '-']",0.20989613,0.7901038,3
12,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,De Rustica Red Pyment,Alley Kat Brewing Company,Mead,-,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale', '-']","['De Rustica Red Pyment', 'Mead', '-']",0.27732024,0.7226798,3
1,Rock Creek Red,Blue House Mediterranean Cafe,American Amber / Red Ale,-,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Rocky Point Red Ale', 'Revival Brewing Co. .', '5.50 %']","['Rock Creek Red', 'Blue House Mediterranean Cafe', '-']",0.17538194,0.824618,3
15,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Block Alias Amber,Alley Kat Brewing Company,Amber Ale,5.90 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale', '-']","['Block Alias Amber', 'Amber Ale', '5.90 %']",0.2653191,0.73468083,3
16,Mount Washington Organic Amber Ale,Peak Organic Brewing Company,American Amber / Red Ale,-,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Rocky Point Red Ale', 'Revival Brewing Co. .', '5.50 %']","['Mount Washington Organic Amber Ale', 'Peak Organic Brewing Company', '-']",0.46328837,0.53671163,3
3,Rock Creek Red,Blue House Mediterranean Cafe,American Amber / Red Ale,-,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Rocky Point Red Ale', 'Revival Brewing Co. .', 'American Amber / Red Ale', '5.50 %']","['Rock Creek Red', 'Blue House Mediterranean Cafe', 'American Amber / Red Ale', '-']",0.17538194,0.824618,4
13,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,De Rustica Red Pyment,De Rustica Meadery,Mead,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company', 'Irish Ale', '-']","['De Rustica Red Pyment', 'De Rustica Meadery', 'Mead', '-']",0.17178467,0.82821536,4
17,Mount Washington Organic Amber Ale,Peak Organic Brewing Company,American Amber / Red Ale,-,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Rocky Point Red Ale', 'Revival Brewing Co. .', 'American Amber / Red Ale', '5.50 %']","['Mount Washington Organic Amber Ale', 'Peak Organic Brewing Company', 'American Amber / Red Ale', '-']",0.46328837,0.53671163,4
5,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Circle Devil_s Envy,Circle Brewing Company,Amber Ale,4.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company', 'Irish Ale', '-']","['Circle Devil_s Envy', 'Circle Brewing Company', 'Amber Ale', '4.80 %']",0.46797448,0.5320256,4
19,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Kern River Double Dirty Hippie,Kern River Brewing,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company', 'Irish Ale', '-']","['Kern River Double Dirty Hippie', 'Kern River Brewing', 'American Strong Ale', '10 %']",0.09113347,0.9088665,4
