,summary,type,latency,match,label,row,prediction
31,"ltable_title/ltable_brand/ltable_modelno/ltable_price       0.9
ltable_title/ltable_category/ltable_brand/ltable_price      0.9
ltable_title/ltable_category/ltable_brand/ltable_modelno    0.9
dtype: float64",certa,2.720025668000744,0.0,0.0,1816-1832,[9.9970621e-01 2.9371172e-04]
32,"ltable_category    0.6
ltable_price       0.6
ltable_modelno     0.6
ltable_brand       0.6
dtype: float64",certa,3.76562477600055,0.0,0.0,2258-8795,[0.9593243  0.04067564]
33,"rtable_title       1.0
rtable_category    1.0
rtable_price       1.0
rtable_brand       1.0
dtype: float64",certa,31.058375492999403,1.0,0.0,340-363,[0.44436586 0.55563414]
34,"ltable_title/ltable_category/ltable_modelno/ltable_price    0.7
dtype: float64",certa,3.680527902999529,0.0,0.0,2126-17202,[0.9951983 0.0048017]
35,"rtable_title/rtable_brand    0.7
dtype: float64",certa,4.787448881999808,0.0,0.0,421-17564,[9.9921381e-01 7.8612985e-04]
36,"rtable_title    0.8
dtype: float64",certa,30.465314843999295,1.0,0.0,222-6546,[0.04162036 0.9583796 ]
37,"ltable_title/ltable_category    0.4
dtype: float64",certa,3.67701481199947,0.0,0.0,1296-17892,[9.9924135e-01 7.5862231e-04]
38,"ltable_category    0.5
ltable_price       0.5
ltable_modelno     0.5
ltable_brand       0.5
dtype: float64",certa,2.5149276049996843,0.0,0.0,1631-7137,[0.9615765 0.0384235]
39,"rtable_brand    0.6
dtype: float64",certa,3.8829710459995113,0.0,0.0,1365-8795,[0.64753497 0.35246506]
40,"rtable_title    1.0
dtype: float64",certa,30.11552622199997,1.0,0.0,934-13150,[0.01481031 0.9851896 ]
41,"rtable_title      0.9
rtable_price      0.9
rtable_modelno    0.9
dtype: float64",certa,2.5372526190003555,0.0,0.0,934-19677,[0.86409646 0.13590348]
42,"rtable_title/rtable_category/rtable_modelno/rtable_price    0.8
dtype: float64",certa,2.853993824999634,0.0,1.0,538-17174,[0.995665 0.004335]
43,"ltable_title       0.0
ltable_category    0.0
ltable_price       0.0
ltable_modelno     0.0
ltable_brand       0.0
dtype: float64",certa,2.6015277299993613,0.0,0.0,2472-16333,[1.0000000e+00 1.2668601e-08]
44,"rtable_modelno    0.6
dtype: float64",certa,3.8518529209995904,0.0,0.0,672-14737,[0.62642026 0.37357977]
45,"rtable_title    1.0
dtype: float64",certa,30.008385181999984,1.0,0.0,2290-8322,[0.02681027 0.9731897 ]
46,"ltable_title/ltable_modelno/ltable_price    0.5
dtype: float64",certa,3.6618775430015376,0.0,0.0,2149-2867,[9.9915564e-01 8.4438489e-04]
47,"rtable_title    0.9
dtype: float64",certa,30.465117296000244,1.0,0.0,41-8856,[0.16281953 0.8371805 ]
48,"ltable_title/ltable_category    0.1
dtype: float64",certa,2.648809309999706,0.0,0.0,1559-18207,[0.6880797 0.3119203]
49,"rtable_title/rtable_price    0.8
dtype: float64",certa,2.806168439999965,0.0,0.0,1845-2204,[9.9999917e-01 8.6480571e-07]
