,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
59,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Base Camp Uncommon Ground Dunkel,Base Camp Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Base Camp Uncommon Ground Dunkel', 'Base Camp Brewing Company']",1,0,0.37365767,0.62634236,2
63,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,New England Premeditated Murder Barleywine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['New England Premeditated Murder Barleywine'],1,0,0.31011978,0.6898802,2
28,,Inception Series - Runnin ' With The Devil,21st Amendment Brewery,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Nebraska Brewing Company', '11.90 %']","['21st Amendment Brewery', '11.50 %']",1,0,0.26464716,0.7353528,2
64,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,New England Premeditated Murder Barleywine,18th Street Brewery,Imperial IPA,11.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['New England Premeditated Murder Barleywine', '11.80 %']",1,0,0.32618824,0.67381173,2
66,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Ninkasi Critical Hit Barley Wine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['Ninkasi Critical Hit Barley Wine'],1,0,0.42544034,0.5745597,2
67,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Ninkasi Critical Hit Barley Wine,Ninkasi Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Ninkasi Critical Hit Barley Wine', 'Ninkasi Brewing Company']",1,0,0.2075096,0.79249036,2
74,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Free State Old Backus Barleywine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['Free State Old Backus Barleywine'],1,0,0.4678161,0.5321839,2
75,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Free State Old Backus Barleywine,Free State Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Free State Old Backus Barleywine', 'Free State Brewing Company']",1,0,0.24454544,0.75545454,2
77,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Thomas Hooker Old Marley Barleywine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['Thomas Hooker Old Marley Barleywine'],1,0,0.3493817,0.6506183,2
78,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Thomas Hooker Old Marley Barleywine', 'Thomas Hooker Brewing Company']",1,0,0.26651376,0.73348624,2
81,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,13 Virtues Mob Barleywine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['13 Virtues Mob Barleywine'],1,0,0.2883289,0.7116711,2
82,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,13 Virtues Mob Barleywine,13 Virtues Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['13 Virtues Mob Barleywine', '13 Virtues Brewing Company']",1,0,0.18847002,0.81153,2
88,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Grodziskie/Gose/Lichtenhainer,4.50 %,"('rtable_Style', 'rtable_ABV')","['Imperial IPA', '8.50 %']","['Grodziskie/Gose/Lichtenhainer', '4.50 %']",1,0,0.49827287,0.50172716,2
90,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Cape Ann Fisherman_s Tea Party,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['Cape Ann Fisherman_s Tea Party'],1,0,0.43244258,0.56755745,2
91,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Devils Backbone Tectonic Barleywine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['Devils Backbone Tectonic Barleywine'],1,0,0.38515165,0.6148483,2
65,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Birdsview Amber Lushus,Birdsview Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Birdsview Amber Lushus', 'Birdsview Brewing Company']",1,0,0.45975095,0.54024905,2
27,,Inception Series - Runnin ' With The Devil,21st Amendment Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Nebraska Brewing Company', 'American Barleywine']","['21st Amendment Brewery', 'American Barleywine']",1,0,0.2906106,0.7093894,2
46,,Portsmouth Barleywine,Portsmouth Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company']","['Portsmouth Barleywine', 'Portsmouth Brewery']",1,0,0.26509675,0.7349033,2
25,,Lower De Boom Barleywine,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Style')","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine']","['Lower De Boom Barleywine', 'American Barleywine']",1,0,0.3361949,0.66380507,2
26,,Lower De Boom Barleywine,Nebraska Brewing Company,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", '11.90 %']","['Lower De Boom Barleywine', '11.50 %']",1,0,0.21275707,0.78724295,2
14,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,21st Amendment Brewery,Imperial IPA,11.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Brewery', '8.50 %']","['21st Amendment Brewery', '11.50 %']",1,0,0.45502526,0.5449747,2
13,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine,18th Street Brewery,Imperial IPA,11.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine', '11.50 %']",1,0,0.27445742,0.7255426,2
3,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,18th Street Brewery,Imperial IPA,11.90 %,"('rtable_Beer_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '8.50 %']","['Nebraska Inception Series Runnin _ with the Devil', '11.90 %']",1,0,0.1279996,0.8720004,2
23,,Inception Series - Runnin ' With The Devil,21st Amendment Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Brew_Factory_Name',)",['Nebraska Brewing Company'],['21st Amendment Brewery'],1,0,0.498807,0.501193,2
11,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine,21st Amendment Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine', '21st Amendment Brewery']",1,0,0.11399446,0.8860055,2
12,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine,18th Street Brewery,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', 'Imperial IPA']","['21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine', 'Barley Wine']",1,0,0.46414393,0.53585607,2
2,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,18th Street Brewery,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', 'Imperial IPA']","['Nebraska Inception Series Runnin _ with the Devil', 'Barley Wine']",1,0,0.23558658,0.7644134,2
1,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,Nebraska Brewing Company,Imperial IPA,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery']","['Nebraska Inception Series Runnin _ with the Devil', 'Nebraska Brewing Company']",1,0,0.1211386,0.87886137,2
10,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine,18th Street Brewery,Imperial IPA,8.50 %,"('rtable_Beer_Name',)",['18th Street Deal With the Devil Pale Ale'],['21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine'],1,0,0.30606028,0.6939397,2
24,,Lower De Boom Barleywine,21st Amendment Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company']","['Lower De Boom Barleywine', '21st Amendment Brewery']",1,0,0.06420278,0.9357972,2
19,,Devil 's Spear,18th Street Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company']","[""Devil 's Spear"", '18th Street Brewery']",1,0,0.4878727,0.5121273,2
17,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,21st Amendment Brewery,Barley Wine,11.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['18th Street Brewery', 'Imperial IPA', '8.50 %']","['21st Amendment Brewery', 'Barley Wine', '11.50 %']",1,0,0.40353042,0.59646964,3
68,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Ninkasi Critical Hit Barley Wine,Ninkasi Brewing Company,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA']","['Ninkasi Critical Hit Barley Wine', 'Ninkasi Brewing Company', 'Barley Wine']",1,0,0.36540094,0.63459903,3
69,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Ninkasi Critical Hit Barley Wine,Ninkasi Brewing Company,Imperial IPA,10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['Ninkasi Critical Hit Barley Wine', 'Ninkasi Brewing Company', '10 %']",1,0,0.3278456,0.6721544,3
79,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Imperial IPA,10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['Thomas Hooker Old Marley Barleywine', 'Thomas Hooker Brewing Company', '10 %']",1,0,0.47484457,0.5251555,3
6,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,18th Street Brewery,Barley Wine,11.90 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', 'Imperial IPA', '8.50 %']","['Nebraska Inception Series Runnin _ with the Devil', 'Barley Wine', '11.90 %']",1,0,0.31605622,0.6839437,3
15,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine,21st Amendment Brewery,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA']","['21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine', '21st Amendment Brewery', 'Barley Wine']",1,0,0.1315719,0.8684281,3
16,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine,21st Amendment Brewery,Imperial IPA,11.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['21st Amendment Lower da Boom &#40; DeBoom &#41; Barleywine', '21st Amendment Brewery', '11.50 %']",1,0,0.09377947,0.90622056,3
5,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,Nebraska Brewing Company,Imperial IPA,11.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['Nebraska Inception Series Runnin _ with the Devil', 'Nebraska Brewing Company', '11.90 %']",1,0,0.15230197,0.84769803,3
4,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,Nebraska Brewing Company,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA']","['Nebraska Inception Series Runnin _ with the Devil', 'Nebraska Brewing Company', 'Barley Wine']",1,0,0.18838628,0.81161374,3
55,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Union Craft Chessie Barleywine,Union Craft Brewing Company,Imperial IPA,9.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['Union Craft Chessie Barleywine', 'Union Craft Brewing Company', '9.80 %']",1,0,0.3036642,0.6963358,3
54,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Union Craft Chessie Barleywine,Union Craft Brewing Company,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA']","['Union Craft Chessie Barleywine', 'Union Craft Brewing Company', 'Barley Wine']",1,0,0.38674328,0.6132567,3
84,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,13 Virtues Mob Barleywine,13 Virtues Brewing Company,Imperial IPA,9 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['13 Virtues Mob Barleywine', '13 Virtues Brewing Company', '9 %']",1,0,0.30089688,0.6991032,3
49,,Portsmouth Barleywine,Nebraska Brewing Company,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine', '11.90 %']","['Portsmouth Barleywine', 'American Barleywine', '11.50 %']",1,0,0.18379168,0.8162083,3
48,,Portsmouth Barleywine,Portsmouth Brewery,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company', '11.90 %']","['Portsmouth Barleywine', 'Portsmouth Brewery', '11.50 %']",1,0,0.22910757,0.77089244,3
47,,Portsmouth Barleywine,Portsmouth Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company', 'American Barleywine']","['Portsmouth Barleywine', 'Portsmouth Brewery', 'American Barleywine']",1,0,0.31004167,0.6899583,3
20,,Devil 's Spear,18th Street Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company', 'American Barleywine']","[""Devil 's Spear"", '18th Street Brewery', 'American Barleywine']",1,0,0.27042052,0.72957945,3
21,,Devil 's Spear,18th Street Brewery,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company', '11.90 %']","[""Devil 's Spear"", '18th Street Brewery', '11.50 %']",1,0,0.41584128,0.5841587,3
43,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Smuttynose Smuttlabs Ol _ Grundy Humper,Smuttynose Brewing Company,Imperial IPA,10.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['Smuttynose Smuttlabs Ol _ Grundy Humper', 'Smuttynose Brewing Company', '10.80 %']",1,0,0.2747932,0.72520673,3
29,,Lower De Boom Barleywine,21st Amendment Brewery,American Barleywine,11.90 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company', 'American Barleywine']","['Lower De Boom Barleywine', '21st Amendment Brewery', 'American Barleywine']",1,0,0.07103664,0.92896336,3
30,,Lower De Boom Barleywine,21st Amendment Brewery,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", 'Nebraska Brewing Company', '11.90 %']","['Lower De Boom Barleywine', '21st Amendment Brewery', '11.50 %']",1,0,0.059779014,0.94022095,3
83,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,13 Virtues Mob Barleywine,13 Virtues Brewing Company,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA']","['13 Virtues Mob Barleywine', '13 Virtues Brewing Company', 'Barley Wine']",1,0,0.36080423,0.6391958,3
40,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Excel Ryeday The 13th,Excel Brewing Company,Imperial IPA,12 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', '8.50 %']","['Excel Ryeday The 13th', 'Excel Brewing Company', '12 %']",1,0,0.45368147,0.54631853,3
39,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Excel Ryeday The 13th,Excel Brewing Company,Barley Wine,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA']","['Excel Ryeday The 13th', 'Excel Brewing Company', 'Barley Wine']",1,0,0.49679482,0.50320524,3
31,,Lower De Boom Barleywine,Nebraska Brewing Company,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine', '11.90 %']","['Lower De Boom Barleywine', 'American Barleywine', '11.50 %']",1,0,0.16721424,0.8327858,3
32,,Inception Series - Runnin ' With The Devil,21st Amendment Brewery,American Barleywine,11.50 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,8.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Nebraska Brewing Company', 'American Barleywine', '11.90 %']","['21st Amendment Brewery', 'American Barleywine', '11.50 %']",1,0,0.1635614,0.83643854,3
76,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Free State Old Backus Barleywine,Free State Brewing Company,Barley Wine,10.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA', '8.50 %']","['Free State Old Backus Barleywine', 'Free State Brewing Company', 'Barley Wine', '10.50 %']",1,0,0.4227989,0.5772011,4
7,,Inception Series - Runnin ' With The Devil,Nebraska Brewing Company,American Barleywine,11.90 %,Nebraska Inception Series Runnin _ with the Devil,Nebraska Brewing Company,Barley Wine,11.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['18th Street Deal With the Devil Pale Ale', '18th Street Brewery', 'Imperial IPA', '8.50 %']","['Nebraska Inception Series Runnin _ with the Devil', 'Nebraska Brewing Company', 'Barley Wine', '11.90 %']",1,0,0.17925239,0.8207476,4
