,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
2,final draft av 2.5 win/mac,sage software,169.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer', 'ltable_price')","['final draft', 199.99]","['sage software', 169.99]",0.0660207,0.93397933,2
3,finale allegro 2007,final draft,199.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title',)",['final draft av 2.5 win/mac'],['finale allegro 2007'],0.46791786,0.5320821,2
4,final draft av 2.5 win/mac,finale,199.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer',)",['final draft'],['finale'],0.025028989,0.97497106,2
5,final draft av 2.5 win/mac,final draft,199.95,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_price',)",[199.99],[199.95],0.18007934,0.81992066,2
6,finale allegro 2007,final draft,199.95,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title', 'ltable_price')","['final draft av 2.5 win/mac', 199.99]","['finale allegro 2007', 199.95]",0.19547261,0.80452734,2
7,final draft av 2.5 win/mac,finale,199.95,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer', 'ltable_price')","['final draft', 199.99]","['finale', 199.95]",0.020883543,0.9791165,2
18,finale 2007 academic ( win/mac ),final draft,350.0,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title', 'ltable_price')","['final draft av 2.5 win/mac', 199.99]","['finale 2007 academic ( win/mac )', 350.0]",0.4218319,0.5781681,2
8,final draft av 2.5 win/mac,smith-micro-software,199.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer',)",['final draft'],['smith-micro-software'],0.07526306,0.924737,2
10,final draft av 2.5 win/mac,smith-micro-software,79.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer', 'ltable_price')","['final draft', 199.99]","['smith-micro-software', 79.99]",0.03778391,0.96221614,2
11,final draft av 2.5 win/mac,emedia,199.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer',)",['final draft'],['emedia'],0.07526306,0.924737,2
12,final draft av 2.5 win/mac,final draft,59.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_price',)",[199.99],[59.99],0.09788253,0.90211743,2
13,emedia guitarpro 5 win/mac,final draft,59.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title', 'ltable_price')","['final draft av 2.5 win/mac', 199.99]","['emedia guitarpro 5 win/mac', 59.99]",0.071641356,0.9283587,2
14,final draft av 2.5 win/mac,emedia,59.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer', 'ltable_price')","['final draft', 199.99]","['emedia', 59.99]",0.031764727,0.96823525,2
15,finale 2007 academic ( win/mac ),final draft,199.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title',)",['final draft av 2.5 win/mac'],['finale 2007 academic ( win/mac )'],0.41094425,0.5890558,2
16,final draft av 2.5 win/mac,emedia,199.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer',)",['final draft'],['emedia'],0.07526306,0.924737,2
9,final draft av 2.5 win/mac,final draft,79.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_price',)",[199.99],[79.99],0.24928921,0.75071084,2
39,final draft av 2.5 win/mac,eastwest,199.95,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_manufacturer', 'ltable_price')","['final draft', 199.99]","['eastwest', 199.95]",0.10139456,0.89860547,2
35,final draft 7 professional scriptwriting win/mac,final draft,289.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['final draft av 2.5 win/mac', 'final draft', 199.99]","['final draft 7 professional scriptwriting win/mac', 'final draft', 289.99]",0.15528086,0.8447191,3
20,finale 2007 academic ( win/mac ),emedia,350.0,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['final draft av 2.5 win/mac', 'final draft', 199.99]","['finale 2007 academic ( win/mac )', 'emedia', 350.0]",0.36494258,0.6350574,3
