,explanation,label,latency,match,prediction,row,score_copy,score_drop,type
46,"{'ltable_name': 0.4034653465346535, 'ltable_description': 0.4034653465346535, 'ltable_price': 0.4034653465346535, 'rtable_name': 0.35148514851485146, 'rtable_description': 0.35148514851485146, 'rtable_price': 0.35148514851485146, 'type': 'certa'}",0.0,13.870717440033332,1.0,[0.25141737 0.74858266],930-125,"[0.7489833, 0.7827668]","[0.7442141, 0.4699517]",certa
47,"{'ltable_name': 0.4525, 'ltable_description': 0.4525, 'ltable_price': 0.4525, 'rtable_name': 0.3025, 'rtable_description': 0.3025, 'rtable_price': 0.3025, 'type': 'certa'}",0.0,16.249156364996452,1.0,[0.296307 0.703693],482-606,"[0.70363295, 0.71109825]","[0.69446063, 0.47773886]",certa
48,"{'ltable_name': 0.3886138613861386, 'ltable_description': 0.3886138613861386, 'ltable_price': 0.3886138613861386, 'rtable_name': 0.36633663366336633, 'rtable_description': 0.36633663366336633, 'rtable_price': 0.36633663366336633, 'type': 'certa'}",0.0,14.476993033022154,1.0,[0.24793144 0.7520686 ],57-107,"[0.70698893, 0.7081681]","[0.6177987, 0.5363136]",certa
49,"{'ltable_name': 0.34405940594059403, 'ltable_description': 0.34405940594059403, 'ltable_price': 0.34405940594059403, 'rtable_name': 0.41089108910891087, 'rtable_description': 0.41089108910891087, 'rtable_price': 0.41089108910891087, 'type': 'certa'}",0.0,14.42563448601868,1.0,[0.1903429 0.8096571],1014-250,"[0.7879088, 0.7267867]","[0.71922547, 0.41369063]",certa
50,"{'ltable_name': 0.3625, 'ltable_description': 0.3625, 'ltable_price': 0.3625, 'rtable_name': 0.3925, 'rtable_description': 0.3925, 'rtable_price': 0.3925, 'type': 'certa'}",0.0,15.930077101977076,1.0,[0.37890542 0.6210945 ],720-798,"[0.61539763, 0.5909739]","[0.6463129, 0.62389106]",certa
51,"{'ltable_name': 0.415, 'ltable_description': 0.415, 'ltable_price': 0.415, 'rtable_name': 0.34, 'rtable_description': 0.34, 'rtable_price': 0.34, 'type': 'certa'}",0.0,14.311418416036759,1.0,[0.31181023 0.68818974],594-1012,"[0.692, 0.70307255]","[0.69099104, 0.48640338]",certa
52,"{'ltable_name': 0.2725, 'rtable_name': 0.4675, 'ltable_description': 0.0925, 'ltable_price': 0.0925, 'rtable_description': 0.1575, 'rtable_price': 0.1575, 'type': 'certa'}",0.0,19.517738474009093,1.0,[0.3032991 0.6967009],683-882,"[0.6931026, 0.6931026]","[0.6443764, 0.6389897]",certa
53,"{'ltable_name': 0.4075, 'ltable_description': 0.4075, 'ltable_price': 0.4075, 'rtable_name': 0.3475, 'rtable_description': 0.3475, 'rtable_price': 0.3475, 'type': 'certa'}",0.0,19.09219223301625,1.0,[0.29138908 0.7086109 ],949-511,"[0.7076559, 0.732961]","[0.6995722, 0.47459555]",certa
54,"{'ltable_name': 0.4075, 'ltable_description': 0.4075, 'ltable_price': 0.4075, 'rtable_name': 0.3475, 'rtable_description': 0.3475, 'rtable_price': 0.3475, 'type': 'certa'}",0.0,13.673562372045126,1.0,[0.25205535 0.7479446 ],1060-587,"[0.7412125, 0.73391086]","[0.6878547, 0.43284193]",certa
55,"{'ltable_name': 0.3625, 'ltable_description': 0.3625, 'ltable_price': 0.3625, 'rtable_name': 0.3925, 'rtable_description': 0.3925, 'rtable_price': 0.3925, 'type': 'certa'}",0.0,16.28981493000174,1.0,[0.28847182 0.7115281 ],1022-342,"[0.74394375, 0.7033152]","[0.5228794, 0.49269193]",certa
56,"{'ltable_name': 0.355, 'ltable_description': 0.355, 'ltable_price': 0.355, 'rtable_name': 0.4, 'rtable_description': 0.4, 'rtable_price': 0.4, 'type': 'certa'}",0.0,13.559732927009463,1.0,[0.23989037 0.76010966],452-509,"[0.77425855, 0.78824824]","[0.7312149, 0.47057956]",certa
57,"{'ltable_name': 0.37, 'ltable_description': 0.37, 'ltable_price': 0.37, 'rtable_name': 0.385, 'rtable_description': 0.385, 'rtable_price': 0.385, 'type': 'certa'}",0.0,13.94607081799768,1.0,[0.27643904 0.7235609 ],491-936,"[0.7438717, 0.73576033]","[0.38156435, 0.47177115]",certa
58,"{'ltable_name': 0.4, 'ltable_description': 0.4, 'ltable_price': 0.4, 'rtable_name': 0.355, 'rtable_description': 0.355, 'rtable_price': 0.355, 'type': 'certa'}",0.0,14.502214666979853,1.0,[0.2781745  0.72182554],509-592,"[0.7224548, 0.7391571]","[0.71938497, 0.56379694]",certa
59,"{'ltable_name': 0.415, 'ltable_description': 0.415, 'ltable_price': 0.415, 'rtable_name': 0.34, 'rtable_description': 0.34, 'rtable_price': 0.34, 'type': 'certa'}",0.0,14.674082456040196,1.0,[0.31104067 0.6889593 ],131-584,"[0.68856883, 0.6890611]","[0.6859481, 0.33008432]",certa
60,"{'ltable_name': 0.355, 'ltable_description': 0.355, 'ltable_price': 0.355, 'rtable_name': 0.4, 'rtable_description': 0.4, 'rtable_price': 0.4, 'type': 'certa'}",0.0,13.069794463983271,1.0,[0.3477503 0.6522497],902-418,"[0.65350693, 0.6322408]","[0.637276, 0.42055863]",certa
61,"{'ltable_name': 0.325, 'ltable_description': 0.325, 'ltable_price': 0.325, 'rtable_name': 0.43, 'rtable_description': 0.43, 'rtable_price': 0.43, 'type': 'certa'}",0.0,13.443593131029047,1.0,[0.36640188 0.6335981 ],903-541,"[0.62989, 0.6074333]","[0.6379198, 0.5660758]",certa
62,"{'ltable_name': 0.295, 'ltable_description': 0.295, 'ltable_price': 0.295, 'rtable_name': 0.46, 'rtable_description': 0.46, 'rtable_price': 0.46, 'type': 'certa'}",0.0,15.245604138006456,1.0,[0.3153429 0.6846571],930-1032,"[0.68767935, 0.6749171]","[0.58315694, 0.5228569]",certa
63,"{'ltable_name': 0.355, 'ltable_description': 0.355, 'ltable_price': 0.355, 'rtable_name': 0.4, 'rtable_description': 0.4, 'rtable_price': 0.4, 'type': 'certa'}",0.0,14.836164245964028,1.0,[0.3077473  0.69225276],479-586,"[0.69732845, 0.68777555]","[0.3068309, 0.33478004]",certa
64,"{'ltable_name': 0.4225, 'ltable_description': 0.4225, 'ltable_price': 0.4225, 'rtable_name': 0.3325, 'rtable_description': 0.3325, 'rtable_price': 0.3325, 'type': 'certa'}",0.0,14.687372976972256,1.0,[0.30399048 0.6960095 ],905-538,"[0.70931923, 0.7405969]","[0.69750315, 0.61638945]",certa
65,"{'ltable_name': 0.4075, 'ltable_description': 0.4075, 'ltable_price': 0.4075, 'rtable_name': 0.3475, 'rtable_description': 0.3475, 'rtable_price': 0.3475, 'type': 'certa'}",0.0,14.753662602975965,1.0,[0.30046818 0.69953185],542-1074,"[0.7261006, 0.73613954]","[0.69936955, 0.28392434]",certa
66,"{'ltable_name': 0.415, 'ltable_description': 0.415, 'ltable_price': 0.415, 'rtable_name': 0.34, 'rtable_description': 0.34, 'rtable_price': 0.34, 'type': 'certa'}",0.0,14.375388775020838,1.0,[0.3147318 0.6852682],946-542,"[0.6868666, 0.7053237]","[0.6829479, 0.47792244]",certa
67,"{'ltable_name': 0.415, 'ltable_description': 0.415, 'ltable_price': 0.415, 'rtable_name': 0.34, 'rtable_description': 0.34, 'rtable_price': 0.34, 'type': 'certa'}",0.0,15.346210319024976,1.0,[0.3116308 0.6883692],901-980,"[0.71395385, 0.77004963]","[0.6763879, 0.61257505]",certa
68,"{'ltable_name': 0.3775, 'ltable_description': 0.3775, 'ltable_price': 0.3775, 'rtable_name': 0.3775, 'rtable_description': 0.3775, 'rtable_price': 0.3775, 'type': 'certa'}",0.0,15.135785915015731,1.0,[0.31027538 0.6897247 ],487-542,"[0.6856697, 0.70493877]","[0.6895963, 0.46794543]",certa
69,"{'ltable_name': 0.385, 'ltable_description': 0.385, 'ltable_price': 0.385, 'rtable_name': 0.37, 'rtable_description': 0.37, 'rtable_price': 0.37, 'type': 'certa'}",0.0,13.148115186020732,1.0,[0.29086486 0.7091352 ],448-907,"[0.7080647, 0.73428446]","[0.7046264, 0.48484796]",certa
70,"{'ltable_name': 0.3625, 'ltable_description': 0.3625, 'ltable_price': 0.3625, 'rtable_name': 0.3925, 'rtable_description': 0.3925, 'rtable_price': 0.3925, 'type': 'certa'}",0.0,14.40929453499848,1.0,[0.33654332 0.6634567 ],900-573,"[0.6741003, 0.64113474]","[0.6824423, 0.42830437]",certa
71,"{'ltable_name': 0.3775, 'ltable_description': 0.3775, 'ltable_price': 0.3775, 'rtable_name': 0.3775, 'rtable_description': 0.3775, 'rtable_price': 0.3775, 'type': 'certa'}",0.0,15.099467071006075,1.0,[0.41282442 0.58717555],854-503,"[0.5762681, 0.6055187]","[0.5656514, 0.63557535]",certa
72,"{'ltable_name': 0.37, 'ltable_description': 0.37, 'ltable_price': 0.37, 'rtable_name': 0.385, 'rtable_description': 0.385, 'rtable_price': 0.385, 'type': 'certa'}",0.0,14.351965434965678,1.0,[0.34961513 0.65038484],716-801,"[0.6313812, 0.6264825]","[0.6752896, 0.6451996]",certa
73,"{'ltable_name': 0.3775, 'ltable_description': 0.3775, 'ltable_price': 0.3775, 'rtable_name': 0.3775, 'rtable_description': 0.3775, 'rtable_price': 0.3775, 'type': 'certa'}",0.0,14.419116845994722,1.0,[0.2650889  0.73491114],238-604,"[0.7020152, 0.7034987]","[0.71785724, 0.29219586]",certa
74,"{'ltable_name': 0.355, 'ltable_description': 0.355, 'ltable_price': 0.355, 'rtable_name': 0.4, 'rtable_description': 0.4, 'rtable_price': 0.4, 'type': 'certa'}",0.0,14.556528424029239,1.0,[0.2976931 0.7023069],570-694,"[0.7033589, 0.6946174]","[0.71069616, 0.34707522]",certa
75,"{'ltable_name': 0.43, 'ltable_description': 0.43, 'ltable_price': 0.43, 'rtable_name': 0.325, 'rtable_description': 0.325, 'rtable_price': 0.325, 'type': 'certa'}",0.0,13.19712064100895,1.0,[0.46632785 0.53367215],840-818,"[0.5360681, 0.5438582]","[0.5595507, 0.6642166]",certa
76,"{'ltable_name': 0.3475, 'ltable_description': 0.3475, 'ltable_price': 0.3475, 'rtable_name': 0.4075, 'rtable_description': 0.4075, 'rtable_price': 0.4075, 'type': 'certa'}",0.0,13.007092671992723,1.0,[0.29581234 0.7041876 ],460-512,"[0.69140285, 0.67549235]","[0.7136158, 0.42840976]",certa
77,"{'ltable_name': 0.3625, 'ltable_description': 0.3625, 'ltable_price': 0.3625, 'rtable_name': 0.3925, 'rtable_description': 0.3925, 'rtable_price': 0.3925, 'type': 'certa'}",0.0,15.14016462204745,1.0,[0.27135184 0.7286482 ],246-499,"[0.69820726, 0.6833855]","[0.50082535, 0.4600636]",certa
78,"{'ltable_name': 0.3475, 'ltable_description': 0.3475, 'ltable_price': 0.3475, 'rtable_name': 0.4075, 'rtable_description': 0.4075, 'rtable_price': 0.4075, 'type': 'certa'}",0.0,15.16584370599594,1.0,[0.2731156 0.7268844],491-654,"[0.7333244, 0.7361631]","[0.72628015, 0.34326583]",certa
79,"{'ltable_name': 0.325, 'ltable_description': 0.325, 'ltable_price': 0.325, 'rtable_name': 0.43, 'rtable_description': 0.43, 'rtable_price': 0.43, 'type': 'certa'}",0.0,14.216415759001393,1.0,[0.2820362 0.7179638],476-1071,"[0.695066, 0.68424433]","[0.6308992, 0.38391137]",certa
80,"{'ltable_name': 0.3175, 'ltable_description': 0.3175, 'ltable_price': 0.3175, 'rtable_name': 0.4375, 'rtable_description': 0.4375, 'rtable_price': 0.4375, 'type': 'certa'}",0.0,14.57008738204604,1.0,[0.21041094 0.78958905],525-548,"[0.7906645, 0.7910193]","[0.7847483, 0.4872807]",certa
81,"{'ltable_name': 0.43, 'ltable_description': 0.43, 'ltable_price': 0.43, 'rtable_name': 0.325, 'rtable_description': 0.325, 'rtable_price': 0.325, 'type': 'certa'}",0.0,12.883229163999204,1.0,[0.26641095 0.73358905],593-235,"[0.70935804, 0.71210116]","[0.7001571, 0.48661563]",certa
82,"{'ltable_name': 0.3025, 'ltable_description': 0.3025, 'ltable_price': 0.3025, 'rtable_name': 0.4525, 'rtable_description': 0.4525, 'rtable_price': 0.4525, 'type': 'certa'}",0.0,12.631075358949602,1.0,[0.2734107 0.7265893],78-445,"[0.7411445, 0.72020906]","[0.7706957, 0.48349604]",certa
83,"{'ltable_name': 0.355, 'ltable_description': 0.355, 'ltable_price': 0.355, 'rtable_name': 0.4, 'rtable_description': 0.4, 'rtable_price': 0.4, 'type': 'certa'}",0.0,13.588823268015403,1.0,[0.3006935 0.6993065],644-724,"[0.7041671, 0.67938596]","[0.36796764, 0.4506307]",certa
84,"{'ltable_name': 0.3175, 'ltable_description': 0.3175, 'ltable_price': 0.3175, 'rtable_name': 0.4375, 'rtable_description': 0.4375, 'rtable_price': 0.4375, 'type': 'certa'}",0.0,13.511417961039115,1.0,[0.35431853 0.64568156],288-13,"[0.6464408, 0.6392008]","[0.6613754, 0.71589744]",certa
