,explanation,label,latency,match,prediction,row,score_copy,score_drop,type
18,"{'ltable_description': 0.16728320826861004, 'ltable_name': -0.03131595460528677, 'ltable_price': 0.23996073151853953, 'rtable_description': 0.045320645699446716, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.676562795008067,1.0,[0.3045196 0.6954804],853-686,"[0.7122927, 0.729508]","[0.68691033, 0.75759244]",shap
19,"{'ltable_description': 0.16743804825097303, 'ltable_name': 0.04083970266580578, 'ltable_price': 0.2998942664489155, 'rtable_description': 0.0, 'rtable_name': -0.1938129696324471, 'rtable_price': 0.13079068807512528, 'type': 'shap'}",0.0,5.660712379030883,1.0,[0.3290046 0.6709954],448-909,"[0.6709954, 0.7194798]","[0.6647833, 0.70598555]",shap
20,"{'ltable_description': 0.12320988222956654, 'ltable_name': 0.0, 'ltable_price': 0.10293503917753702, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.19434559799730772, 'type': 'shap'}",0.0,5.796747651009355,1.0,[0.31846198 0.681538  ],946-874,"[0.67394614, 0.6957386]","[0.66781336, 0.7178447]",shap
21,"{'ltable_description': 0.0, 'ltable_name': 0.14272183648177555, 'ltable_price': 0.0, 'rtable_description': -0.051066503524780156, 'rtable_name': 0.0, 'rtable_price': 0.14904164978436046, 'type': 'shap'}",0.0,5.4061590660130605,1.0,[0.47317895 0.526821  ],388-917,"[0.53694755, 0.62720966]","[0.52381885, 0.62028766]",shap
22,"{'ltable_description': 0.0, 'ltable_name': 0.19088841617107385, 'ltable_price': 0.12704288711150488, 'rtable_description': 0.19091432601213465, 'rtable_name': -0.24575161466995898, 'rtable_price': 0.1280813311537108, 'type': 'shap'}",0.0,5.325304257974494,1.0,[0.2833417 0.7166583],348-409,"[0.6891701, 0.6889576]","[0.7172999, 0.717556]",shap
23,"{'ltable_description': -0.07491799609019215, 'ltable_name': 0.24244501050848238, 'ltable_price': 0.15903519911261696, 'rtable_description': 0.0, 'rtable_name': 0.11365362859689276, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.33079211396398,1.0,[0.30736092 0.69263905],486-544,"[0.6738315, 0.6738315]","[0.68566555, 0.6799963]",shap
24,"{'ltable_description': 0.20072229441135161, 'ltable_name': 0.0, 'ltable_price': 0.15184681346339568, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.10305668069470308, 'type': 'shap'}",0.0,5.946858690993395,1.0,[0.29122737 0.7087726 ],997-991,"[0.714555, 0.7109613]","[0.7204768, 0.71091354]",shap
25,"{'ltable_description': 0.10732525634329504, 'ltable_name': 0.0, 'ltable_price': 0.21871889472734618, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.08237332832522515, 'type': 'shap'}",0.0,5.42490015499061,1.0,[0.31359932 0.6864007 ],1015-541,"[0.6864007, 0.68637395]","[0.6761199, 0.70693684]",shap
26,"{'ltable_description': 0.09181747177243205, 'ltable_name': 0.08373449759185314, 'ltable_price': 0.1719045710861682, 'rtable_description': 0.0863879767954352, 'rtable_name': 0.0, 'rtable_price': -0.0022249165922402225, 'type': 'shap'}",0.0,8.726629067969043,1.0,[0.3904704 0.6095296],483-414,"[0.6134598, 0.63046896]","[0.6032507, 0.67090476]",shap
27,"{'ltable_description': 0.10041240687881192, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.045657563677855895, 'rtable_name': 0.18447946446282526, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.47016392898513,1.0,[0.29616135 0.70383865],251-247,"[0.7157046, 0.7192744]","[0.72708786, 0.74503326]",shap
28,"{'ltable_description': 0.10203664651042543, 'ltable_name': 0.09280257460318111, 'ltable_price': 0.12385683680835519, 'rtable_description': 0.06977495184070193, 'rtable_name': 0.0, 'rtable_price': 0.09247596439562333, 'type': 'shap'}",0.0,5.191856849996839,1.0,[0.46514142 0.5348586 ],850-827,"[0.52732193, 0.52645546]","[0.5355207, 0.5373652]",shap
29,"{'ltable_description': 0.08389822324601637, 'ltable_name': 0.14775165008335583, 'ltable_price': -0.07969245869938907, 'rtable_description': 0.05423430909470783, 'rtable_name': 0.26410169504037706, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.92593518900685,1.0,[0.3126212 0.6873788],521-537,"[0.6871661, 0.6871661]","[0.68748486, 0.6870149]",shap
30,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.1489217324342046, 'rtable_description': 0.09927197673491064, 'rtable_name': 0.11582939633301334, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.915613868972287,1.0,[0.41572753 0.5842725 ],863-388,"[0.5772981, 0.5826726]","[0.5659059, 0.61153543]",shap
31,"{'ltable_description': 0.2054217237830162, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.15633980268239972, 'type': 'shap'}",0.0,5.41921426000772,1.0,[0.2628008 0.7371992],252-723,"[0.7632567, 0.7632567]","[0.7589988, 0.752927]",shap
32,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.14357396341860293, 'rtable_description': 0.14348750554025172, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,4.869558350997977,1.0,[0.3105987 0.6894013],49-225,"[0.687845, 0.6748196]","[0.67830896, 0.67493796]",shap
33,"{'ltable_description': 0.1848735454678536, 'ltable_name': -0.20961264989205808, 'ltable_price': 0.0, 'rtable_description': 0.2099456443956924, 'rtable_name': 0.04215203634330178, 'rtable_price': 0.20999809060777955, 'type': 'shap'}",0.0,5.376058221037965,1.0,[0.29568684 0.70431316],572-646,"[0.7003671, 0.693511]","[0.6940759, 0.7648145]",shap
34,"{'ltable_description': 0.16839265316210944, 'ltable_name': -0.013399725417638633, 'ltable_price': 0.10435414292689027, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.10188981571074185, 'type': 'shap'}",0.0,5.339843463036232,1.0,[0.36727962 0.63272035],1031-333,"[0.63366544, 0.6206687]","[0.63138735, 0.6072956]",shap
35,"{'ltable_description': 0.21330292918465357, 'ltable_name': 0.12027598364786662, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.16295765616677027, 'type': 'shap'}",0.0,5.490418710978702,1.0,[0.21493822 0.7850618 ],456-980,"[0.8113897, 0.8026444]","[0.8010417, 0.7837971]",shap
36,"{'ltable_description': 0.06876125566057256, 'ltable_name': 0.1480545974744333, 'ltable_price': 0.10256146331091179, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.012967291264920633, 'type': 'shap'}",0.0,6.037796260032337,1.0,[0.28715643 0.71284354],1038-863,"[0.7188385, 0.71957964]","[0.67711264, 0.65362084]",shap
37,"{'ltable_description': 0.0, 'ltable_name': 0.10162559342053201, 'ltable_price': 0.1768175915545887, 'rtable_description': 0.0, 'rtable_name': 0.10656802725460796, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.284586031979416,1.0,[0.39761698 0.602383  ],807-1049,"[0.6068261, 0.6271863]","[0.6156309, 0.5938997]",shap
38,"{'ltable_description': 0.0, 'ltable_name': 0.15350182413093508, 'ltable_price': 0.12862849074986676, 'rtable_description': 0.0, 'rtable_name': 0.15066522580962016, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.26506938500097,1.0,[0.2921985  0.70780146],889-579,"[0.7071114, 0.7071114]","[0.7060781, 0.7055752]",shap
39,"{'ltable_description': 0.20407638400793074, 'ltable_name': 0.217399162054062, 'ltable_price': -0.43484731376171115, 'rtable_description': 0.21738074392080298, 'rtable_name': 0.6825329062342645, 'rtable_price': -0.43573995739221594, 'type': 'shap'}",0.0,5.349474753020331,1.0,[0.28606668 0.71393335],611-675,"[0.71313906, 0.71313906]","[0.71691966, 0.71728796]",shap
40,"{'ltable_description': 0.23167534476832335, 'ltable_name': 0.030265527085254096, 'ltable_price': 0.09942393202530705, 'rtable_description': 0.0, 'rtable_name': 0.17386352422990303, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.2463770500035025,1.0,[0.29190302 0.70809704],741-834,"[0.73772204, 0.73961484]","[0.7718445, 0.7442943]",shap
41,"{'ltable_description': 0.0, 'ltable_name': 0.06966682990392054, 'ltable_price': 0.14826781670252479, 'rtable_description': 0.0, 'rtable_name': 0.14014568994442622, 'rtable_price': 0.06893671264251067, 'type': 'shap'}",0.0,7.757463118992746,1.0,[0.2888891 0.7111109],439-581,"[0.7346289, 0.74475384]","[0.7016115, 0.6210137]",shap
42,"{'ltable_description': 0.08615877290566809, 'ltable_name': 0.09184644540150977, 'ltable_price': 0.15483358939488723, 'rtable_description': 0.0, 'rtable_name': 0.06079796651999142, 'rtable_price': 0.13243657847245488, 'type': 'shap'}",0.0,6.438345453992952,1.0,[0.2918586  0.70814145],680-1076,"[0.72019815, 0.72019815]","[0.70034444, 0.6977238]",shap
43,"{'ltable_description': 0.11771811435619989, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.09775686492522556, 'type': 'shap'}",0.0,5.572215212974697,1.0,[0.40004033 0.5999597 ],106-4,"[0.6002558, 0.6104899]","[0.6005771, 0.5859498]",shap
44,"{'ltable_description': 0.13631621790783743, 'ltable_name': 0.21726165043456214, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,5.8249462459934875,1.0,[0.41097337 0.5890267 ],312-487,"[0.5651002, 0.55783844]","[0.5130156, 0.59211874]",shap
45,"{'ltable_description': 0.04051104249225729, 'ltable_name': 0.08283572492914068, 'ltable_price': 0.13686606379846716, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0835100647600161, 'type': 'shap'}",0.0,5.58504634903511,1.0,[0.35391918 0.6460808 ],647-855,"[0.6460808, 0.6460808]","[0.6338048, 0.63478404]",shap
46,"{'ltable_description': 0.18818651533070602, 'ltable_name': 0.03846072524223676, 'ltable_price': 0.07227029188623973, 'rtable_description': 0.17375274072559377, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.729438611015212,1.0,[0.25141737 0.74858266],930-125,"[0.76359814, 0.76359814]","[0.75857556, 0.72069395]",shap
47,"{'ltable_description': 0.1574896207910317, 'ltable_name': -0.14379639004285527, 'ltable_price': 0.0, 'rtable_description': 0.0798981116138972, 'rtable_name': 0.3471323313392126, 'rtable_price': 0.0, 'type': 'shap'}",0.0,7.862169348052703,1.0,[0.296307 0.703693],482-606,"[0.6718897, 0.680155]","[0.6915279, 0.7574628]",shap
48,"{'ltable_description': 0.12534073820409852, 'ltable_name': 0.19787394633357827, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.15983335334894277, 'type': 'shap'}",0.0,6.839147004997358,1.0,[0.24793144 0.7520686 ],57-107,"[0.70698893, 0.70463026]","[0.6177987, 0.594847]",shap
49,"{'ltable_description': 0.07925804570553785, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.2557316708280928, 'rtable_price': 0.11943003165343447, 'type': 'shap'}",0.0,6.327736856008414,1.0,[0.1903429 0.8096571],1014-250,"[0.7879088, 0.7940823]","[0.71922547, 0.72602594]",shap
50,"{'ltable_description': 0.10807317947799505, 'ltable_name': 0.21618572580091888, 'ltable_price': 0.0, 'rtable_description': 0.06289473630262138, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.443223401030991,1.0,[0.37890542 0.6210945 ],720-798,"[0.6480823, 0.67684215]","[0.6601962, 0.7010792]",shap
51,"{'ltable_description': 0.13285586335829327, 'ltable_name': 0.0, 'ltable_price': 0.18588309807436804, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.13355141081980293, 'type': 'shap'}",0.0,7.008153205970302,1.0,[0.31181023 0.68818974],594-1012,"[0.68818974, 0.68818974]","[0.6778072, 0.67836535]",shap
52,"{'ltable_description': 0.22548376465837155, 'ltable_name': 0.11883922149737691, 'ltable_price': 0.0, 'rtable_description': 0.02378583451112104, 'rtable_name': 0.0, 'rtable_price': 0.14206153596440946, 'type': 'shap'}",0.0,6.560874636983499,1.0,[0.3032991 0.6967009],683-882,"[0.70180875, 0.6940989]","[0.74103916, 0.72065496]",shap
53,"{'ltable_description': 0.24928663402795817, 'ltable_name': 0.2064114746451377, 'ltable_price': 0.2097205057740211, 'rtable_description': -0.40976418107748047, 'rtable_name': 0.0, 'rtable_price': 0.20545849919319148, 'type': 'shap'}",0.0,9.363155941013247,1.0,[0.29138908 0.7086109 ],949-511,"[0.7400646, 0.74275035]","[0.77425146, 0.76901686]",shap
54,"{'ltable_description': 0.1800515668960504, 'ltable_name': 0.008405793530996498, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0861881820684256, 'rtable_price': 0.16074601889349693, 'type': 'shap'}",0.0,5.656503613980021,1.0,[0.25205535 0.7479446 ],1060-587,"[0.7216192, 0.71510595]","[0.74229383, 0.72849107]",shap
55,"{'ltable_description': 0.0, 'ltable_name': 0.037358518090189974, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.1308413713152815, 'rtable_price': 0.1794066664140399, 'type': 'shap'}",0.0,6.9617483030306175,1.0,[0.28847182 0.7115281 ],1022-342,"[0.7157642, 0.7375386]","[0.6991662, 0.50216216]",shap
56,"{'ltable_description': 0.1926439467072486, 'ltable_name': 0.2125986987352372, 'ltable_price': 0.0, 'rtable_description': 0.1416471779346466, 'rtable_name': -0.2722091278433799, 'rtable_price': 0.21214788615703573, 'type': 'shap'}",0.0,5.624662932998035,1.0,[0.23989037 0.76010966],452-509,"[0.74349254, 0.74224395]","[0.7582221, 0.74364394]",shap
57,"{'ltable_description': 0.23488541513681407, 'ltable_name': 0.18740562319755547, 'ltable_price': -0.3725493113696573, 'rtable_description': 0.0, 'rtable_name': 0.1958370096981526, 'rtable_price': 0.18707667350769025, 'type': 'shap'}",0.0,6.155869798967615,1.0,[0.27643904 0.7235609 ],491-936,"[0.73287207, 0.7532211]","[0.8068748, 0.5340391]",shap
58,"{'ltable_description': 0.17229031285271054, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.07659387480467557, 'rtable_name': 0.06978498943150044, 'rtable_price': 0.14853332361206406, 'type': 'shap'}",0.0,6.2676783059723675,1.0,[0.2781745  0.72182554],509-592,"[0.73484546, 0.73484546]","[0.7343693, 0.7269149]",shap
59,"{'ltable_description': 0.0, 'ltable_name': 0.08020079245490397, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.14485819176320122, 'rtable_price': 0.2178740548510705, 'type': 'shap'}",0.0,6.688260940951295,1.0,[0.31104067 0.6889593 ],131-584,"[0.70806664, 0.70802945]","[0.6800001, 0.68113935]",shap
60,"{'ltable_description': 0.15369344301295995, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.11233301805727414, 'rtable_name': 0.0, 'rtable_price': 0.18585579817945308, 'type': 'shap'}",0.0,6.06775991799077,1.0,[0.3477503 0.6522497],902-418,"[0.6551483, 0.68465143]","[0.64999276, 0.700456]",shap
61,"{'ltable_description': 0.0, 'ltable_name': 0.17153097210185864, 'ltable_price': -0.13617932519742437, 'rtable_description': 0.13536979517766412, 'rtable_name': 0.26646934511406095, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.173629615979735,1.0,[0.36640188 0.6335981 ],903-541,"[0.62989, 0.62989]","[0.6379198, 0.63260627]",shap
62,"{'ltable_description': 0.0, 'ltable_name': 0.15166141777678765, 'ltable_price': 0.1734309883084562, 'rtable_description': -0.13598638435756724, 'rtable_name': 0.0, 'rtable_price': 0.2677506027563855, 'type': 'shap'}",0.0,6.965915623004548,1.0,[0.3153429 0.6846571],930-1032,"[0.6846571, 0.6846571]","[0.67652214, 0.67768985]",shap
63,"{'ltable_description': 0.1876633166968823, 'ltable_name': 0.0, 'ltable_price': 0.17577727261185638, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,7.995175857970025,1.0,[0.3077473  0.69225276],479-586,"[0.71423715, 0.7216853]","[0.7497448, 0.76134443]",shap
64,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.1141568335171404, 'rtable_description': 0.08051594386840685, 'rtable_name': 0.08243357325422354, 'rtable_price': 0.13870872082381408, 'type': 'shap'}",0.0,6.663884535024408,1.0,[0.30399048 0.6960095 ],905-538,"[0.70163584, 0.70163584]","[0.6963784, 0.697094]",shap
65,"{'ltable_description': -0.03497224772116178, 'ltable_name': -0.07697092987829823, 'ltable_price': 0.17631317379185935, 'rtable_description': 0.1634758429881186, 'rtable_name': 0.0, 'rtable_price': 0.20017888613743706, 'type': 'shap'}",0.0,6.304930952959694,1.0,[0.30046818 0.69953185],542-1074,"[0.6912841, 0.6912841]","[0.69378275, 0.6810136]",shap
66,"{'ltable_description': 0.11553131190741929, 'ltable_name': 0.3755868050837662, 'ltable_price': 0.12826449766209946, 'rtable_description': -0.1504123075724376, 'rtable_name': 0.0, 'rtable_price': -0.029843203394514628, 'type': 'shap'}",0.0,6.5662998739862815,1.0,[0.3147318 0.6852682],946-542,"[0.6868666, 0.6868666]","[0.6829479, 0.6768737]",shap
67,"{'ltable_description': 0.0, 'ltable_name': 0.23432654023170463, 'ltable_price': 0.0, 'rtable_description': 0.21528067439794552, 'rtable_name': 0.04639441847801218, 'rtable_price': -0.02042974621057525, 'type': 'shap'}",0.0,7.515308706962969,1.0,[0.3116308 0.6883692],901-980,"[0.71395385, 0.6650965]","[0.6763879, 0.65158266]",shap
68,"{'ltable_description': 0.12068249253556132, 'ltable_name': 0.0, 'ltable_price': 0.0, 'rtable_description': 0.10901912609115247, 'rtable_name': 0.10147489322349429, 'rtable_price': 0.10877855995669955, 'type': 'shap'}",0.0,6.688787093036808,1.0,[0.31027538 0.6897247 ],487-542,"[0.7079772, 0.7079772]","[0.7316207, 0.75213087]",shap
69,"{'ltable_description': 0.24164765864610666, 'ltable_name': -0.41345820819338175, 'ltable_price': 0.2067900994420052, 'rtable_description': 0.2064813934763273, 'rtable_name': 0.18974661037325868, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.217406560026575,1.0,[0.29086486 0.7091352 ],448-907,"[0.7330881, 0.7362015]","[0.76152503, 0.75800085]",shap
70,"{'ltable_description': 0.16417533643543714, 'ltable_name': 0.09607003452256332, 'ltable_price': 0.09602977188304057, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.02464260119944811, 'type': 'shap'}",0.0,7.152540815004613,1.0,[0.33654332 0.6634567 ],900-573,"[0.732382, 0.69958484]","[0.7567515, 0.6234842]",shap
71,"{'ltable_description': 0.0, 'ltable_name': 0.1688988683621089, 'ltable_price': 0.0, 'rtable_description': 0.2160888000329335, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.395647498953622,1.0,[0.41282442 0.58717555],854-503,"[0.5426522, 0.52963483]","[0.6052801, 0.5833514]",shap
72,"{'ltable_description': 0.12370047485599142, 'ltable_name': 0.17611208478991805, 'ltable_price': 0.0, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.0883419631306942, 'type': 'shap'}",0.0,6.277419493009802,1.0,[0.34961513 0.65038484],716-801,"[0.64774185, 0.65157425]","[0.6397985, 0.640217]",shap
73,"{'ltable_description': 0.0739644134881203, 'ltable_name': 0.081782761101137, 'ltable_price': 0.08527032011433652, 'rtable_description': 0.0, 'rtable_name': 0.0, 'rtable_price': 0.16471825251453817, 'type': 'shap'}",0.0,6.319560423027724,1.0,[0.2650889  0.73491114],238-604,"[0.7306819, 0.7306819]","[0.7124514, 0.70700246]",shap
74,"{'ltable_description': -0.05831826746463785, 'ltable_name': 0.20105518937110903, 'ltable_price': 0.0, 'rtable_description': 0.2837352216243744, 'rtable_name': 0.0, 'rtable_price': 0.0, 'type': 'shap'}",0.0,7.02234663796844,1.0,[0.2976931 0.7023069],570-694,"[0.6965976, 0.69678503]","[0.7078723, 0.6900267]",shap
75,"{'ltable_description': 0.0, 'ltable_name': -0.038918141702359466, 'ltable_price': 0.212820974818685, 'rtable_description': -0.0388034871017392, 'rtable_name': 0.15764237267049877, 'rtable_price': 0.15775491138750852, 'type': 'shap'}",0.0,5.645115513994824,1.0,[0.46632785 0.53367215],840-818,"[0.53367215, 0.53367215]","[0.5244776, 0.5027532]",shap
76,"{'ltable_description': 0.0, 'ltable_name': 0.0, 'ltable_price': 0.1575792591571808, 'rtable_description': 0.07439916408061982, 'rtable_name': 0.26145786976814267, 'rtable_price': 0.0, 'type': 'shap'}",0.0,6.204009339970071,1.0,[0.29581234 0.7041876 ],460-512,"[0.69140285, 0.69140285]","[0.7136158, 0.70724785]",shap
77,"{'ltable_description': 0.019786922080176225, 'ltable_name': 0.12503570833376476, 'ltable_price': 0.0, 'rtable_description': 0.12521908053330005, 'rtable_name': 0.0, 'rtable_price': 0.12548143603972028, 'type': 'shap'}",0.0,6.271335755998734,1.0,[0.27135184 0.7286482 ],246-499,"[0.7286482, 0.6650225]","[0.7247918, 0.7165744]",shap
