,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
6,poetry fiction and drama ( win/mac ),fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama ( win/mac )', 9.59]",0.072466426,0.92753357,2
5,poetry fiction and drama ( win/mac ),,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['poetry fiction and drama ( win/mac )', nan]",0.05385324,0.9461467,2
4,poetry fiction and drama ( win/mac ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['poetry fiction and drama ( win/mac )'],0.050446656,0.9495534,2
21,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ) (,fogware publishing,9.59,"('rtable_title', 'rtable_manufacturer')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan]","['foreign policy & reform ( win/mac ) (', 'fogware publishing']",0.00470316,0.9952969,2
2,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ) ( jewel,,9.99,"('rtable_title', 'rtable_price')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', 9.59]","['foreign policy & reform ( win/mac ) ( jewel', 9.99]",0.0005195923,0.9994804,2
1,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ) ( jewel,fogware publishing,9.59,"('rtable_title', 'rtable_manufacturer')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan]","['foreign policy & reform ( win/mac ) ( jewel', 'fogware publishing']",0.00070939685,0.9992906,2
8,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ),,9.59,"('rtable_title',)",['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )'],['foreign policy & reform ( win/mac )'],0.1483719,0.85162807,2
18,poetry fiction and drama,fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama', 9.59]",0.08867773,0.9113223,2
19,poetry fiction and drama,,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama', nan, 9.59]",0.1244776,0.87552243,3
11,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ),fogware publishing,9.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan, 9.59]","['foreign policy & reform ( win/mac )', 'fogware publishing', 9.99]",0.001554305,0.9984457,3
7,poetry fiction and drama ( win/mac ),,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama ( win/mac )', nan, 9.59]",0.038652226,0.96134776,3
3,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ) ( jewel,fogware publishing,9.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan, 9.59]","['foreign policy & reform ( win/mac ) ( jewel', 'fogware publishing', 9.99]",0.00071201025,0.999288,3
15,poetry fiction and,,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and', nan, 9.59]",0.16227393,0.837726,3
23,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,foreign policy & reform ( win/mac ) (,fogware publishing,9.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan, 9.59]","['foreign policy & reform ( win/mac ) (', 'fogware publishing', 9.99]",0.00059142226,0.9994086,3
