,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
15,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,tops,,24.3,"('rtable_title',)",['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets'],['tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets'],1,0,0.0017961729,0.99820375,2
14,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,5.54,"('rtable_price',)",[24.3],[5.54],1,0,0.005771147,0.99422884,2
25,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,forms,,24.3,"('rtable_brand',)",['tops'],['forms'],1,0,0.020577647,0.9794224,2
13,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops business forms,,24.3,"('rtable_brand',)",['tops'],['tops business forms'],1,0,0.0043943403,0.99560565,2
11,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,24.3,"('ltable_price',)",[5.54],[24.3],1,0,0.09846721,0.9015328,2
10,,tops 74111 - second nature subject wirebound notebook college rule ltr we,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,24.3,"('ltable_title',)",['tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets'],['tops 74111 - second nature subject wirebound notebook college rule ltr we'],1,0,0.002178494,0.99782157,2
9,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,5.54,"('rtable_price',)",[24.3],[5.54],1,0,0.00577115,0.99422884,2
8,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,24.3,"('rtable_brand',)",['tops'],['tops'],1,0,0.016761601,0.98323846,2
7,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,stationery & office machinery,tops,,24.3,"('rtable_category',)",['printers'],['stationery & office machinery'],1,0,0.003497743,0.9965023,2
6,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,tops,,24.3,"('rtable_title',)",['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets'],['tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets'],1,0,0.0017961729,0.99820375,2
5,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,24.3,"('ltable_price',)",[5.54],[24.3],1,0,0.09846721,0.9015328,2
4,,tops 74111 - second nature subject wirebound notebook college,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,24.3,"('ltable_title',)",['tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets'],['tops 74111 - second nature subject wirebound notebook college'],1,0,0.00370695,0.996293,2
3,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,5.54,"('rtable_price',)",[24.3],[5.54],1,0,0.005771147,0.99422884,2
2,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops business forms,,24.3,"('rtable_brand',)",['tops'],['tops business forms'],1,0,0.0043943403,0.99560565,2
1,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,stationery &,tops,,24.3,"('rtable_category',)",['printers'],['stationery &'],1,0,0.0049068076,0.9950932,2
12,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,stationery & office machinery,tops,,24.3,"('rtable_category',)",['printers'],['stationery & office machinery'],1,0,0.003497743,0.9965023,2
26,,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,tops business forms,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,printers,tops,,5.54,"('rtable_price',)",[24.3],[5.54],1,0,0.005771147,0.99422884,2
