,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
1,Ryeday The 13th,Howe Sound Inn & Brewing Company,American Barleywine,11.00 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'American Amber / Red Ale', '7.50 %']","['Ryeday The 13th', 'American Barleywine', '11.00 %']",0.4332291,0.56677085,3
23,Scarlet Night,Howe Sound Inn & Brewing Company,American Amber / Red Ale,5.80 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'American Amber / Red Ale', '7.50 %']","['Scarlet Night', 'American Amber / Red Ale', '5.80 %']",0.45233846,0.5476616,3
19,Stoneyard Ripper 's Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,6.25 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'American Amber / Red Ale', '7.50 %']","[""Stoneyard Ripper 's Red Ale"", 'American Amber / Red Ale', '6.25 %']",0.4898339,0.51016617,3
5,Gaddy 's Irish Red,Fifty West Brewing Co,American Amber / Red Ale,7.50 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', 'American Amber / Red Ale']","[""Gaddy 's Irish Red"", 'Fifty West Brewing Co', 'American Amber / Red Ale']",0.28580457,0.71419543,3
16,Finnegans Irish Amber,Howe Sound Inn & Brewing Company,American Amber / Red Ale,4.75 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'American Amber / Red Ale', '7.50 %']","['Finnegans Irish Amber', 'American Amber / Red Ale', '4.75 %']",0.34013954,0.65986043,3
15,Finnegans Irish Amber,Finnegans Inc. .,American Amber / Red Ale,4.75 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', '7.50 %']","['Finnegans Irish Amber', 'Finnegans Inc. .', '4.75 %']",0.32580358,0.6741964,3
14,Finnegans Irish Amber,Finnegans Inc. .,American Amber / Red Ale,7.50 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', 'American Amber / Red Ale']","['Finnegans Irish Amber', 'Finnegans Inc. .', 'American Amber / Red Ale']",0.4181166,0.58188343,3
26,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,John Harvards Golden Honey Ale,John Harvards Brewhouse Lake Grove,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Lavery Imperial Red Ale &#40; IRA &#41;', 'Lavery Brewing Company', '8.20 %']","['John Harvards Golden Honey Ale', 'John Harvards Brewhouse Lake Grove', '-']",0.20871271,0.79128724,3
6,Gaddy 's Irish Red,Fifty West Brewing Co,American Amber / Red Ale,6.00 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', '7.50 %']","[""Gaddy 's Irish Red"", 'Fifty West Brewing Co', '6.00 %']",0.34414375,0.65585625,3
9,Yakima River Red,Flycaster Brewing Company,American Amber / Red Ale,7.50 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', 'American Amber / Red Ale']","['Yakima River Red', 'Flycaster Brewing Company', 'American Amber / Red Ale']",0.40325925,0.5967408,3
17,Finnegans Irish Amber,Finnegans Inc. .,American Amber / Red Ale,4.75 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', 'American Amber / Red Ale', '7.50 %']","['Finnegans Irish Amber', 'Finnegans Inc. .', 'American Amber / Red Ale', '4.75 %']",0.32580358,0.6741964,4
7,Gaddy 's Irish Red,Fifty West Brewing Co,American Amber / Red Ale,6.00 %,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Three Beavers Imperial Red Ale', 'Howe Sound Inn & Brewing Company', 'American Amber / Red Ale', '7.50 %']","[""Gaddy 's Irish Red"", 'Fifty West Brewing Co', 'American Amber / Red Ale', '6.00 %']",0.34414375,0.65585625,4
27,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,John Harvards Golden Honey Ale,John Harvards Brewhouse Lake Grove,Golden Ale/Blond Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Lavery Imperial Red Ale &#40; IRA &#41;', 'Lavery Brewing Company', 'American Strong Ale', '8.20 %']","['John Harvards Golden Honey Ale', 'John Harvards Brewhouse Lake Grove', 'Golden Ale/Blond Ale', '-']",0.14122207,0.85877794,4
