,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,match
35,997,join synopses for approximate query answering sigmod conference,"s acharya , p gibbons , v poosala , s ramaswamy",,1999.0,53122,"icicles : self-tuning samples for approximate query answering v ganti , ml lee , r ramakrishnan 2000.0",,"vldb ,",,4.990397e-11
36,667,advances in real-time database systems research sigmod record,a bestavros,,1996.0,8795,special issue on real-time database systems a bestavros,,"sigmod record ,",,1.3520404e-11
37,2076,mixed mode xml query processing vldb,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",,2003.0,38242,"compensation-based on-line query processing v srinivasan , mj carey 1992.0",,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",,6.694248e-08
38,425,editor 's notes m franklin 1998,,sigmod record,,50887,editor 's notes rh silkman,,"new directions for program evaluation ,",,1.9611306e-11
39,1487,"metu interoperable database system a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek sigmod conference 1996",,,,16499,modern database systems w kimâ ? ¦,,,1995.0,4.853877e-13
40,846,"indexing the positions of continuously moving objects s saltenis , c jensen , s leutenegger , m lopez sigmod conference",,,2000.0,53598,"lopez. , m. : indexing the position of continuously moving objects proceedings of acm sigmod conference","s saltenis , c jensen , s leutenegger",,,4.392155e-08
41,1785,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994.0,42348,"xml query processing d florescu , d kossmann",,"data engineering , 2004 . proceedings . 20th international",,3.7815942e-06
42,1357,"set containment joins : the good , the bad and the ugly k ramasamy , j patel , j naughton , r kaushik",,vldb,2000.0,50278,"data management in ecommerce : the good , the bad , and the ugly a gal",,,,1.6535871e-06
43,1640,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,55264,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,1.4045253e-05
44,2213,generic database cost models for hierarchical memory systems,"s manegold , p boncz , m kersten",vldb,2002.0,26608,generalized search trees for database systems,"jm hellerstein , jf naughton , a pfeffer","vldb ,",1995.0,5.8043962e-11
45,2388,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,27440,"description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0",,"acm transactions on database systems ,",,1.1219033e-11
46,2510,"an experimental system for object-based sharing in federated databases d fang , s ghandeharizadeh",,vldb j.,1996.0,18329,"a dynamic model for conceptual clustering in object-oriented databases proc . of vldb ,","q li , j smith",,,1.3018878e-06
47,479,reminiscences on influential papers 1999,,,,14191,"reminiscences on influential papers acm transactions on database systems ,",e bertino,,1976.0,0.0023428425
48,670,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,,2835,"andb . eftring , deeds : towards a distributed and active real-time database systems","sf andler , j hansson , j eriksson , j mellin , m","acm sigmod record ,",,0.611541
