,summary,type,latency,match,label,row,prediction
37,"rtable_Song_Name/rtable_Album_Name/rtable_Genre/rtable_Time    0.8
rtable_Song_Name/rtable_Album_Name/rtable_Released             0.8
dtype: float64",certa,98.86326684400046,0.0,0.0,3363-37611,[1.0000000e+00 1.8413604e-14]
38,"rtable_Album_Name/rtable_Genre/rtable_Price/rtable_CopyRight/rtable_Released    0.7
dtype: float64",certa,99.53755934299988,0.0,1.0,3503-54798,[0.80895346 0.19104657]
39,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_CopyRight/rtable_Time    0.8
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre                    0.8
dtype: float64",certa,98.23326818900023,0.0,0.0,3043-38003,[9.999875e-01 1.255569e-05]
40,"rtable_Song_Name/rtable_CopyRight/rtable_Time     0.2
rtable_Song_Name/rtable_Genre/rtable_CopyRight    0.2
dtype: float64",certa,99.58190549199935,0.0,0.0,1301-27982,[1.0000000e+00 3.2764456e-09]
41,"ltable_Song_Name/ltable_Artist_Name/ltable_Genre    0.4
dtype: float64",certa,100.0541555359996,0.0,0.0,1583-41583,[9.9998772e-01 1.2240979e-05]
42,"rtable_Song_Name/rtable_Album_Name/rtable_Genre/rtable_Price        0.7
rtable_Song_Name/rtable_Album_Name/rtable_Price/rtable_CopyRight    0.7
dtype: float64",certa,99.41065417299978,0.0,0.0,1299-34005,[1.00000e+00 2.56715e-12]
43,"rtable_Song_Name/rtable_Genre/rtable_CopyRight                    0.1
rtable_Song_Name/rtable_Artist_Name/rtable_CopyRight              0.1
rtable_Song_Name/rtable_Artist_Name/rtable_Price                  0.1
rtable_Song_Name/rtable_Artist_Name/rtable_Genre                  0.1
rtable_Song_Name/rtable_Price/rtable_CopyRight/rtable_Released    0.1
rtable_Song_Name/rtable_Genre/rtable_Price/rtable_Time            0.1
rtable_Song_Name/rtable_Genre/rtable_Price/rtable_Released        0.1
dtype: float64",certa,96.69689721699979,0.0,1.0,1413-51590,[9.9999988e-01 1.6439611e-07]
44,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Price/rtable_CopyRight/rtable_Time    0.5
dtype: float64",certa,93.6388514120008,0.0,0.0,2023-28407,[9.9999535e-01 4.6147543e-06]
45,"rtable_Artist_Name    1.0
rtable_Released       1.0
rtable_Time           1.0
rtable_CopyRight      1.0
rtable_Price          1.0
rtable_Genre          1.0
rtable_Album_Name     1.0
dtype: float64",certa,101.17625198099995,1.0,1.0,2913-21458,[0.30005515 0.69994485]
46,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price/rtable_CopyRight    0.8
dtype: float64",certa,106.42668658299954,0.0,1.0,5227-27254,[1.000000e+00 6.163899e-09]
47,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre    0.5
dtype: float64",certa,101.28358835399922,0.0,1.0,5363-47909,[0.9679836  0.03201635]
48,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price/rtable_Time/rtable_Released    0.5
dtype: float64",certa,100.29949265700088,0.0,0.0,4714-40170,[1.0000000e+00 5.6299593e-14]
49,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price        0.8
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Price/rtable_CopyRight    0.8
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Price/rtable_Released     0.8
dtype: float64",certa,98.8584391559998,0.0,0.0,1585-27527,[1.0000000e+00 1.4177862e-18]
