,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,match
20,267,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,1787,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998,0.0011422705
21,1185,"lh * - a scalable , distributed data structure","donovan a. schneider , marie-anne neimat , witold litwin",acm trans . database syst .,1996,1880,"lh * - a scalable , distributed data structure","witold litwin , marie-anna neimat , donovan a. schneider",acm transactions on database systems ( tods ),1996,0.9999869
22,2123,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999,1667,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",international conference on management of data,1994,1.2738435e-05
23,300,aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",sigmod conference,1994,1742,aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",international conference on management of data,1994,0.99979776
24,1972,binding propagation in disjunctive databases,sergio greco,vldb,1998,778,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,0.998317
25,1034,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,1046,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,0.99950993
26,1009,distance-based outliers : algorithms and applications,"v. tucakov , raymond t. ng , edwin m. knorr",vldb j.,2000,835,finding intensional knowledge of distance-based outliers,"edwin m. knorr , raymond t. ng",very large data bases,1999,9.4687544e-05
27,469,infoharness : a system for search and retrieval of heterogeneous information,"amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",sigmod conference,1995,1531,infoharness : a system for search and retrieval of heterogeneous information,"leon shklar , amit sheth , vipul kashyap , satish thatte",international conference on management of data,1995,0.0536493
28,746,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996,48,storing semistructured data with stored,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999,2.2825582e-06
29,1681,sql/xml is making good progress,"andrew eisenberg , jim melton",sigmod record,2002,531,sql/xml is making good progress,"andrew eisenberg , jim melton",acm sigmod record,2002,0.9983012
30,2315,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,400,disima : a distributed and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,2000,0.010934424
31,343,outlier detection for high dimensional data,"charu c. aggarwal , philip s. yu",sigmod conference,2001,704,hd-eye : visual clustering of high dimensional data,"alexander hinneburg , daniel a. keim , markus wawryniuk",international conference on management of data,2002,0.1811747
32,287,converting relational to object-oriented databases,joseph fong,sigmod record,1997,1915,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997,0.9999815
33,2404,a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",vldb j.,1997,1579,an annotated bibliography of benchmarks for object databases,akmal b. chaudhri,acm sigmod record,1995,0.86831695
34,1086,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2002,1216,guest editorial,"paolo atzeni , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2000,0.0019484005
35,727,rate-based query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",sigmod conference,2002,306,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001,3.6073547e-05
36,198,effective timestamping in databases,"christian s. jensen , kristian torp , richard t. snodgrass",vldb j.,2000,445,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,2000,4.847062e-07
37,290,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001,942,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,0.027911726
38,1684,"social , educational , and governmental change enabled through information technology","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",vldb,2000,1381,"social , educational , and governmental change enabled through information technology","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",very large data bases,2000,0.9995493
39,1310,describing semistructured data,luca cardelli,sigmod record,2001,1313,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,0.00013520378
40,1613,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,2015,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,0.9678789
41,1119,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,1114,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995,1.9339974e-09
42,1221,coss : the common object services specifications,bruce e. martin,sigmod conference,1994,1616,coss : the common object services specifications,bruce e. martin,international conference on management of data,1994,0.99999833
43,470,a database system for real-time event aggregation in telecommunication,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",vldb,1998,2126,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",acm sigmod record,2003,0.0011521478
44,1841,anatomy of a real e-commerce system,anant jhingran,sigmod conference,2000,397,anatomy of a real e-commerce system,anant jhingran,international conference on management of data,2000,0.9997054
45,805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995,1666,ptool : a scalable persistent object manager,"r. l. grossman , x. qin",international conference on management of data,1994,0.003846755
46,256,incremental clustering for mining in a data warehousing environment,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",vldb,1998,1031,multiple-view self-maintenance in data warehousing environments,nam huyn,very large data bases,1997,0.00023927084
47,1321,xquery : a query language for xml,donald d. chamberlin,sigmod conference,2003,902,a graphical query language for mobile information systems,ya-hui chang,acm sigmod record,2003,0.00047367188
48,1228,answering xml queries on heterogeneous data sources,"ioana manolescu , donald kossmann , daniela florescu",vldb,2001,943,merging ranks from heterogeneous internet sources,"luis gravano , hector garcia-molina",very large data bases,1997,0.0002092844
49,1016,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995,1983,static detection of security flaws in object-oriented databases,keishi tajima,international conference on management of data,1996,5.3942285e-06
