,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
125,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Swamp Head Part-Time Lubber,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Swamp Head Part-Time Lubber', '4.50 %']",0.3148455023765564,0.6851544976234436,2
156,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Black Sky Daywalker,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Black Sky Daywalker', '7.50 %']",0.43041908740997314,0.5695809125900269,2
402,RInkusteinur,Okkara,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House']","['RInkusteinur', 'Okkara']",0.4345349073410034,0.5654650926589966,2
135,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Baias Ambar,Baias Garagardotegia,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Baias Ambar', 'Baias Garagardotegia']",0.4930824637413025,0.5069175362586975,2
136,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Baias Ambar,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Baias Ambar', 'Amber Ale']",0.47153419256210327,0.5284658074378967,2
137,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Baias Ambar,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Baias Ambar', '5.50 %']",0.3040018677711487,0.6959981322288513,2
142,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Lakewood Manimal,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Lakewood Manimal'],0.41799241304397583,0.5820075869560242,2
143,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Lakewood Manimal,Lakewood Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Lakewood Manimal', 'Lakewood Brewing Company']",0.408311665058136,0.591688334941864,2
144,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Lakewood Manimal,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Lakewood Manimal', 'Amber Ale']",0.33833152055740356,0.6616684794425964,2
145,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Lakewood Manimal,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Lakewood Manimal', '6.50 %']",0.3565330505371094,0.6434669494628906,2
150,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Backyard January S_Ale,Backyard,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Backyard January S_Ale', 'Backyard']",0.458556592464447,0.541443407535553,2
151,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Backyard January S_Ale,Good People Brewing Company,Golden Ale/Blond Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Backyard January S_Ale', 'Golden Ale/Blond Ale']",0.4588455557823181,0.5411544442176819,2
129,Havannah,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Havannah', '5.80 %']",0.2864788770675659,0.7135211229324341,2
99,Elektron,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,6.30 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Elektron', '6.30 %']",0.475494921207428,0.524505078792572,2
226,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,WeldWerks Red,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['WeldWerks Red', '5.80 %']",0.49176573753356934,0.5082342624664307,2
232,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,FiftyFifty Annularity,FiftyFifty Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['FiftyFifty Annularity', 'FiftyFifty Brewing Company']",0.41519802808761597,0.584801971912384,2
365,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Barrio Rojo,Good People Brewing Company,Scottish Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Barrio Rojo', 'Scottish Ale']",0.4243364930152893,0.5756635069847107,2
298,Kannibaal,3cross Brewing Company,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House']","['Kannibaal', '3cross Brewing Company']",0.48346173763275146,0.5165382623672485,2
299,Kannibaal,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Kannibaal', '7.70 %']",0.48662906885147095,0.513370931148529,2
304,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Monkish False Prophet,Good People Brewing Company,Belgian Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Monkish False Prophet', 'Belgian Ale']",0.4969591498374939,0.5030408501625061,2
311,L'Envie,Microbrasserie La PÃ © cheresse,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House']","[""L'Envie"", 'Microbrasserie La PÃ © cheresse']",0.4465934634208679,0.5534065365791321,2
312,L'Envie,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,-,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","[""L'Envie"", '-']",0.42761552333831787,0.5723844766616821,2
317,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Son Pampa,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Son Pampa'],0.46108877658843994,0.5389112234115601,2
318,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Son Pampa,Ca l_Arenys - Cervezas Guineu,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Son Pampa', 'Ca l_Arenys - Cervezas Guineu']",0.43372833728790283,0.5662716627120972,2
319,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Son Pampa,Good People Brewing Company,Brown Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Son Pampa', 'Brown Ale']",0.3728640675544739,0.6271359324455261,2
293,Reset,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Reset', '5.60 %']",0.41726309061050415,0.5827369093894958,2
320,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Son Pampa,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Son Pampa', '5 %']",0.47394073009490967,0.5260592699050903,2
327,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Jukebox Jazz,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['Jukebox Jazz'],0.49940943717956543,0.5005905628204346,2
328,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Jukebox Jazz,Brasseur De MontrÃ © al,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Good People Stepchild Belgian India Red Ale', 'Good People Brewing Company']","['Jukebox Jazz', 'Brasseur De MontrÃ © al']",0.4733620285987854,0.5266379714012146,2
329,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Jukebox Jazz,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Jukebox Jazz', 'Amber Ale']",0.4158102869987488,0.5841897130012512,2
334,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Grizzly Peak Junicade Red,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Grizzly Peak Junicade Red', '5.50 %']",0.4702399969100952,0.5297600030899048,2
338,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Great Oakley Anaesthetise,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Great Oakley Anaesthetise', '7.50 %']",0.32824259996414185,0.6717574000358582,2
343,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Barrier Calm It,Good People Brewing Company,Amber Ale,7.80 %,"('rtable_Beer_Name', 'rtable_Style')","['Good People Stepchild Belgian India Red Ale', 'India Pale Ale &#40; IPA &#41;']","['Barrier Calm It', 'Amber Ale']",0.47539615631103516,0.5246038436889648,2
355,Ruby,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,4.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Ruby', '4.60 %']",0.4950961470603943,0.5049038529396057,2
347,Fistmas,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,6.10 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Fistmas', '6.10 %']",0.47755080461502075,0.5224491953849792,2
351,Grahamber,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', '7.50 %']","['Grahamber', '5.50 %']",0.4481339454650879,0.5518660545349121,2
359,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Rushing Duck Kroovy,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,9 %,"('rtable_Beer_Name', 'rtable_ABV')","['Good People Stepchild Belgian India Red Ale', '7.80 %']","['Rushing Duck Kroovy', '9 %']",0.4504116177558899,0.5495883822441101,2
231,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,FiftyFifty Annularity,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('rtable_Beer_Name',)",['Good People Stepchild Belgian India Red Ale'],['FiftyFifty Annularity'],0.42499738931655884,0.5750026106834412,2
