,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
6,,quicken ( r ) for mac,,29.95,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer')","['quicken 2007 basic', 'intuit']","['quicken ( r ) for mac', nan]",1,0,0.024800315,0.97519964,2
4,,mediafour macdrive 6 for windows,intuit,49.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_price')","['quicken 2007 basic', 29.95]","['mediafour macdrive 6 for windows', 49.99]",1,0,0.0625702,0.9374298,2
3,,mediafour macdrive 6 for windows,mediafour corporation,29.95,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer')","['quicken 2007 basic', 'intuit']","['mediafour macdrive 6 for windows', 'mediafour corporation']",1,0,0.019219907,0.98078007,2
1,,( r ) for mac 2007,intuit,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_price')","['quicken 2007 basic', 29.95]","['( r ) for mac 2007', 69.99]",1,0,0.026876675,0.9731233,2
10,,mac 2007,intuit,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_price')","['quicken 2007 basic', 29.95]","['mac 2007', 69.99]",1,0,0.12008458,0.8799155,2
11,,mac 2007,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['mac 2007', nan, 69.99]",1,0,0.031207288,0.9687928,3
8,,quicken ( r ) for mac,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['quicken ( r ) for mac', nan, 69.99]",1,0,0.018323254,0.9816767,3
14,,quicken ( r ),,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['quicken ( r )', nan, 69.99]",1,0,0.027229793,0.9727702,3
17,,r ) for mac 2007,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['r ) for mac 2007', nan, 69.99]",1,0,0.02121401,0.978786,3
5,,mediafour macdrive 6 for windows,mediafour corporation,49.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['mediafour macdrive 6 for windows', 'mediafour corporation', 49.99]",1,0,0.015405005,0.98459506,3
20,,for mac 2007,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['for mac 2007', nan, 69.99]",1,0,0.02222535,0.9777746,3
2,,( r ) for mac 2007,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['( r ) for mac 2007', nan, 69.99]",1,0,0.018035378,0.98196465,3
23,,quicken ( r ) for,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","['quicken ( r ) for', nan, 69.99]",1,0,0.020067845,0.9799321,3
26,,) for mac 2007,,69.99,quicken ( r ) for mac 2007,,69.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['quicken 2007 basic', 'intuit', 29.95]","[') for mac 2007', nan, 69.99]",1,0,0.019020956,0.9809791,3
