,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
217,,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Sawdust City Brewing Company,Spice/Herb/Vegetable,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', '5.20 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', '6.50 %']",1,0,0.2249361,0.7750639,2
221,,Rocket City Red,Ninkasi Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['Ninkasi Brewing Company'],1,0,0.15109058,0.84890944,2
207,,Rocket City Red,CucapÃ ¡ Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['CucapÃ ¡ Brewing Company'],1,0,0.22958644,0.7704136,2
222,,Critical Hit,Ninkasi Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Critical Hit', 'Ninkasi Brewing Company']",1,0,0.18761744,0.8123826,2
224,,Rocket City Red,Ninkasi Brewing Company,American Amber / Red Ale,11.70 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Straight To Ale', '5.00 %']","['Ninkasi Brewing Company', '11.70 %']",1,0,0.1478904,0.85210955,2
229,,Ryeday The 13th,Excel Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Ryeday The 13th', 'Excel Brewing Company']",1,0,0.1404709,0.859529,2
233,,Blue Point Old Howling Bastard,Blue Point Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Blue Point Old Howling Bastard', 'Blue Point Brewing Company']",1,0,0.16145967,0.8385403,2
237,,Rocket City Red,Tenaya Creek Brewery,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['Tenaya Creek Brewery'],1,0,0.24309048,0.75690955,2
238,,Tenaya Creek Red Ryder,Tenaya Creek Brewery,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Tenaya Creek Red Ryder', 'Tenaya Creek Brewery']",1,0,0.09439281,0.9056072,2
239,,Rocket City Red,Tenaya Creek Brewery,American Amber / Red Ale,6.20 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Straight To Ale', '5.00 %']","['Tenaya Creek Brewery', '6.20 %']",1,0,0.27425978,0.72574025,2
241,,Vengeful Heart,Kane Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Vengeful Heart', 'Kane Brewing Company']",1,0,0.37986523,0.6201348,2
223,,Rocket City Red,Ninkasi Brewing Company,American Barleywine,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Straight To Ale', 'American Amber / Red Ale']","['Ninkasi Brewing Company', 'American Barleywine']",1,0,0.32513472,0.6748653,2
84,,Foggy Notion,Mother 's Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Foggy Notion', ""Mother 's Brewing Company""]",1,0,0.35842305,0.64157695,2
205,,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,21st Amendment Red Dwarf,21st Amendment Brewery,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company']","['21st Amendment Red Dwarf', '21st Amendment Brewery']",1,0,0.32359082,0.67640924,2
199,,Rocket City Red,Kuhnhenn Brewing Company,American Barleywine,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Straight To Ale', 'American Amber / Red Ale']","['Kuhnhenn Brewing Company', 'American Barleywine']",1,0,0.2681223,0.7318777,2
170,,Rocket City Red,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['TrÃ ¶ egs Brewing Company'],1,0,0.28508076,0.71491927,2
171,,Rocket City Red,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,9.30 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Straight To Ale', '5.00 %']","['TrÃ ¶ egs Brewing Company', '9.30 %']",1,0,0.45738852,0.5426114,2
175,,Rocket City Red,Berkshire Brewing Company Inc. .,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['Berkshire Brewing Company Inc. .'],1,0,0.49069005,0.5093099,2
176,,Holidale,Berkshire Brewing Company Inc. .,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Holidale', 'Berkshire Brewing Company Inc. .']",1,0,0.32820848,0.6717915,2
177,,Rocket City Red,Berkshire Brewing Company Inc. .,American Amber / Red Ale,9.50 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Straight To Ale', '5.00 %']","['Berkshire Brewing Company Inc. .', '9.50 %']",1,0,0.46847844,0.53152156,2
179,,Blunderbuss Barleywine,Cambridge Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Blunderbuss Barleywine', 'Cambridge Brewing Company']",1,0,0.3905061,0.60949385,2
181,,Rocket City Red,The Pike Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['The Pike Brewing Company'],1,0,0.40344647,0.5965535,2
200,,Rocket City Red,Kuhnhenn Brewing Company,American Amber / Red Ale,11.50 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Straight To Ale', '5.00 %']","['Kuhnhenn Brewing Company', '11.50 %']",1,0,0.14670353,0.8532965,2
182,,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Pike Old Bawdy Barley Wine', 'The Pike Brewing Company']",1,0,0.18728536,0.81271464,2
187,,Obscura Aurantium,Telegraph Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Obscura Aurantium', 'Telegraph Brewing Company']",1,0,0.42628834,0.57371163,2
188,,Rocket City Red,CucapÃ ¡ Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name',)",['Straight To Ale'],['CucapÃ ¡ Brewing Company'],1,0,0.22958642,0.7704136,2
189,,CucapÃ ¡ Barleywine,CucapÃ ¡ Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['CucapÃ ¡ Barleywine', 'CucapÃ ¡ Brewing Company']",1,0,0.21866412,0.7813359,2
190,,Rocket City Red,CucapÃ ¡ Brewing Company,American Barleywine,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Straight To Ale', 'American Amber / Red Ale']","['CucapÃ ¡ Brewing Company', 'American Barleywine']",1,0,0.4412044,0.5587956,2
