,label,latency,match,prediction,row,summary,type
18,0.0,185.9634039419998,0.0,[0.84369642 0.15630358],200-559,"ltable_Beer_Name    0.61
dtype: float64",certa
19,0.0,186.84119423300035,0.0,[0.97146048 0.02853952],3963-63,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.88
dtype: float64",certa
20,0.0,184.12368353999955,0.0,[0.81202292 0.18797708],2633-2143,"ltable_Beer_Name    0.79
dtype: float64",certa
21,1.0,204.49586576000002,1.0,[0.12778473 0.87221527],2558-1284,"ltable_Beer_Name/ltable_ABV    0.53
dtype: float64",certa
22,0.0,201.04609484699904,0.0,[0.95026703 0.04973297],1218-2463,"ltable_Beer_Name/ltable_ABV    0.724138
dtype: float64",certa
23,0.0,390.3319243149999,0.0,[0.97122482 0.02877518],285-411,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.42
dtype: float64",certa
24,0.0,408.15303168800165,0.0,[0.97679727 0.02320273],184-1889,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.61
dtype: float64",certa
25,0.0,381.6988212879987,0.0,[0.98866934 0.01133066],1178-1255,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.512195
dtype: float64",certa
26,0.0,204.08190958499836,0.0,[0.94802044 0.05197956],501-216,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style/rtable_ABV    0.53
dtype: float64",certa
27,0.0,374.6793347720013,0.0,[0.97857823 0.02142177],29-2883,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.651515
dtype: float64",certa
28,0.0,375.33215340099923,0.0,[0.98876281 0.01123719],184-1255,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style/rtable_ABV    0.630769
dtype: float64",certa
29,1.0,179.1775659039995,0.0,[0.76802775 0.23197225],563-1177,"ltable_Beer_Name    0.52
dtype: float64",certa
30,0.0,182.15274265399785,0.0,[0.94537529 0.05462471],507-716,"rtable_Beer_Name/rtable_Style/rtable_ABV                0.76
rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.76
dtype: float64",certa
31,0.0,391.0379042099994,0.0,[0.98038352 0.01961648],1755-1635,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.83
dtype: float64",certa
32,0.0,196.445376787,0.0,[0.92423576 0.07576424],1904-2681,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.78
dtype: float64",certa
33,0.0,385.1235981949976,0.0,[0.93818974 0.06181026],3402-1889,"ltable_Beer_Name    0.75
dtype: float64",certa
34,0.0,182.55766591499923,0.0,[0.94149945 0.05850055],1251-812,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.46
dtype: float64",certa
35,0.0,177.2695853510013,0.0,[0.94655156 0.05344844],113-475,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.78
dtype: float64",certa
36,0.0,178.84242397300113,0.0,[0.94726937 0.05273063],2596-2124,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.7
dtype: float64",certa
37,0.0,136.2541538689984,0.0,[0.93272918 0.06727082],406-2071,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.57
dtype: float64",certa
38,0.0,183.51648158700118,0.0,[0.90651715 0.09348285],1900-333,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV    0.63
dtype: float64",certa
39,0.0,114.41366775799906,0.0,[0.91048589 0.08951411],4181-2300,"rtable_Beer_Name/rtable_ABV    0.59
dtype: float64",certa
40,0.0,180.571090903999,0.0,[0.66427097 0.33572903],982-348,"ltable_Beer_Name    0.54
dtype: float64",certa
41,1.0,201.07141034300003,0.0,[0.9267197 0.0732803],1621-548,"ltable_Beer_Name/ltable_ABV    0.79
dtype: float64",certa
42,0.0,391.52619427399986,0.0,[0.9724071 0.0275929],184-1679,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.56
dtype: float64",certa
43,0.0,389.57001357899935,0.0,[0.98221121 0.01778879],487-1519,"rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style/rtable_ABV    0.947368
dtype: float64",certa
44,0.0,112.2551317159996,0.0,[0.95785469 0.04214531],4168-2381,"ltable_Beer_Name/ltable_ABV    0.826531
dtype: float64",certa
45,0.0,341.10125895599776,0.0,[0.98508719 0.01491281],3963-980,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style/ltable_ABV    0.4
dtype: float64",certa
46,1.0,177.40740281300168,0.0,[0.75187682 0.24812318],2007-203,"rtable_Beer_Name/rtable_ABV    0.74
dtype: float64",certa
47,0.0,187.68225623699982,0.0,[0.96075881 0.03924119],1218-1445,"ltable_Beer_Name/ltable_Style/ltable_ABV    0.97
dtype: float64",certa
48,0.0,375.2218361609994,0.0,[0.98383445 0.01616555],833-2728,"ltable_Beer_Name/ltable_ABV    0.622642
dtype: float64",certa
49,0.0,166.4553319279985,0.0,[0.94775718 0.05224282],3842-1853,"ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV    0.83
dtype: float64",certa
