,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
97,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
96,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing']",1,0,0.21101967,0.78898036,2
95,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
93,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
92,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Company']",1,0,0.33552048,0.6644795,2
114,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
91,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
88,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island']",1,0,0.20012377,0.7998763,2
87,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
169,,Town Hall Festivus 2014,Galveston Island Brewing Company,American Amber / Red Ale,6.10 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_ABV')","['Blue Bridge Amber Dry Hopped', '6.00 %']","['Town Hall Festivus 2014', '6.10 %']",1,0,0.30286685,0.6971332,2
84,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Brewing Company']",1,0,0.30811492,0.6918851,2
83,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
81,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
80,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston']",1,0,0.32909742,0.6709026,2
79,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
77,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
76,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Island Brewing Company']",1,0,0.15029208,0.8497079,2
75,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
73,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
72,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry', '6.00 %']",1,0,0.11482923,0.8851708,2
71,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry', 'Galveston Island Brewing Company']",1,0,0.100688934,0.89931107,2
89,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
115,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
116,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
118,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
168,,Town Hall Festivus 2014,Hall Brewery,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']","['Town Hall Festivus 2014', 'Hall Brewery']",1,0,0.32172135,0.6782787,2
166,,Town Hall Festivus 2014,Galveston Island Brewing Company,American Amber / Red Ale,6.10 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_ABV')","['Blue Bridge Amber Dry Hopped', '6.00 %']","['Town Hall Festivus 2014', '6.10 %']",1,0,0.30286685,0.6971332,2
165,,Town Hall Festivus 2014,Town Hall Brewery,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']","['Town Hall Festivus 2014', 'Town Hall Brewery']",1,0,0.18425933,0.81574064,2
163,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00']",1,0,0.42461255,0.5753874,2
162,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00']",1,0,0.15134868,0.84865135,2
161,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
160,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
158,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,%,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '%']",1,0,0.2987314,0.7012686,2
157,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,%,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '%']",1,0,0.12032123,0.8796788,2
156,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
155,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
150,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
149,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
148,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
147,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
143,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
142,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
119,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
120,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,American Amber,-,"('rtable_Beer_Name', 'rtable_Style')","['Winthrop Double Dry Hopped Amber', 'Amber Ale']","['Blue Bridge Amber Dry Hopped', 'American Amber']",1,0,0.42801633,0.5719837,2
121,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
122,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
127,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
128,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
70,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry'],1,0,0.37677282,0.6232272,2
129,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
132,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
133,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
134,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
135,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
140,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,-,"('rtable_Beer_Name',)",['Winthrop Double Dry Hopped Amber'],['Blue Bridge Amber Dry Hopped'],1,0,0.36640283,0.63359714,2
141,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']",1,0,0.12204469,0.87795526,2
130,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
68,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Galveston Island Brewing Company,Amber Ale,6.00 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Brewing Company', '-']","['Galveston Island Brewing Company', '6.00 %']",1,0,0.29709938,0.70290065,2
85,,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Blue Bridge Amber Dry Hopped,Winthrop Brewing Company,Amber Ale,6.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', '-']","['Blue Bridge Amber Dry Hopped', '6.00 %']",1,0,0.13447241,0.86552763,2
13,,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']","['Kuhnhenn Extraneous Ale', 'Kuhnhenn Brewing Company']",1,0,0.13026685,0.8697331,2
15,,Blue Bridge Amber Dry Hopped,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Galveston Island Brewing Company', '6.00 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.3893289,0.6106711,2
42,,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Blue Bridge Amber Dry Hopped', 'Galveston Island Brewing Company']","['Kuhnhenn Extraneous Ale', 'Kuhnhenn Brewing Company']",1,0,0.13026685,0.8697331,2
43,,Kuhnhenn Extraneous Ale,Galveston Island Brewing Company,American Amber / Red Ale,17.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Beer_Name', 'ltable_ABV')","['Blue Bridge Amber Dry Hopped', '6.00 %']","['Kuhnhenn Extraneous Ale', '17.00 %']",1,0,0.17575392,0.8242461,2
44,,Blue Bridge Amber Dry Hopped,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company,Amber Ale,-,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Galveston Island Brewing Company', '6.00 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.3893289,0.61067116,2
