,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
1,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company']","['SPB Barrel Aged Mississippi Fire Ant', 'Southern Prohibition Brewery']",0.2615531,0.73844695,2
6,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,SPB Barrel Aged Mississippi Fire Ant,Winthrop Brewing Company,American Strong Ale,8 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', 'Amber Ale', '-']","['SPB Barrel Aged Mississippi Fire Ant', 'American Strong Ale', '8 %']",0.11664528,0.88335466,3
20,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Winthrop Double Dry Hopped Amber,Rip Current Brewing,Amber Ale,7 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Winthrop Brewing Company', 'Amber Ale', '-']","['Rip Current Brewing', 'Amber Ale', '7 %']",0.4271151,0.5728849,3
11,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Deep Creek Little Armoured One,Deep Creek Brewing Co,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', 'Amber Ale']","['Deep Creek Little Armoured One', 'Deep Creek Brewing Co', 'Amber Ale']",0.34056136,0.6594386,3
5,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery,Amber Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', '-']","['SPB Barrel Aged Mississippi Fire Ant', 'Southern Prohibition Brewery', '8 %']",0.10452114,0.8954789,3
4,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', 'Amber Ale']","['SPB Barrel Aged Mississippi Fire Ant', 'Southern Prohibition Brewery', 'American Strong Ale']",0.08355138,0.91644865,3
17,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Rip Current Raked Over Red,Rip Current Brewing,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', 'Amber Ale']","['Rip Current Raked Over Red', 'Rip Current Brewing', 'Amber Ale']",0.08732347,0.9126765,3
18,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Rip Current Raked Over Red,Rip Current Brewing,Amber Ale,7 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', '-']","['Rip Current Raked Over Red', 'Rip Current Brewing', '7 %']",0.101444624,0.89855546,3
19,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Rip Current Raked Over Red,Winthrop Brewing Company,Amber Ale,7 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', 'Amber Ale', '-']","['Rip Current Raked Over Red', 'Amber Ale', '7 %']",0.2878231,0.7121769,3
7,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery,American Strong Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', 'Amber Ale', '-']","['SPB Barrel Aged Mississippi Fire Ant', 'Southern Prohibition Brewery', 'American Strong Ale', '8 %']",0.19302471,0.80697525,4
21,Blue Bridge Amber Dry Hopped,Galveston Island Brewing Company,American Amber / Red Ale,6.00 %,Rip Current Raked Over Red,Rip Current Brewing,Amber Ale,7 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Winthrop Double Dry Hopped Amber', 'Winthrop Brewing Company', 'Amber Ale', '-']","['Rip Current Raked Over Red', 'Rip Current Brewing', 'Amber Ale', '7 %']",0.101444624,0.89855546,4
