,ltable_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_id,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,match,label
13,1199,"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,,3:54,,27992,Rise ( feat . Skylar Grey ) Listen ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine,David Guetta,,,,,3:55,"November 24 , 2014",0.12244724482297897,0
14,322,"Epilogue ( feat . George the Poet ) Naughty Boy Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd",,Hotel Cabana,,,,1:28,6-May-14,22292,"So Strong [ feat . Chasing Grace ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] 3:36 May 6 , 2014",,,Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,,,0.08257360011339188,0
15,1292,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 3:34 26-Aug-11",David Guetta,Nothing But the Beat,,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",,,34023,Night Of Your Life ( Feat . Jennifer Hudson ) Dance & Electronic $ 1.29 3:42,David Guetta,Nothing But The Beat,,,2009 Andy Henningsen,,"August 26 , 2011",0.11794985085725784,0
16,1159,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,36916,"Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",David Guetta,,,,,3:25,,0.06147655099630356,0
17,2696,Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Album Only 2015 300 Entertainment/RGF Productions 5:11,Fetty Wap,,"Hip-Hop/Rap , Music , Rap",,,,,17160,"For My Team ( feat . Monty ) [ Clean ] Fetty Wap $ 1.29 3:28 September 25 , 2015",,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,,0.08342424035072327,0
18,1318,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29",David Guetta,Listen ( Deluxe Version ),,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,34922,"One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009",David Guetta,,,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:42,,0.044977109879255295,0
19,5143,"Over My Dead Body Take Care ( Deluxe Version ) Hip-Hop/Rap , Music",Drake,,,$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,4:32,15-Nov-11,43647,Over My Dead Body [ Clean ] Drake $ 1.29 ( C ) 2012 Cash Money Records Inc.,,Take Care ( Deluxe Edition ),Rap & Hip-Hop,,,4:32,"March 20 , 2012",0.20820097625255585,1
20,3321,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4-Dec-12,34348,It 's Nothin ( feat . 2 Chainz ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop,Wiz Khalifa,,,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,"December 4 , 2012",0.018692446872591972,0
21,5077,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,40473,"You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013",,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,0.11707356572151184,0
22,1276,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France",David Guetta,,,$ 1.29,,2:51,21-Aug-09,31283,"Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ] David Banner Mississippi-The Album ( Explicit Version ) Pop $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",,,,,,4:24,"May 20 , 2003",0.058255501091480255,0
23,3419,"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 4-Dec-12",,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,7377,KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,,,,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,"August 19 , 2014",0.07561688870191574,0
24,3610,Money Right ( feat . Rick Ross & Brisco ) Mail On Sunday $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Flo Rida,,"Hip-Hop/Rap , Music , Pop , Dirty South",,,3:16,18-Mar-08,30322,Roll ( feat . Sean Kingston ) [ Clean ] Mail On Sunday [ Clean ] 2013 Warner Bros. . Records Inc.,Flo Rida,,"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,,3:59,"March 18 , 2008",0.15760792791843414,0
25,1410,Illusion ( feat . Echosmith ) True Colors 2015 Interscope Records 6:30,Zedd,,"Dance , Music , Electronic",$ 1.29,,,18-May-15,51576,Papercut [ feat . Troye Sivan ] Zedd Dance & Electronic 7:23,,True Colors,,$ 1.29,( C ) 2015 Interscope Records,,"May 18 , 2015",0.10875830799341202,0
26,302,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,22315,"Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014",Naughty Boy,,Pop,$ 1.29,,2:09,,0.060375966131687164,0
27,291,"Epilogue ( feat . George the Poet ) Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 1:28",Naughty Boy,Hotel Cabana,,,,,6-May-14,22283,Wonder [ feat . Emeli SandÌ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27,,,Pop,,,,"May 6 , 2014",0.08029287308454514,0
28,3363,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 12-Dec-11",,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",,,4:12,,37611,"Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ] Snoop Dogg R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ) Gangsta & Hardcore , Rap & Hip-Hop ( C ) 2004 Geffen Records November 16 , 2004",,,,$ 0.99,,3:08,,0.03945150226354599,0
29,3503,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11",Flo Rida,Wild Ones,,$ 1.29,,,22-Jun-12,54798,"Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",Flo Rida,,,,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",,,0.15792281925678253,1
30,3043,"Ready for the Weekend ( Dave Spoon Dub Remix ) Dance , Music , Rock , Electronic 6:35 15-Sep-09",Calvin Harris,Ready for the Weekend - EP,,$ 0.99,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",,,38003,"Ready for the Weekend ( Album Version ) 3:38 July 23 , 2013",Calvin Harris,Ready For The Weekend,Dance & Electronic,$ 1.29,"( C ) 1994 UMG Recordings , Inc.",,,0.1654777228832245,0
31,1301,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 3:20 24-Nov-14",David Guetta,,,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",,,27982,"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo ) David Guetta $ 1.29",,Listen ( Deluxe ),Dance & Electronic,,2015 If Moving Your Mine,3:58,"November 24 , 2014",0.021654784679412842,0
32,1583,"Second Chance ( Live Acoustic from Kansas City ) Shinedown Somewhere In the Stratosphere ( Live ) Rock , Music , Metal , Alternative , Hard Rock 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .",,,,$ 1.29,,5:06,18-Apr-11,41583,Heroes ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere Rock $ 1.29 ( C ) 2005 MCA Nashville,,,,,,8:09,"April 18 , 2011",0.1527547985315323,0
33,1299,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France 26-Aug-11",David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",,,3:34,,34005,Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,David Guetta,Nothing But The Beat,Dance & Electronic,,,,"August 26 , 2011",0.14344196021556854,0
34,1413,"Illusion ( feat . Echosmith ) Zedd True Colors Dance , Music , Electronic $ 1.29 2015 Interscope Records 6:30",,,,,,,18-May-15,51590,Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,Zedd,,Dance & Electronic,,,,"May 18 , 2015",0.1149718388915062,1
35,2023,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock $ 0.99",Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],,,2012 PAXAM RECORDS,5:10,2-Jul-12,28407,Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,,Live At Carnegie Hall [ Explicit ],,,,4:02,"April 21 , 2015",0.0915246531367302,0
36,2913,Rashi ( Outro ) Mark Ronson $ 0.99,,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03,21458,Rashi ( Outro ) Dance & Electronic 2:01,Mark Ronson,Here Comes The Fuzz [ Explicit ],,$ 0.99,( c ) 2015 Karaoke Freaks,,"August 29 , 2003",0.39575105905532837,1
37,5227,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,27254,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010",0.12063029408454895,1
38,4714,"Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] Skrillex & Kill the Noise Recess Remixes - EP Dance , Music 7-Jul-14",,,,$ 1.29,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",3:47,,40170,"Kill Everybody ( Bare Noize Remix ) Skrillex Scary Monsters And Nice Sprites EP [ Explicit ] $ 1.29 ( c ) 2013 Digitop Ltd December 21 , 2010",,,"Electronica , Dance & Electronic , Dubstep",,,4:41,,0.09499108791351318,0
