,label,latency,match,prediction,row,summary,type
25,0.0,172.93994512499194,0.0,[0.98406106 0.01593892],72-288,"rtable_name/rtable_addr/rtable_res_type/rtable_class    0.6
rtable_name/rtable_city/rtable_res_type/rtable_class    0.6
rtable_addr/rtable_city/rtable_res_type/rtable_class    0.6
rtable_phone                                            0.6
dtype: float64",certa
26,0.0,167.43377440498443,0.0,[9.9947506e-01 5.2497652e-04],429-285,"rtable_name/rtable_addr/rtable_phone/rtable_res_type/rtable_class    0.3
dtype: float64",certa
27,0.0,184.51759953598958,0.0,[9.994894e-01 5.105532e-04],431-128,"rtable_name/rtable_phone/rtable_res_type/rtable_class    0.6
dtype: float64",certa
28,0.0,153.7196765920089,0.0,[9.994790e-01 5.209779e-04],433-123,"rtable_name/rtable_addr/rtable_phone                     0.4
rtable_city/rtable_phone/rtable_res_type/rtable_class    0.4
rtable_addr/rtable_phone/rtable_res_type/rtable_class    0.4
rtable_addr/rtable_city/rtable_phone/rtable_class        0.4
rtable_name/rtable_phone/rtable_res_type/rtable_class    0.4
rtable_name/rtable_city/rtable_phone/rtable_class        0.4
dtype: float64",certa
29,0.0,178.14532549801515,0.0,[9.9926096e-01 7.3898182e-04],442-289,"ltable_addr/ltable_city/ltable_phone/ltable_res_type/ltable_class    0.7
dtype: float64",certa
30,0.0,153.2192275940033,0.0,[9.9943310e-01 5.6685164e-04],410-295,"ltable_name/ltable_addr/ltable_phone/ltable_class    0.6
dtype: float64",certa
31,0.0,144.62908107202384,0.0,[9.9947888e-01 5.2110455e-04],437-136,"rtable_name/rtable_city/rtable_phone/rtable_class        0.3
rtable_name/rtable_addr/rtable_phone/rtable_res_type     0.3
rtable_addr/rtable_phone/rtable_res_type/rtable_class    0.3
rtable_name/rtable_addr/rtable_phone/rtable_class        0.3
rtable_addr/rtable_city/rtable_phone/rtable_class        0.3
rtable_name/rtable_phone/rtable_res_type/rtable_class    0.3
dtype: float64",certa
32,0.0,153.77509858901612,0.0,[9.9940073e-01 5.9930451e-04],165-223,"ltable_addr/ltable_city/ltable_phone/ltable_res_type    0.7
dtype: float64",certa
33,1.0,133.09456374897854,1.0,[0.00222503 0.9977749 ],37-255,"ltable_addr        0.0
ltable_city        0.0
ltable_phone       0.0
ltable_res_type    0.0
ltable_class       0.0
rtable_name        0.0
rtable_addr        0.0
rtable_city        0.0
rtable_phone       0.0
rtable_res_type    0.0
rtable_class       0.0
ltable_name        0.0
dtype: float64",certa
34,0.0,145.36408330799895,0.0,[9.9917716e-01 8.2276686e-04],148-238,"ltable_name/ltable_addr/ltable_res_type/ltable_class    0.6
ltable_addr/ltable_city/ltable_res_type/ltable_class    0.6
ltable_name/ltable_phone                                0.6
ltable_addr/ltable_phone                                0.6
ltable_phone/ltable_res_type                            0.6
dtype: float64",certa
35,0.0,146.65697217002162,0.0,[9.9947053e-01 5.2948226e-04],406-65,"rtable_name/rtable_addr/rtable_phone    0.3
dtype: float64",certa
36,0.0,148.29947746600374,0.0,[9.9909234e-01 9.0771838e-04],82-141,"rtable_name/rtable_phone     0.6
rtable_phone/rtable_class    0.6
rtable_addr/rtable_phone     0.6
dtype: float64",certa
37,0.0,154.08737528100028,0.0,[9.994586e-01 5.413740e-04],146-225,"rtable_name/rtable_addr/rtable_phone        0.1
rtable_name/rtable_phone/rtable_res_type    0.1
rtable_addr/rtable_city/rtable_phone        0.1
rtable_addr/rtable_phone/rtable_class       0.1
dtype: float64",certa
38,0.0,155.80242305001593,0.0,[9.9942786e-01 5.7216530e-04],494-193,"rtable_addr/rtable_phone/rtable_class                               0.4
rtable_phone/rtable_res_type/rtable_class                           0.4
rtable_name/rtable_addr/rtable_city/rtable_phone                    0.4
rtable_name/rtable_addr/rtable_phone/rtable_res_type                0.4
rtable_name/rtable_addr/rtable_city/rtable_res_type/rtable_class    0.4
dtype: float64",certa
39,0.0,158.84932686499087,0.0,[9.9947256e-01 5.2750966e-04],429-131,"rtable_addr/rtable_phone/rtable_res_type/rtable_class    0.1
rtable_name/rtable_addr/rtable_phone/rtable_res_type     0.1
rtable_name/rtable_addr/rtable_phone/rtable_class        0.1
dtype: float64",certa
40,0.0,130.4046369259886,0.0,[9.9948186e-01 5.1814242e-04],147-33,"rtable_name/rtable_addr/rtable_city/rtable_phone/rtable_class    0.5
dtype: float64",certa
41,0.0,155.13386183898547,0.0,[9.9941123e-01 5.8880716e-04],121-52,"ltable_name/ltable_addr/ltable_phone/ltable_class    0.6
dtype: float64",certa
42,0.0,146.28233010999975,0.0,[9.993699e-01 6.301243e-04],170-224,"rtable_phone    0.6
dtype: float64",certa
43,0.0,158.48494116397342,0.0,[9.9945503e-01 5.4497633e-04],70-285,"rtable_name/rtable_city/rtable_phone                    0.3
rtable_addr/rtable_city/rtable_phone/rtable_res_type    0.3
rtable_name/rtable_addr/rtable_phone                    0.3
dtype: float64",certa
44,0.0,167.98318684200058,0.0,[9.9950004e-01 4.9996731e-04],427-133,"rtable_name/rtable_addr/rtable_phone/rtable_res_type/rtable_class    0.3
rtable_name/rtable_addr/rtable_city/rtable_phone/rtable_class        0.3
dtype: float64",certa
45,0.0,177.40067754499614,0.0,[9.9945480e-01 5.4523454e-04],326-278,"ltable_name/ltable_addr/ltable_city/ltable_phone/ltable_class    0.4
dtype: float64",certa
46,0.0,146.47239859600086,0.0,[9.9943990e-01 5.6006503e-04],72-132,"rtable_addr/rtable_phone/rtable_res_type/rtable_class                0.6
rtable_addr/rtable_city/rtable_phone/rtable_class                    0.6
rtable_name/rtable_addr/rtable_phone/rtable_class                    0.6
rtable_name/rtable_city/rtable_phone/rtable_res_type/rtable_class    0.6
dtype: float64",certa
47,0.0,151.20964257599553,0.0,[9.994804e-01 5.196277e-04],451-126,"ltable_name/ltable_addr/ltable_city/ltable_phone/ltable_res_type/ltable_class    0.4
dtype: float64",certa
