,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
14,Molly Pitcher Imperial Red,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale']","['Molly Pitcher Imperial Red', 'American Amber / Red Ale']",0.31553975,0.6844603,2
13,Molly Pitcher Imperial Red,Tent City Beer Company,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro']","['Molly Pitcher Imperial Red', 'Tent City Beer Company']",0.37344965,0.6265503,2
18,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Bells Amber Ale,Rock Bottom Orland Park,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Bells Amber Ale', 'Amber Ale']",0.3254825,0.6745175,2
10,Amber Late Hop,57 Brew Pub & Bistro,American Amber / Red Ale,5.10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", '7.60 %']","['Amber Late Hop', '5.10 %']",0.31683534,0.68316466,2
9,Amber Late Hop,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale']","['Amber Late Hop', 'American Amber / Red Ale']",0.3485408,0.65145916,2
8,Amber Late Hop,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)","[""Red Shedman 's Imperial Amber Ale""]",['Amber Late Hop'],0.3485408,0.65145916,2
1,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Colorado Mountain Brewery,American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Colorado Mountain Ole 59er Amber Ale', 'Colorado Mountain Brewery']",0.33823907,0.6617609,2
2,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Rock Bottom Orland Park,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Colorado Mountain Ole 59er Amber Ale', 'Amber Ale']",0.31562194,0.684378,2
3,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Rock Bottom Orland Park,American Strong Ale,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', '7.60 %']","['Colorado Mountain Ole 59er Amber Ale', '5.20 %']",0.3870635,0.61293644,2
12,Molly Pitcher Imperial Red,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)","[""Red Shedman 's Imperial Amber Ale""]",['Molly Pitcher Imperial Red'],0.31553975,0.6844603,2
11,Amber Late Hop,57 Brew Pub & Bistro,American Amber / Red Ale,5.10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale', '7.60 %']","['Amber Late Hop', 'American Amber / Red Ale', '5.10 %']",0.31683534,0.68316466,3
35,Pecan Piewhole,Right Brain Brewery,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro', 'American Amber / Red Ale']","['Pecan Piewhole', 'Right Brain Brewery', 'American Amber / Red Ale']",0.25134113,0.74865884,3
32,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Broadhead The Amarillo Chainsaw Massacre,Rock Bottom Orland Park,India Pale Ale &#40; IPA &#41;,5 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale', '7.60 %']","['Broadhead The Amarillo Chainsaw Massacre', 'India Pale Ale &#40; IPA &#41;', '5 %']",0.26343027,0.73656976,3
31,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Broadhead The Amarillo Chainsaw Massacre,Broadhead Brewing Company,India Pale Ale &#40; IPA &#41;,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale']","['Broadhead The Amarillo Chainsaw Massacre', 'Broadhead Brewing Company', 'India Pale Ale &#40; IPA &#41;']",0.20540728,0.7945927,3
4,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Colorado Mountain Brewery,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale']","['Colorado Mountain Ole 59er Amber Ale', 'Colorado Mountain Brewery', 'Amber Ale']",0.26753843,0.7324615,3
27,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Cismontane Deciduous IPA,Rock Bottom Orland Park,American Pale Ale,4.50 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale', '7.60 %']","['Cismontane Deciduous IPA', 'American Pale Ale', '4.50 %']",0.21295564,0.7870444,3
5,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Colorado Mountain Brewery,American Strong Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', '7.60 %']","['Colorado Mountain Ole 59er Amber Ale', 'Colorado Mountain Brewery', '5.20 %']",0.46422613,0.5357739,3
6,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Rock Bottom Orland Park,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale', '7.60 %']","['Colorado Mountain Ole 59er Amber Ale', 'Amber Ale', '5.20 %']",0.42284006,0.57715994,3
21,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Bells Amber Ale,Rock Bottom Orland Park,Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale', '7.60 %']","['Bells Amber Ale', 'Amber Ale', '5.80 %']",0.4532924,0.5467077,3
20,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Bells Amber Ale,Bells Brewery,American Strong Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', '7.60 %']","['Bells Amber Ale', 'Bells Brewery', '5.80 %']",0.48826277,0.51173717,3
19,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Bells Amber Ale,Bells Brewery,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale']","['Bells Amber Ale', 'Bells Brewery', 'Amber Ale']",0.28324458,0.7167555,3
36,Pecan Piewhole,Right Brain Brewery,American Amber / Red Ale,6.30 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro', '7.60 %']","['Pecan Piewhole', 'Right Brain Brewery', '6.30 %']",0.27064174,0.7293583,3
15,Molly Pitcher Imperial Red,Tent City Beer Company,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro', 'American Amber / Red Ale']","['Molly Pitcher Imperial Red', 'Tent City Beer Company', 'American Amber / Red Ale']",0.37344965,0.6265503,3
26,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Cismontane Deciduous IPA,Cismontane Brewing,American Pale Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale']","['Cismontane Deciduous IPA', 'Cismontane Brewing', 'American Pale Ale']",0.21744539,0.78255457,3
7,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Colorado Mountain Ole 59er Amber Ale,Colorado Mountain Brewery,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale', '7.60 %']","['Colorado Mountain Ole 59er Amber Ale', 'Colorado Mountain Brewery', 'Amber Ale', '5.20 %']",0.34329435,0.6567056,4
22,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Bells Amber Ale,Bells Brewery,Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale', '7.60 %']","['Bells Amber Ale', 'Bells Brewery', 'Amber Ale', '5.80 %']",0.32905424,0.67094576,4
33,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Broadhead The Amarillo Chainsaw Massacre,Broadhead Brewing Company,India Pale Ale &#40; IPA &#41;,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park', 'American Strong Ale', '7.60 %']","['Broadhead The Amarillo Chainsaw Massacre', 'Broadhead Brewing Company', 'India Pale Ale &#40; IPA &#41;', '5 %']",0.24052009,0.7594799,4
37,Pecan Piewhole,Right Brain Brewery,American Amber / Red Ale,6.30 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro', 'American Amber / Red Ale', '7.60 %']","['Pecan Piewhole', 'Right Brain Brewery', 'American Amber / Red Ale', '6.30 %']",0.2706417,0.7293583,4
