,summary,type,latency,match,label,row,prediction
18,"rtable_category    1.0
dtype: float64",certa,28.903217868999945,0.0,0.0,2020-18153,[1.000000e+00 1.162501e-15]
19,"ltable_title       0.0
ltable_category    0.0
ltable_price       0.0
ltable_modelno     0.0
ltable_brand       0.0
dtype: float64",certa,24.992347508999956,0.0,0.0,95-12,[1.0000000e+00 1.2156321e-20]
20,"rtable_title/rtable_category/rtable_brand/rtable_price      0.3
rtable_title/rtable_category/rtable_brand/rtable_modelno    0.3
dtype: float64",certa,25.432719975000055,0.0,0.0,2248-4299,[1.000000e+00 6.754075e-20]
21,"ltable_title       0.0
rtable_brand       0.0
rtable_price       0.0
ltable_category    0.0
rtable_category    0.0
rtable_title       0.0
ltable_brand       0.0
ltable_modelno     0.0
ltable_price       0.0
dtype: float64",certa,5.99949423299995,0.0,0.0,896-1632,[9.9998355e-01 1.6482309e-05]
22,"ltable_title       0.0
rtable_brand       0.0
rtable_price       0.0
ltable_category    0.0
rtable_category    0.0
rtable_title       0.0
ltable_brand       0.0
ltable_modelno     0.0
ltable_price       0.0
dtype: float64",certa,19.498983061000217,0.0,1.0,1534-1090,[9.999250e-01 7.496258e-05]
23,"rtable_title/rtable_price    0.3
dtype: float64",certa,28.867056567999953,0.0,0.0,2118-5344,[1.0000000e+00 7.1000085e-12]
24,"rtable_title/rtable_category    0.3
dtype: float64",certa,23.694554053000047,0.0,0.0,54-649,[1.0000000e+00 1.1754593e-08]
25,"rtable_category/rtable_brand    0.9
dtype: float64",certa,27.20510876399976,0.0,0.0,417-8786,[1.0000000e+00 2.0460395e-19]
26,"ltable_title    0.5
dtype: float64",certa,27.997972045000097,0.0,0.0,1468-4568,[9.99999881e-01 1.05349045e-07]
27,"rtable_title/rtable_price    0.2
dtype: float64",certa,18.887047924999933,0.0,0.0,1455-14080,[1.0000000e+00 4.6946835e-11]
28,"rtable_title/rtable_category/rtable_price    0.4
dtype: float64",certa,20.693686636000166,0.0,0.0,296-13803,[1.0000000e+00 3.2665223e-14]
29,"ltable_title/ltable_category/ltable_brand/ltable_modelno    0.5
dtype: float64",certa,4.743176171999949,0.0,0.0,280-17506,[1.00000e+00 3.49051e-11]
30,"ltable_title    0.5
dtype: float64",certa,17.888619755000036,0.0,0.0,2364-17917,[1.0000000e+00 1.6224631e-12]
31,"rtable_title       0.0
ltable_brand       0.0
ltable_modelno     0.0
ltable_price       0.0
rtable_category    0.0
ltable_category    0.0
ltable_title       0.0
rtable_brand       0.0
rtable_price       0.0
dtype: float64",certa,24.422108097999626,0.0,0.0,1816-1832,[1.000000e+00 7.389697e-17]
32,"ltable_brand       0.9
ltable_category    0.9
ltable_modelno     0.9
ltable_price       0.9
dtype: float64",certa,25.645602719000635,0.0,0.0,2258-8795,[9.999994e-01 5.658877e-07]
33,"rtable_title/rtable_brand    0.1
dtype: float64",certa,23.758121762999508,0.0,0.0,340-363,[1.0000000e+00 1.0426925e-13]
34,"rtable_title       0.0
ltable_brand       0.0
ltable_modelno     0.0
ltable_price       0.0
rtable_category    0.0
ltable_category    0.0
ltable_title       0.0
rtable_brand       0.0
rtable_price       0.0
dtype: float64",certa,29.29441889699956,0.0,0.0,2126-17202,[1.0000000e+00 3.8059016e-20]
35,"rtable_category    1.0
rtable_price       1.0
rtable_brand       1.0
dtype: float64",certa,25.697818978000214,0.0,0.0,421-17564,[1.0000000e+00 2.2612821e-10]
36,"rtable_title/rtable_category/rtable_brand    0.5
dtype: float64",certa,23.02227290100018,0.0,0.0,222-6546,[0.9953583  0.00464175]
37,"rtable_title       0.0
rtable_category    0.0
rtable_price       0.0
rtable_brand       0.0
dtype: float64",certa,28.353208366000217,0.0,0.0,1296-17892,[1.0000000e+00 1.9550927e-21]
38,"rtable_title/rtable_category    0.1
dtype: float64",certa,27.82339843199952,0.0,0.0,1631-7137,[1.000000e+00 2.919607e-08]
39,"ltable_brand       0.9
ltable_price       0.9
ltable_category    0.9
dtype: float64",certa,20.499882341000557,0.0,0.0,1365-8795,[0.9822207  0.01777923]
40,"rtable_title       0.0
rtable_category    0.0
rtable_price       0.0
rtable_brand       0.0
dtype: float64",certa,26.4000125929997,0.0,0.0,934-13150,[0.9936708 0.0063292]
41,"rtable_title       0.0
ltable_brand       0.0
ltable_modelno     0.0
ltable_price       0.0
rtable_category    0.0
ltable_category    0.0
ltable_title       0.0
rtable_brand       0.0
rtable_price       0.0
dtype: float64",certa,28.60442085900013,0.0,0.0,934-19677,[1.0000000e+00 1.3882718e-16]
42,"rtable_price    0.7
dtype: float64",certa,28.778083573000004,0.0,1.0,538-17174,[1.0000000e+00 5.4058466e-11]
43,"rtable_title/rtable_category    0.1
dtype: float64",certa,12.901148409999223,0.0,0.0,2472-16333,[1.0000000e+00 3.5302694e-25]
44,"rtable_title    0.1
dtype: float64",certa,26.223162785000568,0.0,0.0,672-14737,[9.9999988e-01 1.7876438e-07]
45,"ltable_title/ltable_brand    0.1
dtype: float64",certa,28.58081708699956,0.0,0.0,2290-8322,[1.0000000e+00 1.0941057e-11]
46,"ltable_title/ltable_category/ltable_modelno    0.6
ltable_title/ltable_category/ltable_price      0.6
dtype: float64",certa,13.346740121999574,0.0,0.0,2149-2867,[1.000000e+00 4.348333e-09]
47,"rtable_brand       1.0
rtable_price       1.0
rtable_category    1.0
dtype: float64",certa,21.17769959999987,0.0,0.0,41-8856,[0.6609741  0.33902588]
48,"rtable_title       0.0
rtable_category    0.0
rtable_price       0.0
rtable_brand       0.0
dtype: float64",certa,24.64997018000031,0.0,0.0,1559-18207,[1.000000e+00 9.899075e-17]
49,"rtable_title/rtable_brand    0.2
dtype: float64",certa,24.455024394999782,0.0,0.0,1845-2204,[9.9999475e-01 5.2290943e-06]
