,summary,type,latency,match,label,row,prediction
16,"ltable_Artist_Name    1.0
ltable_Released       1.0
ltable_CopyRight      1.0
ltable_Album_Name     1.0
ltable_Genre          1.0
ltable_Price          1.0
ltable_Time           1.0
dtype: float64",certa,51.831941677999566,0.0,0.0,956-44081,[0.7608235  0.23917648]
17,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price/rtable_CopyRight/rtable_Time/rtable_Released    0.6
dtype: float64",certa,66.55405744399832,0.0,0.0,5074-36946,[0.83607966 0.16392039]
18,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_Price    0.9
dtype: float64",certa,45.61618701500083,0.0,0.0,2020-28393,[0.9971692 0.0028308]
19,"rtable_Song_Name      0.0
rtable_Artist_Name    0.0
rtable_Album_Name     0.0
rtable_Genre          0.0
rtable_Price          0.0
rtable_CopyRight      0.0
rtable_Time           0.0
rtable_Released       0.0
dtype: float64",certa,64.74368593399959,0.0,0.0,1199-27992,[0.969481   0.03051893]
20,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_CopyRight    1.0
dtype: float64",certa,71.285602603999,0.0,0.0,322-22292,[9.9946028e-01 5.3978106e-04]
21,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Released     1.0
rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_CopyRight    1.0
dtype: float64",certa,97.74779438799851,1.0,0.0,1292-34023,[0.45364204 0.5463579 ]
22,"rtable_Artist_Name/rtable_Album_Name/rtable_Genre                                     0.9
rtable_Artist_Name/rtable_Genre/rtable_CopyRight                                      0.9
rtable_Artist_Name/rtable_Genre/rtable_Time                                           0.9
rtable_Song_Name/rtable_Artist_Name                                                   0.9
rtable_Artist_Name/rtable_Album_Name/rtable_CopyRight/rtable_Time/rtable_Released     0.9
rtable_Artist_Name/rtable_Album_Name/rtable_Price/rtable_CopyRight/rtable_Released    0.9
dtype: float64",certa,95.67117219600004,1.0,1.0,3926-16397,[0.05956401 0.94043595]
23,"ltable_Song_Name/ltable_Album_Name/ltable_CopyRight    0.3
dtype: float64",certa,53.401767404000566,0.0,0.0,1159-36916,[9.9914634e-01 8.5361843e-04]
24,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Time/rtable_Released    0.8
dtype: float64",certa,35.16514193900002,0.0,0.0,2696-17160,[9.9986815e-01 1.3185627e-04]
25,"rtable_Song_Name      0.0
rtable_Artist_Name    0.0
rtable_Album_Name     0.0
rtable_Genre          0.0
rtable_Price          0.0
rtable_CopyRight      0.0
rtable_Time           0.0
rtable_Released       0.0
dtype: float64",certa,60.994345518000046,0.0,0.0,1318-34922,[9.9992347e-01 7.6507407e-05]
26,"rtable_Song_Name    1.0
rtable_Time         1.0
rtable_Price        1.0
rtable_Released     1.0
dtype: float64",certa,94.65881147500113,1.0,1.0,5143-43647,[0.30016777 0.69983226]
27,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight    1.0
dtype: float64",certa,55.09672124000099,0.0,0.0,3321-34348,[0.98544854 0.01455145]
28,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight    0.9
dtype: float64",certa,64.52212413699999,0.0,0.0,5077-40473,[0.56632066 0.4336793 ]
29,"rtable_Song_Name/rtable_Genre/rtable_Price/rtable_Released    0.6
dtype: float64",certa,51.91178065299937,0.0,0.0,1276-31283,[0.99742043 0.00257958]
30,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Released    0.6
dtype: float64",certa,56.751156086000265,0.0,0.0,3419-7377,[9.9993265e-01 6.7389963e-05]
31,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Time/rtable_Released    0.8
dtype: float64",certa,54.3951796399997,0.0,0.0,3610-30322,[0.5076346  0.49236542]
32,"rtable_Artist_Name/rtable_Released    0.8
dtype: float64",certa,62.8058194059995,0.0,0.0,1410-51576,[0.6105434  0.38945663]
33,"ltable_Song_Name/ltable_Album_Name/ltable_Genre    0.2
dtype: float64",certa,69.46254524800133,0.0,0.0,302-22315,[9.9970102e-01 2.9898944e-04]
34,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre    1.0
dtype: float64",certa,53.26724614699924,0.0,1.0,3356-39335,[0.97804445 0.02195556]
35,"rtable_Song_Name/rtable_Album_Name/rtable_Genre/rtable_Price    0.9
rtable_Song_Name/rtable_Artist_Name                             0.9
dtype: float64",certa,98.95648833500127,1.0,1.0,2834-53255,[0.11477105 0.88522893]
36,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight    0.9
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Price/rtable_CopyRight    0.9
dtype: float64",certa,69.4973310259993,0.0,0.0,291-22283,[0.99855405 0.00144589]
37,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Released     1.0
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Time         1.0
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight    1.0
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price        1.0
dtype: float64",certa,41.5396011390003,0.0,0.0,3363-37611,[9.9999094e-01 9.0528056e-06]
38,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_CopyRight    1.0
rtable_Song_Name/rtable_Album_Name/rtable_CopyRight                  1.0
dtype: float64",certa,96.76658573900022,1.0,1.0,3503-54798,[0.35712695 0.6428731 ]
39,"rtable_Song_Name/rtable_Genre/rtable_CopyRight/rtable_Released    0.7
rtable_Song_Name/rtable_Album_Name/rtable_Genre                   0.7
rtable_Song_Name/rtable_Artist_Name                               0.7
dtype: float64",certa,96.41768089000107,1.0,0.0,3043-38003,[0.26274696 0.737253  ]
40,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_CopyRight    0.1
dtype: float64",certa,61.59833525300019,0.0,0.0,1301-27982,[0.98062515 0.01937477]
41,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_CopyRight     0.2
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre    0.2
rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Time          0.2
rtable_Song_Name/rtable_Artist_Name/rtable_Released                   0.2
dtype: float64",certa,46.36787206200097,0.0,0.0,1583-41583,[0.9826582 0.0173418]
42,"rtable_Album_Name/rtable_Genre                                        1.0
rtable_Artist_Name/rtable_Album_Name/rtable_Price/rtable_CopyRight    1.0
dtype: float64",certa,95.22373693999907,1.0,0.0,1299-34005,[0.3289996  0.67100036]
43,"rtable_Released    0.5
dtype: float64",certa,66.1370622530012,0.0,1.0,1413-51590,[0.786218   0.21378201]
44,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight            0.2
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price/rtable_Time    0.2
dtype: float64",certa,42.87489525699857,0.0,0.0,2023-28407,[9.9959189e-01 4.0808844e-04]
45,"rtable_Song_Name    0.7
dtype: float64",certa,97.25826791600048,1.0,1.0,2913-21458,[0.10730106 0.89269894]
46,"rtable_Song_Name    1.0
dtype: float64",certa,48.18871379700067,0.0,1.0,5227-27254,[0.95692855 0.04307142]
47,"rtable_Song_Name    0.9
dtype: float64",certa,97.47522829700029,1.0,1.0,5363-47909,[0.11004473 0.8899553 ]
48,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Released    0.9
dtype: float64",certa,54.25285661199814,0.0,0.0,4714-40170,[9.999503e-01 4.974484e-05]
49,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_CopyRight    0.6
dtype: float64",certa,50.351798652998696,0.0,0.0,1585-27527,[9.999944e-01 5.639672e-06]
