,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
140,,Main Street Amber Ale,Baias Garagardotegia,American Amber / Red Ale,4.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Baias Garagardotegia', '4.00 %']",1,0,0.090762705,0.9092373,2
142,,Marea Roja,Agua Mala,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Marea Roja', 'Agua Mala']",1,0,0.3947861,0.60521394,2
144,,Von Jakob Red Ale,Von Jakob Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Von Jakob Red Ale', 'Von Jakob Brewery']",1,0,0.3091619,0.6908381,2
146,,Caleya Mayuca Amber,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name',)",['Main Street Amber Ale'],['Caleya Mayuca Amber'],1,0,0.49155915,0.5084408,2
147,,Caleya Mayuca Amber,Cerveza Caleya,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Caleya Mayuca Amber', 'Cerveza Caleya']",1,0,0.15273017,0.8472699,2
148,,Caleya Mayuca Amber,Fifty West Brewing Co,American Amber / Red Ale,5.70 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Main Street Amber Ale', '4.60 %']","['Caleya Mayuca Amber', '5.70 %']",1,0,0.32897332,0.6710267,2
149,,Main Street Amber Ale,Cerveza Caleya,American Amber / Red Ale,5.70 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Cerveza Caleya', '5.70 %']",1,0,0.19134006,0.8086599,2
151,,Stadtguet Amber,Brauerei Stadtguet,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Stadtguet Amber', 'Brauerei Stadtguet']",1,0,0.17723738,0.8227626,2
123,,Main Street Amber Ale,Olds College Teaching Brewery,American Amber / Red Ale,5.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Olds College Teaching Brewery', '5.00 %']",1,0,0.36104143,0.6389585,2
121,,Almog_ver Cervesa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Almog_ver Cervesa Artesanal', 'Cerveses Almog_ver']",1,0,0.23843463,0.7615654,2
119,,Main Street Amber Ale,Moskovskaya Pivovarennaya Kompaniya,American Amber / Red Ale,5.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Moskovskaya Pivovarennaya Kompaniya', '5.00 %']",1,0,0.29386368,0.70613635,2
118,,Ale Mohnaty Shmel,Moskovskaya Pivovarennaya Kompaniya,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Ale Mohnaty Shmel', 'Moskovskaya Pivovarennaya Kompaniya']",1,0,0.2804571,0.71954286,2
88,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Kuhnhenn Brewing Company'],1,0,0.33848256,0.6615175,2
89,,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Kuhnhenn Extraneous Ale', 'Kuhnhenn Brewing Company']",1,0,0.30916852,0.6908314,2
90,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Barleywine,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Fifty West Brewing Co', 'American Amber / Red Ale']","['Kuhnhenn Brewing Company', 'American Barleywine']",1,0,0.24954182,0.7504582,2
91,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.13607001,0.86393,2
95,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Kuhnhenn Brewing Company'],1,0,0.33848256,0.6615175,2
96,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Barleywine,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Fifty West Brewing Co', 'American Amber / Red Ale']","['Kuhnhenn Brewing Company', 'American Barleywine']",1,0,0.24954185,0.7504582,2
97,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.13607001,0.86393,2
99,,Main Street Amber Ale,Iron Hill Brewery & Restaurant,American Amber / Red Ale,10.20 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Iron Hill Brewery & Restaurant', '10.20 %']",1,0,0.39066768,0.6093323,2
152,,Main Street Amber Ale,Brauerei Stadtguet,American Amber / Red Ale,4.80 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Brauerei Stadtguet', '4.80 %']",1,0,0.1666953,0.83330464,2
100,,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Thorn Street Brewery,Amber Ale,6.20 %,"('rtable_Beer_Name',)",['Thorn Street Smugglers Cove Agave Amber Ale'],['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber'],1,0,0.47690794,0.52309203,2
102,,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Thorn Street Brewery,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Thorn Street Smugglers Cove Agave Amber Ale', '6.20 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', '6.50 %']",1,0,0.37939253,0.6206075,2
106,,Dock Street Philadelphia Amber,Dock Street Brewery & Restaurant,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Dock Street Philadelphia Amber', 'Dock Street Brewery & Restaurant']",1,0,0.09423696,0.905763,2
107,,Main Street Amber Ale,Dock Street Brewery & Restaurant,American Amber / Red Ale,6.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Dock Street Brewery & Restaurant', '6.00 %']",1,0,0.27591103,0.72408897,2
110,,Tenaya Creek Red Ryder,Tenaya Creek Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Tenaya Creek Red Ryder', 'Tenaya Creek Brewery']",1,0,0.09424061,0.9057594,2
111,,Tenaya Creek Red Ryder,Fifty West Brewing Co,American Amber / Red Ale,6.20 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Main Street Amber Ale', '4.60 %']","['Tenaya Creek Red Ryder', '6.20 %']",1,0,0.45043415,0.54956585,2
112,,Main Street Amber Ale,Tenaya Creek Brewery,American Amber / Red Ale,6.20 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Tenaya Creek Brewery', '6.20 %']",1,0,0.21616611,0.7838339,2
115,,Water Street Amber,Water Street Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Water Street Amber', 'Water Street Brewery']",1,0,0.24348354,0.75651646,2
117,,Main Street Amber Ale,Moskovskaya Pivovarennaya Kompaniya,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Moskovskaya Pivovarennaya Kompaniya'],1,0,0.46718282,0.5328172,2
101,,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Thorn Street Smugglers Cove Agave Amber Ale', 'Thorn Street Brewery']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt']",1,0,0.06133089,0.9386691,2
86,,Main Street Amber Ale,Cerveza Milana,American Amber / Red Ale,5.40 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Cerveza Milana', '5.40 %']",1,0,0.20769262,0.7923074,2
154,,Mistura ClÃ ¡ ssica Amber,Mistura ClÃ ¡ ssica,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Mistura ClÃ ¡ ssica Amber', 'Mistura ClÃ ¡ ssica']",1,0,0.34540588,0.6545941,2
156,,Main Street Amber Ale,Mistura ClÃ ¡ ssica,American Amber / Red Ale,6.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Mistura ClÃ ¡ ssica', '6.00 %']",1,0,0.17359205,0.82640797,2
196,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Barleywine,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Fifty West Brewing Co', 'American Amber / Red Ale']","['Kuhnhenn Brewing Company', 'American Barleywine']",1,0,0.24954182,0.7504582,2
197,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.13607001,0.86393,2
201,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Kuhnhenn Brewing Company'],1,0,0.33848256,0.6615175,2
202,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Barleywine,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Fifty West Brewing Co', 'American Amber / Red Ale']","['Kuhnhenn Brewing Company', 'American Barleywine']",1,0,0.24954182,0.7504582,2
203,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.13607001,0.86393,2
205,,Main Street Amber Ale,Iron Hill Brewery & Restaurant,American Amber / Red Ale,10.20 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Iron Hill Brewery & Restaurant', '10.20 %']",1,0,0.39066768,0.6093323,2
206,,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Thorn Street Brewery,Amber Ale,6.20 %,"('rtable_Beer_Name',)",['Thorn Street Smugglers Cove Agave Amber Ale'],['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber'],1,0,0.476908,0.52309203,2
207,,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Thorn Street Smugglers Cove Agave Amber Ale', 'Thorn Street Brewery']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt']",1,0,0.06133089,0.9386691,2
208,,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Thorn Street Brewery,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Thorn Street Smugglers Cove Agave Amber Ale', '6.20 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', '6.50 %']",1,0,0.37939253,0.6206075,2
212,,Town Hall Festivus,Minneapolis Town Hall Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus', 'Minneapolis Town Hall Brewery']",1,0,0.26848757,0.73151237,2
213,,Town Hall Festivus 2014,Town Hall Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Town Hall Brewery']",1,0,0.28310716,0.71689284,2
214,,Town Hall Festivus 2014,Hall Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Hall Brewery']",1,0,0.32770255,0.6722975,2
216,,Town Hall Festivus 2014,Minneapolis Town,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Minneapolis Town']",1,0,0.4822229,0.5177771,2
217,,Town Hall Festivus 2014,Minneapolis Town Hall,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Minneapolis Town Hall']",1,0,0.34131554,0.65868443,2
218,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.25001165,0.7499884,2
220,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.25001165,0.7499884,2
225,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.25001165,0.7499884,2
195,,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Kuhnhenn Extraneous Ale', 'Kuhnhenn Brewing Company']",1,0,0.30916852,0.6908314,2
194,,Main Street Amber Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Kuhnhenn Brewing Company'],1,0,0.33848256,0.6615175,2
192,,Main Street Amber Ale,Cerveza Milana,American Amber / Red Ale,5.40 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Cerveza Milana', '5.40 %']",1,0,0.20769262,0.7923074,2
191,,Tostada,Cerveza Milana,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Tostada', 'Cerveza Milana']",1,0,0.30678177,0.6932183,2
158,,Main Street Amber Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery'],1,0,0.077984765,0.92201525,2
159,,Ise Kadoya Amber Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Ise Kadoya Amber Ale', 'Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery']",1,0,0.1100755,0.88992447,2
160,,Main Street Amber Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Fifty West Brewing Co', 'American Amber / Red Ale']","['Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery', 'American Amber / Red Ale']",1,0,0.37841457,0.6215855,2
161,,Main Street Amber Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Amber / Red Ale,4.50 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Fifty West Brewing Co', '4.60 %']","['Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery', '4.50 %']",1,0,0.083309665,0.9166904,2
166,,Main Street Amber Ale,Ko_ovnÃ 1/2 Pivovar Hellstork,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Brew_Factory_Name',)",['Fifty West Brewing Co'],['Ko_ovnÃ 1/2 Pivovar Hellstork'],1,0,0.49157184,0.5084282,2
167,,Hellstork DeÅ 3/4 ko 12Â °,Ko_ovnÃ 1/2 Pivovar Hellstork,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Hellstork DeÅ 3/4 ko 12Â °', 'Ko_ovnÃ 1/2 Pivovar Hellstork']",1,0,0.081347376,0.9186526,2
