,label,latency,match,prediction,row,summary,type
25,0.0,39.341322255000705,0.0,[9.9992311e-01 7.6862736e-05],417-8786,"rtable_price       0.0
rtable_brand       0.0
rtable_category    0.0
rtable_title       0.0
ltable_price       0.0
ltable_modelno     0.0
ltable_brand       0.0
ltable_category    0.0
ltable_title       0.0
dtype: float64",certa
26,0.0,31.414842818994657,0.0,[9.9989998e-01 9.9968056e-05],1468-4568,"rtable_title    0.5
dtype: float64",certa
27,0.0,35.70254465501057,0.0,[0.9779236 0.0220764],1455-14080,"rtable_price       0.6
rtable_brand       0.6
rtable_category    0.6
dtype: float64",certa
28,0.0,34.918936312998994,0.0,[0.99603003 0.00396992],296-13803,"ltable_price      0.5
ltable_modelno    0.5
ltable_brand      0.5
dtype: float64",certa
29,0.0,37.707011097008944,0.0,[9.9992204e-01 7.7995814e-05],280-17506,"ltable_title    0.4
dtype: float64",certa
30,0.0,41.02958987200691,0.0,[9.9990094e-01 9.9026118e-05],2364-17917,"ltable_price       0.0
ltable_modelno     0.0
ltable_brand       0.0
ltable_category    0.0
ltable_title       0.0
rtable_price       0.0
rtable_brand       0.0
rtable_category    0.0
rtable_title       0.0
dtype: float64",certa
31,0.0,31.167317496991018,1.0,[0.17229398 0.82770604],1816-1832,"ltable_price       0.7
ltable_brand       0.7
ltable_category    0.7
dtype: float64",certa
32,0.0,33.855419797997456,0.0,[9.99676e-01 3.23996e-04],2258-8795,"rtable_modelno    0.2
ltable_title      0.2
dtype: float64",certa
33,0.0,36.39359758300998,0.0,[9.999212e-01 7.876341e-05],340-363,"ltable_title    0.1
dtype: float64",certa
34,0.0,31.656133442011196,0.0,[9.99893665e-01 1.06350344e-04],2126-17202,"ltable_title    0.5
dtype: float64",certa
35,0.0,36.83426676799718,0.0,[0.9986908  0.00130928],421-17564,"ltable_price       0.6
ltable_modelno     0.6
ltable_category    0.6
dtype: float64",certa
36,0.0,30.503181230989867,0.0,[9.9982136e-01 1.7871655e-04],222-6546,"ltable_title    0.3
dtype: float64",certa
37,0.0,30.940197093994357,1.0,[0.2185097 0.7814903],1296-17892,"rtable_price       0.5
rtable_brand       0.5
rtable_category    0.5
rtable_title       0.5
ltable_price       0.5
ltable_modelno     0.5
ltable_brand       0.5
ltable_category    0.5
dtype: float64",certa
38,0.0,27.124639368004864,0.0,[9.997588e-01 2.411746e-04],1631-7137,"ltable_modelno    0.2
ltable_title      0.2
rtable_modelno    0.2
dtype: float64",certa
39,0.0,35.249574528002995,0.0,[9.9987721e-01 1.2271306e-04],1365-8795,"ltable_title    0.1
dtype: float64",certa
40,0.0,36.15071499100304,0.0,[9.993905e-01 6.094606e-04],934-13150,"ltable_title    0.7
dtype: float64",certa
41,0.0,33.806965563999256,0.0,[9.999118e-01 8.816064e-05],934-19677,"rtable_title    0.4
dtype: float64",certa
42,1.0,31.033152418007376,1.0,[0.00120417 0.99879587],538-17174,"rtable_modelno    0.3
dtype: float64",certa
43,0.0,37.02162557200063,0.0,[9.999181e-01 8.191628e-05],2472-16333,"rtable_price       0.0
rtable_brand       0.0
rtable_category    0.0
rtable_title       0.0
ltable_price       0.0
ltable_modelno     0.0
ltable_brand       0.0
ltable_category    0.0
ltable_title       0.0
dtype: float64",certa
44,0.0,36.35754094799631,0.0,[9.999186e-01 8.139504e-05],672-14737,"ltable_title    0.2
dtype: float64",certa
45,0.0,39.49925746000372,0.0,[0.9886596  0.01134035],2290-8322,"ltable_price       0.8
ltable_modelno     0.8
ltable_brand       0.8
ltable_category    0.8
ltable_title       0.8
dtype: float64",certa
46,0.0,38.62212770098995,0.0,[9.999119e-01 8.805730e-05],2149-2867,"ltable_title    0.5
dtype: float64",certa
47,0.0,30.45064343100239,0.0,[9.994204e-01 5.796568e-04],41-8856,"ltable_modelno    0.1
ltable_title      0.1
dtype: float64",certa
48,0.0,37.921975877994555,0.0,[0.9988423  0.00115771],1559-18207,"ltable_title    0.7
dtype: float64",certa
49,0.0,28.318546568989404,0.0,[9.9986100e-01 1.3893985e-04],1845-2204,"ltable_modelno    0.6
ltable_title      0.6
dtype: float64",certa
