,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
318,Jaapie,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Jaapie', 'American Amber / Red Ale']",0.49659430980682373,0.5034056901931763,2
317,Jaapie,Kaapse Brouwers,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Jaapie', 'Kaapse Brouwers']",0.4131318926811218,0.5868681073188782,2
154,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Ithaca Cascazilla,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Ithaca Cascazilla', 'Amber Ale']",0.42759984731674194,0.5724001526832581,2
173,Flashwood,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Flashwood'],0.4630281329154968,0.5369718670845032,2
175,Flashwood,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Flashwood', 'American Amber / Red Ale']",0.4630281329154968,0.5369718670845032,2
176,Flashwood,Fat Bottom Brewing,American Amber / Red Ale,5.50 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Flashwood', '5.50 %']",0.49857771396636963,0.5014222860336304,2
316,Jaapie,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Jaapie'],0.49659430980682373,0.5034056901931763,2
181,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Odell Gramps,Odell Brewing Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Odell Gramps', 'Odell Brewing Company']",0.46059030294418335,0.5394096970558167,2
182,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Odell Gramps,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Odell Gramps', '6.40 %']",0.42982786893844604,0.570172131061554,2
311,X_biga,Fat Bottom Brewing,American Amber / Red Ale,5.00 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['X_biga', '5.00 %']",0.4721994400024414,0.5278005599975586,2
310,X_biga,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['X_biga', 'American Amber / Red Ale']",0.3761725425720215,0.6238274574279785,2
309,X_biga,Cerveza Tyris,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['X_biga', 'Cerveza Tyris']",0.3180980086326599,0.6819019913673401,2
308,X_biga,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['X_biga'],0.3761725425720215,0.6238274574279785,2
187,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Birdsview Scraps,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Birdsview Scraps'],0.4865826368331909,0.5134173631668091,2
188,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Birdsview Scraps,Birdsview Brewing Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Birdsview Scraps', 'Birdsview Brewing Company']",0.42415082454681396,0.575849175453186,2
174,Flashwood,Brasserie Artisanale Le Saint Graal,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Flashwood', 'Brasserie Artisanale Le Saint Graal']",0.4235016703605652,0.5764983296394348,2
153,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Ithaca Cascazilla,Ithaca Beer Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Ithaca Cascazilla', 'Ithaca Beer Company']",0.3655938506126404,0.6344061493873596,2
152,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Ithaca Cascazilla,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Ithaca Cascazilla'],0.42759984731674194,0.5724001526832581,2
334,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Okkara Rinkusteinur,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Okkara Rinkusteinur'],0.4052999019622803,0.5947000980377197,2
116,Etna,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Etna', 'American Amber / Red Ale']",0.4653632640838623,0.5346367359161377,2
356,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Chatham Amber,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,-,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Chatham Amber', '-']",0.47111546993255615,0.5288845300674438,2
120,Chiniquy,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Chiniquy'],0.3266974091529846,0.6733025908470154,2
121,Chiniquy,Brasserie Artisanale Albion,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Chiniquy', 'Brasserie Artisanale Albion']",0.2851889729499817,0.7148110270500183,2
122,Chiniquy,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Chiniquy', 'American Amber / Red Ale']",0.3266974091529846,0.6733025908470154,2
123,Chiniquy,Fat Bottom Brewing,American Amber / Red Ale,4.00 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Chiniquy', '4.00 %']",0.3842017650604248,0.6157982349395752,2
354,Wrath,St. Francis Brewery & Restaurant,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Wrath', 'St. Francis Brewery & Restaurant']",0.4955134987831116,0.5044865012168884,2
128,Rav,Berentsens Brygghus,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Rav', 'Berentsens Brygghus']",0.43420445919036865,0.5657955408096313,2
349,Rye-Zen-Shine,Fat Bottom Brewing,American Amber / Red Ale,6.00 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Rye-Zen-Shine', '6.00 %']",0.47641628980636597,0.523583710193634,2
348,Rye-Zen-Shine,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Rye-Zen-Shine', 'American Amber / Red Ale']",0.436454176902771,0.563545823097229,2
347,Rye-Zen-Shine,Iron Hill Brewery & Restaurant,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Rye-Zen-Shine', 'Iron Hill Brewery & Restaurant']",0.42056137323379517,0.5794386267662048,2
263,BFH,Fat Bottom Brewing,American Amber / Red Ale,5.50 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['BFH', '5.50 %']",0.43995893001556396,0.560041069984436,2
346,Rye-Zen-Shine,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Rye-Zen-Shine'],0.436454176902771,0.563545823097229,2
136,Galarneau,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Galarneau'],0.4323340058326721,0.5676659941673279,2
137,Galarneau,Gambrinus,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Galarneau', 'Gambrinus']",0.35565054416656494,0.6443494558334351,2
138,Galarneau,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Galarneau', 'American Amber / Red Ale']",0.4323340058326721,0.5676659941673279,2
342,Frappabord,Microbrasserie Du Lac-Saint-Jean,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Frappabord', 'Microbrasserie Du Lac-Saint-Jean']",0.44606292247772217,0.5539370775222778,2
142,RB 4:05,Rustic Brew,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['RB 4:05', 'Rustic Brew']",0.4746135473251343,0.5253864526748657,2
144,Pikkupomo,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Pikkupomo'],0.45494842529296875,0.5450515747070312,2
145,Pikkupomo,Ruosniemen Panimo,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Pikkupomo', 'Ruosniemen Panimo']",0.37555140256881714,0.6244485974311829,2
146,Pikkupomo,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Pikkupomo', 'American Amber / Red Ale']",0.45494842529296875,0.5450515747070312,2
147,Pikkupomo,Fat Bottom Brewing,American Amber / Red Ale,6.00 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Pikkupomo', '6.00 %']",0.4949629306793213,0.5050370693206787,2
337,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Okkara Rinkusteinur,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Okkara Rinkusteinur', '5.80 %']",0.3348734378814697,0.6651265621185303,2
336,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Okkara Rinkusteinur,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Okkara Rinkusteinur', 'Amber Ale']",0.4052999019622803,0.5947000980377197,2
335,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Okkara Rinkusteinur,Okkara,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Okkara Rinkusteinur', 'Okkara']",0.28336673974990845,0.7166332602500916,2
189,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Birdsview Scraps,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Birdsview Scraps', 'Amber Ale']",0.4865826368331909,0.5134173631668091,2
115,Etna,Birravino,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Etna', 'Birravino']",0.37879931926727295,0.621200680732727,2
190,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Birdsview Scraps,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Birdsview Scraps', '6 %']",0.42705947160720825,0.5729405283927917,2
195,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Curiosity', 'Rockaway Brewing Company']",0.49572402238845825,0.5042759776115417,2
232,Julesnadder,Fat Bottom Brewing,American Amber / Red Ale,4.50 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Julesnadder', '4.50 %']",0.4767773747444153,0.5232226252555847,2
284,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Bressene,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,8 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Bressene', '8 %']",0.36612391471862793,0.6338760852813721,2
283,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Bressene,Genesee Brewing Company &#40; North American Breweries &#41;,Belgian Strong Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Bressene', 'Belgian Strong Ale']",0.44546180963516235,0.5545381903648376,2
282,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Bressene,Brasserie Grain d_Orge,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Bressene', 'Brasserie Grain d_Orge']",0.2890053391456604,0.7109946608543396,2
237,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,3Cross Kannibaal,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['3Cross Kannibaal'],0.46475696563720703,0.535243034362793,2
238,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,3Cross Kannibaal,3Cross Brewing Company,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['3Cross Kannibaal', '3Cross Brewing Company']",0.4192671775817871,0.5807328224182129,2
239,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,3Cross Kannibaal,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['3Cross Kannibaal', 'Amber Ale']",0.4846932291984558,0.5153067708015442,2
240,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,3Cross Kannibaal,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,7.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['3Cross Kannibaal', '7.50 %']",0.4672560691833496,0.5327439308166504,2
281,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Bressene,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Bressene'],0.3637864589691162,0.6362135410308838,2
279,Breadwinner,Elysian Brewing Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Breadwinner', 'Elysian Brewing Company']",0.49595028162002563,0.5040497183799744,2
245,1881 Sacramento,Ruhstaller,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['1881 Sacramento', 'Ruhstaller']",0.41907572746276855,0.5809242725372314,2
231,Julesnadder,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Julesnadder', 'American Amber / Red Ale']",0.48201996088027954,0.5179800391197205,2
274,Velduil,Fat Bottom Brewing,American Amber / Red Ale,4.50 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Ruby Red American Ale', '6.10 %']","['Velduil', '4.50 %']",0.48878997564315796,0.511210024356842,2
273,Velduil,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['Velduil', 'American Amber / Red Ale']",0.49397194385528564,0.5060280561447144,2
272,Velduil,Brouwerij het Uiltje,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['Velduil', 'Brouwerij het Uiltje']",0.43330657482147217,0.5666934251785278,2
271,Velduil,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['Velduil'],0.4899376630783081,0.5100623369216919,2
253,CascaZilla,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name',)",['Ruby Red American Ale'],['CascaZilla'],0.4766315817832947,0.5233684182167053,2
254,CascaZilla,Ithaca Beer Company,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Ruby Red American Ale', 'Fat Bottom Brewing']","['CascaZilla', 'Ithaca Beer Company']",0.44513505697250366,0.5548649430274963,2
255,CascaZilla,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Ruby Red American Ale', 'American Amber / Red Ale']","['CascaZilla', 'American Amber / Red Ale']",0.4806618094444275,0.5193381905555725,2
268,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Liberty Yakima Scarlet,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.90 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Liberty Yakima Scarlet', '6.90 %']",0.43250447511672974,0.5674955248832703,2
