,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
6,,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama ( win/mac ) ( jewel case )', 9.59]",1,0,0.025476744,0.9745232,2
5,,poetry fiction and drama ( win/mac ) ( jewel case ),,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['poetry fiction and drama ( win/mac ) ( jewel case )', nan]",1,0,0.02996719,0.9700328,2
4,,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['poetry fiction and drama ( win/mac ) ( jewel case )'],1,0,0.032542326,0.9674577,2
2,,poetry fiction and drama ( win/mac ) ( jewel case,fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama ( win/mac ) ( jewel case', 9.59]",1,0,0.020750422,0.97924954,2
1,,poetry fiction and drama ( win/mac ) ( jewel case,,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['poetry fiction and drama ( win/mac ) ( jewel case', nan]",1,0,0.028417705,0.97158223,2
10,,poetry fiction and drama (,fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama (', 9.59]",1,0,0.021490285,0.97850966,2
11,,poetry fiction and drama (,,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama (', nan, 9.59]",1,0,0.02163124,0.97836876,3
7,,poetry fiction and drama ( win/mac ) ( jewel case ),,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama ( win/mac ) ( jewel case )', nan, 9.59]",1,0,0.025083188,0.97491676,3
15,,fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan, 9.59]",1,0,0.11643091,0.88356906,3
19,,poetry fiction and drama ( win/mac ) (,,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama ( win/mac ) (', nan, 9.59]",1,0,0.026319934,0.97368,3
3,,poetry fiction and drama ( win/mac ) ( jewel case,,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama ( win/mac ) ( jewel case', nan, 9.59]",1,0,0.023403471,0.97659653,3
23,,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]","['poetry fiction and drama ( win/mac ) ( jewel case )', 'fogware publishing', 9.99]",1,0,0.022113388,0.9778867,3
25,,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,cisco 3745 ser ios ent cd374-esk9 = ),systems enterprise,2814.33,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan, 9.59]","['cisco 3745 ser ios ent cd374-esk9 = )', 'systems enterprise', 2814.33]",1,0,0.48483095,0.51516914,3
