,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
532,,Real McCoy Amber Ale,Kassik 's Kenai Brew Stop,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","[""Kassik 's Kenai Brew Stop"", 'American Amber / Red Ale']",0,0,0.6818043,0.31819567,2
508,,Wiltse 's Paul Bunyan Ale,Wiltse 's Brew Pub and Family Restaurant,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Real McCoy Amber Ale', 'Mammoth Brewing Company']","[""Wiltse 's Paul Bunyan Ale"", ""Wiltse 's Brew Pub and Family Restaurant""]",0,0,0.8608279,0.1391721,2
506,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.8696618,0.13033825,2
485,,Real McCoy Amber Ale,The Courtyard Brewery,American Amber / Red Ale,5.95 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","['The Courtyard Brewery', '5.95 %']",0,0,0.6362234,0.36377662,2
486,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,5.95 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '5.95 %']",0,0,0.773153,0.22684705,2
931,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Acoustic Ales Brewing Experiment,Altbier,6 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Acoustic Ales Brewing Experiment', '6 %']",0,0,0.86086786,0.13913213,2
930,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Acoustic Ales Brewing Experiment,Amber Lager/Vienna,4.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Mammoth Brewing Company', 'Altbier']","['Acoustic Ales Brewing Experiment', 'Amber Lager/Vienna']",0,0,0.87142307,0.12857692,2
929,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Acoustic Ales Rock Out With Your Vienna Out,Mammoth Brewing Company,Altbier,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['Mammoth Real McCoy Amber Ale', '4.50 %']","['Acoustic Ales Rock Out With Your Vienna Out', '6 %']",0,0,0.92152995,0.078470044,2
928,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Acoustic Ales Rock Out With Your Vienna Out,Mammoth Brewing Company,Amber Lager/Vienna,4.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Mammoth Real McCoy Amber Ale', 'Altbier']","['Acoustic Ales Rock Out With Your Vienna Out', 'Amber Lager/Vienna']",0,0,0.8962617,0.10373824,2
491,,Ethel Red Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Ethel Red Ale'],0,0,0.96912885,0.03087107,2
492,,Real McCoy Amber Ale,Primal Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name',)",['Mammoth Brewing Company'],['Primal Brewing'],0,0,0.8722891,0.12771091,2
493,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.8696618,0.13033825,2
494,,Ethel Red Ale,Primal Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Ethel Red Ale', 'Primal Brewing']",0,0,0.9727806,0.027219411,2
495,,Ethel Red Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Real McCoy Amber Ale', 'American Amber / Red Ale']","['Ethel Red Ale', 'American Amber / Red Ale']",0,0,0.9795487,0.020451333,2
496,,Ethel Red Ale,Mammoth Brewing Company,American Amber / Red Ale,5.20 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Real McCoy Amber Ale', '4.50 %']","['Ethel Red Ale', '5.20 %']",0,0,0.9218207,0.07817931,2
497,,Real McCoy Amber Ale,Primal Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","['Primal Brewing', 'American Amber / Red Ale']",0,0,0.9713339,0.028666034,2
498,,Real McCoy Amber Ale,Primal Brewing,American Amber / Red Ale,5.20 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Primal Brewing', '5.20 %']",0,0,0.8755597,0.12444029,2
499,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,5.20 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '5.20 %']",0,0,0.79522777,0.20477228,2
927,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Acoustic Ales Rock Out With Your Vienna Out,Acoustic Ales Brewing Experiment,Altbier,4.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Mammoth Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Acoustic Ales Rock Out With Your Vienna Out', 'Acoustic Ales Brewing Experiment']",0,0,0.94709116,0.052908875,2
926,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Acoustic Ales Brewing Experiment,Altbier,4.50 %,"('rtable_Brew_Factory_Name',)",['Mammoth Brewing Company'],['Acoustic Ales Brewing Experiment'],0,0,0.8985807,0.10141939,2
925,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Acoustic Ales Rock Out With Your Vienna Out,Mammoth Brewing Company,Altbier,4.50 %,"('rtable_Beer_Name',)",['Mammoth Real McCoy Amber Ale'],['Acoustic Ales Rock Out With Your Vienna Out'],0,0,0.8866336,0.11336639,2
505,,Wiltse 's Paul Bunyan Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],"[""Wiltse 's Paul Bunyan Ale""]",0,0,0.74161536,0.25838464,2
507,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,-,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_ABV',)",['4.50 %'],['-'],0,0,0.94475967,0.055240348,2
533,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,6.80 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '6.80 %']",0,0,0.77272314,0.22727689,2
911,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,India Pale Ale &#40; IPA &#41;,5.80 %,"('rtable_Style', 'rtable_ABV')","['Altbier', '4.50 %']","['India Pale Ale &#40; IPA &#41;', '5.80 %']",0,0,0.90106964,0.0989303,2
910,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Brouwerij _ t IJ,India Pale Ale &#40; IPA &#41;,4.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Mammoth Brewing Company', 'Altbier']","['Brouwerij _ t IJ', 'India Pale Ale &#40; IPA &#41;']",0,0,0.90668195,0.09331807,2
566,,Real McCoy Amber Ale,Magic Rock Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name',)",['Mammoth Brewing Company'],['Magic Rock Brewing'],0,0,0.9049727,0.095027365,2
567,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.8696618,0.13033825,2
568,,Rapture,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Real McCoy Amber Ale', 'American Amber / Red Ale']","['Rapture', 'American Amber / Red Ale']",0,0,0.6871661,0.3128339,2
569,,Real McCoy Amber Ale,Magic Rock Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","['Magic Rock Brewing', 'American Amber / Red Ale']",0,0,0.9656333,0.034366664,2
570,,Real McCoy Amber Ale,Magic Rock Brewing,American Amber / Red Ale,6.30 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Magic Rock Brewing', '6.30 %']",0,0,0.89940846,0.10059152,2
571,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,6.30 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '6.30 %']",0,0,0.7926721,0.20732789,2
897,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Columbia Brewery &#40; Labatt-InBev &#41;,Amber Ale,4.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Mammoth Brewing Company', 'Altbier']","['Columbia Brewery &#40; Labatt-InBev &#41;', 'Amber Ale']",0,0,0.9591657,0.040834364,2
896,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Kootenay True Ale,Mammoth Brewing Company,Altbier,5 %,"('rtable_Beer_Name', 'rtable_ABV')","['Mammoth Real McCoy Amber Ale', '4.50 %']","['Kootenay True Ale', '5 %']",0,0,0.54882604,0.45117402,2
895,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Kootenay True Ale,Mammoth Brewing Company,Amber Ale,4.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Mammoth Real McCoy Amber Ale', 'Altbier']","['Kootenay True Ale', 'Amber Ale']",0,0,0.8121628,0.18783721,2
894,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Kootenay True Ale,Columbia Brewery &#40; Labatt-InBev &#41;,Altbier,4.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Mammoth Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Kootenay True Ale', 'Columbia Brewery &#40; Labatt-InBev &#41;']",0,0,0.9465622,0.053437833,2
576,,Mistress Jade 's Hemp Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],"[""Mistress Jade 's Hemp Ale""]",0,0,0.5293717,0.47062835,2
577,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.8696618,0.13033825,2
578,,Mistress Jade 's Hemp Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Real McCoy Amber Ale', 'American Amber / Red Ale']","[""Mistress Jade 's Hemp Ale"", 'American Amber / Red Ale']",0,0,0.7367921,0.2632079,2
579,,Real McCoy Amber Ale,Sherwood Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","['Sherwood Brewing Company', 'American Amber / Red Ale']",0,0,0.8603197,0.13968033,2
580,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,6.00 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '6.00 %']",0,0,0.8171236,0.18287638,2
893,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Amber Ale,4.50 %,"('rtable_Style',)",['Altbier'],['Amber Ale'],0,0,0.8217318,0.1782682,2
892,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Columbia Brewery &#40; Labatt-InBev &#41;,Altbier,4.50 %,"('rtable_Brew_Factory_Name',)",['Mammoth Brewing Company'],['Columbia Brewery &#40; Labatt-InBev &#41;'],0,0,0.8046303,0.1953697,2
891,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Kootenay True Ale,Mammoth Brewing Company,Altbier,4.50 %,"('rtable_Beer_Name',)",['Mammoth Real McCoy Amber Ale'],['Kootenay True Ale'],0,0,0.75067204,0.24932791,2
585,,Red Castle,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Red Castle'],0,0,0.943602,0.05639799,2
898,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Columbia Brewery &#40; Labatt-InBev &#41;,Altbier,5 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Columbia Brewery &#40; Labatt-InBev &#41;', '5 %']",0,0,0.8114505,0.18854949,2
899,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Amber Ale,5 %,"('rtable_Style', 'rtable_ABV')","['Altbier', '4.50 %']","['Amber Ale', '5 %']",0,0,0.5735755,0.42642453,2
560,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,5.00 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '5.00 %']",0,0,0.81999886,0.18000114,2
559,,Real McCoy Amber Ale,L'Inox,American Amber / Red Ale,5.00 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","[""L'Inox"", '5.00 %']",0,0,0.7702758,0.2297243,2
909,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,_ t IJ Red Rye IPA,Mammoth Brewing Company,Altbier,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Mammoth Real McCoy Amber Ale', '4.50 %']","['_ t IJ Red Rye IPA', '5.80 %']",0,0,0.5975121,0.40248784,2
539,,Rat Beach Red Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Rat Beach Red Ale'],0,0,0.70151865,0.29848135,2
540,,Real McCoy Amber Ale,Redondo Beach Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name',)",['Mammoth Brewing Company'],['Redondo Beach Brewing'],0,0,0.7984876,0.2015124,2
541,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.8696618,0.13033825,2
542,,Rat Beach Red Ale,Redondo Beach Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Rat Beach Red Ale', 'Redondo Beach Brewing']",0,0,0.7194685,0.28053156,2
543,,Rat Beach Red Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Real McCoy Amber Ale', 'American Amber / Red Ale']","['Rat Beach Red Ale', 'American Amber / Red Ale']",0,0,0.8584106,0.1415894,2
544,,Rat Beach Red Ale,Mammoth Brewing Company,American Amber / Red Ale,8.20 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Real McCoy Amber Ale', '4.50 %']","['Rat Beach Red Ale', '8.20 %']",0,0,0.5949497,0.40505025,2
545,,Real McCoy Amber Ale,Redondo Beach Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","['Redondo Beach Brewing', 'American Amber / Red Ale']",0,0,0.9594848,0.04051513,2
546,,Real McCoy Amber Ale,Redondo Beach Brewing,American Amber / Red Ale,8.20 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Mammoth Brewing Company', '4.50 %']","['Redondo Beach Brewing', '8.20 %']",0,0,0.869517,0.13048297,2
484,,Real McCoy Amber Ale,The Courtyard Brewery,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Mammoth Brewing Company', 'American Amber / Red Ale']","['The Courtyard Brewery', 'American Amber / Red Ale']",0,0,0.94261914,0.057380825,2
547,,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,8.20 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '4.50 %']","['American Amber / Red Ale', '8.20 %']",0,0,0.8097135,0.19028658,2
