,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
25,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,verbatim,,2608.99,"('rtable_brand',)",['da-lite'],['verbatim'],0,0,0.99869376,0.0013062522,2
35,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,boorum pease,,2608.99,"('rtable_brand',)",['da-lite'],['boorum pease'],0,0,0.999746,0.000253958,2
37,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,,"('rtable_price',)",[2608.99],[nan],0,0,0.85537666,0.1446233,2
38,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,lorex edge lh324501c4 4-channel video security dvr with internet 3g mobile viewing and 4 security cameras black,projection screens,da-lite,,2608.99,"('rtable_title',)",['da-plex base rear projection screen - 57 3 4 x 77 video format'],['lorex edge lh324501c4 4-channel video security dvr with internet 3g mobile viewing and 4 security cameras black'],0,0,0.99986625,0.00013370886,2
39,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,digital security recorders,da-lite,,2608.99,"('rtable_category',)",['projection screens'],['digital security recorders'],0,0,0.9997155,0.00028448674,2
40,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,lorex,,2608.99,"('rtable_brand',)",['da-lite'],['lorex'],0,0,0.9994491,0.00055093714,2
41,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,lh324501c4,2608.99,"('rtable_modelno',)",[nan],['lh324501c4'],0,0,0.9999032,9.677732e-05,2
42,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,429.3,"('rtable_price',)",[2608.99],[429.3],0,0,0.9930615,0.0069385264,2
43,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,acer as5750-9851 15.6-inch laptop mesh black,projection screens,da-lite,,2608.99,"('rtable_title',)",['da-plex base rear projection screen - 57 3 4 x 77 video format'],['acer as5750-9851 15.6-inch laptop mesh black'],0,0,0.999908,9.2040835e-05,2
44,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,laptops,da-lite,,2608.99,"('rtable_category',)",['projection screens'],['laptops'],0,0,0.99650264,0.0034973724,2
45,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,acer,,2608.99,"('rtable_brand',)",['da-lite'],['acer'],0,0,0.9983699,0.0016301251,2
36,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('rtable_modelno',)",[nan],[nan],0,0,0.9927409,0.0072591384,2
24,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,blank media,da-lite,,2608.99,"('rtable_category',)",['projection screens'],['blank media'],0,0,0.9995332,0.00046683472,2
23,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,verbatim 95145 4.7 gb up to16x white inkjet printable recordable disc dvd r 100 disc spindle,projection screens,da-lite,,2608.99,"('rtable_title',)",['da-plex base rear projection screen - 57 3 4 x 77 video format'],['verbatim 95145 4.7 gb up to16x white inkjet printable recordable disc dvd r 100 disc spindle'],0,0,0.99991286,8.716804e-05,2
22,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,23.1,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_price',)",[1609.99],[23.1],0,0,0.990081,0.0099189365,2
1,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_category',)",['electronics - general'],['electronics - general'],0,0,0.99774134,0.002258706,2
2,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,draper,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_brand',)",['da-lite'],['draper'],0,0,0.99983954,0.00016040717,2
3,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,218033,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_modelno',)",['27604'],['218033'],0,0,0.9996025,0.00039756298,2
4,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,615.0,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_price',)",[1609.99],[615.0],0,0,0.9988123,0.0011877042,2
5,,sennheiser sh 350 ip binaural headset with noise canceling microphone,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_title',)",['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format'],['sennheiser sh 350 ip binaural headset with noise canceling microphone'],0,0,0.99579406,0.004205951,2
6,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_category',)",['electronics - general'],['electronics - general'],0,0,0.99774134,0.002258706,2
7,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,sennheiser,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_brand',)",['da-lite'],['sennheiser'],0,0,0.99763644,0.002363579,2
8,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,sh350ip,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_modelno',)",['27604'],['sh350ip'],0,0,0.99982554,0.00017443835,2
9,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,150.0,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_price',)",[1609.99],[150.0],0,0,0.9946137,0.005386261,2
10,,case logic 18 laptop case,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_title',)",['da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format'],['case logic 18 laptop case'],0,0,0.9994949,0.00050512835,2
11,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_category',)",['electronics - general'],['electronics - general'],0,0,0.99774134,0.002258706,2
12,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,case logic,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_brand',)",['da-lite'],['case logic'],0,0,0.99929583,0.00070417306,2
13,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,147735,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_modelno',)",['27604'],['147735'],0,0,0.9996395,0.0003605079,2
14,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,39.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_price',)",[1609.99],[39.99],0,0,0.99099475,0.009005246,2
15,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_category',)",['electronics - general'],['electronics - general'],0,0,0.99774134,0.002258706,2
16,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,samsung,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_brand',)",['da-lite'],['samsung'],0,0,0.9998424,0.0001575887,2
17,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,33-0525-05,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_modelno',)",['27604'],['33-0525-05'],0,0,0.9998392,0.00016078817,2
18,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,29.88,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_price',)",[1609.99],[29.88],0,0,0.9915576,0.008442449,2
19,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,mp3 accessories,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_category',)",['electronics - general'],['mp3 accessories'],0,0,0.9977119,0.002288153,2
20,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,aluratek,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_brand',)",['da-lite'],['aluratek'],0,0,0.9983423,0.0016577487,2
21,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,2782753,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,2608.99,"('ltable_modelno',)",['27604'],['2782753'],0,0,0.99954945,0.00045052983,2
46,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,as5750-9851,2608.99,"('rtable_modelno',)",[nan],['as5750-9851'],0,0,0.9999218,7.8245226e-05,2
47,,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,da-plex base rear projection screen - 57 3 4 x 77 video format,projection screens,da-lite,,699.0,"('rtable_price',)",[2608.99],[699.0],0,0,0.991891,0.008109007,2
