,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
50,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,4.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['4.80 %'],0.28133178,0.7186682,2
51,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,4.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.50 %']","['American Amber / Red Ale', '4.80 %']",0.28133178,0.7186682,2
52,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.37533507,0.62466496,2
53,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['5.70 %'],0.29786915,0.7021308,2
54,Good Medicine Strong Red Ale,Pisgah Brewing Co. .,American Amber / Red Ale,5.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', '7.50 %']","['Pisgah Brewing Co. .', '5.70 %']",0.47636396,0.5236361,2
40,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.50 %']","['American Amber / Red Ale', '7.50 %']",0.37533507,0.62466496,2
25,Good Medicine Strong Red Ale,Nevin 's Brewing Company,American Amber / Red Ale,5.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', '7.50 %']","[""Nevin 's Brewing Company"", '5.20 %']",0.2983571,0.7016429,2
28,Good Medicine Strong Red Ale,Ale Asylum,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name',)",['Great Northern Brewing Co. / Black Star Draught House'],['Ale Asylum'],0.38687035,0.6131296,2
23,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.3753352,0.62466484,2
8,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.50 %']","['American Amber / Red Ale', '5.60 %']",0.28272465,0.7172753,2
6,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['5.60 %'],0.28272465,0.7172753,2
10,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Barleywine,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Barleywine'],0.30721378,0.6927863,2
24,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,5.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['5.20 %'],0.27077064,0.72922933,2
11,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,9.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['9.20 %'],0.28258,0.71742004,2
12,Good Medicine Strong Red Ale,Sebago Brewing Company,American Barleywine,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale']","['Sebago Brewing Company', 'American Barleywine']",0.36999717,0.63000286,2
13,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Barleywine,9.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.50 %']","['American Barleywine', '9.20 %']",0.24177969,0.7582204,2
5,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.37533507,0.62466496,2
7,Good Medicine Strong Red Ale,McNeill 's Brewery,American Amber / Red Ale,5.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', '7.50 %']","[""McNeill 's Brewery"", '5.60 %']",0.2309887,0.7690113,2
15,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Barleywine,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Barleywine'],0.30721378,0.6927863,2
17,Inception Series - Runnin ' With The Devil,Great Northern Brewing Co. / Black Star Draught House,American Barleywine,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Style')","['Good Medicine Strong Red Ale', 'American Amber / Red Ale']","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine']",0.4704686,0.5295314,2
18,Good Medicine Strong Red Ale,Nebraska Brewing Company,American Barleywine,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale']","['Nebraska Brewing Company', 'American Barleywine']",0.44338194,0.55661803,2
19,Good Medicine Strong Red Ale,Nebraska Brewing Company,American Amber / Red Ale,11.90 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', '7.50 %']","['Nebraska Brewing Company', '11.90 %']",0.31071785,0.6892822,2
20,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Barleywine,11.90 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.50 %']","['American Barleywine', '11.90 %']",0.2502783,0.74972165,2
3,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.50 %']","['American Amber / Red Ale', '7.20 %']",0.29821214,0.7017879,2
2,Good Medicine Strong Red Ale,Napa Smith Brewery,American Amber / Red Ale,7.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', '7.50 %']","['Napa Smith Brewery', '7.20 %']",0.38414204,0.6158579,2
1,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['7.20 %'],0.29821214,0.7017879,2
16,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,11.90 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_ABV',)",['7.50 %'],['11.90 %'],0.27879402,0.721206,2
4,Good Medicine Strong Red Ale,Napa Smith Brewery,American Amber / Red Ale,7.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Napa Smith Brewery', 'American Amber / Red Ale', '7.20 %']",0.38414204,0.6158579,3
47,Good Medicine Strong Red Ale,Hops & Leisure,American Amber / Red Ale,6.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Hops & Leisure', 'American Amber / Red Ale', '6.70 %']",0.4051418,0.59485817,3
41,Good Medicine Strong Red Ale,Lucid Brewing,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Lucid Brewing', 'American Amber / Red Ale', '7.50 %']",0.3952188,0.6047812,3
9,Good Medicine Strong Red Ale,McNeill 's Brewery,American Amber / Red Ale,5.60 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","[""McNeill 's Brewery"", 'American Amber / Red Ale', '5.60 %']",0.2309887,0.7690113,3
14,Good Medicine Strong Red Ale,Sebago Brewing Company,American Barleywine,9.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Sebago Brewing Company', 'American Barleywine', '9.20 %']",0.16298026,0.8370197,3
34,Good Medicine Strong Red Ale,Ale Asylum,American Amber / Red Ale,6.80 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Ale Asylum', 'American Amber / Red Ale', '6.80 %']",0.18551256,0.8144874,3
21,Inception Series - Runnin ' With The Devil,Great Northern Brewing Co. / Black Star Draught House,American Barleywine,11.90 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Good Medicine Strong Red Ale', 'American Amber / Red Ale', '7.50 %']","[""Inception Series - Runnin ' With The Devil"", 'American Barleywine', '11.90 %']",0.42515066,0.5748493,3
22,Good Medicine Strong Red Ale,Nebraska Brewing Company,American Barleywine,11.90 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Nebraska Brewing Company', 'American Barleywine', '11.90 %']",0.34922832,0.6507717,3
27,Good Medicine Strong Red Ale,Nevin 's Brewing Company,American Amber / Red Ale,5.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","[""Nevin 's Brewing Company"", 'American Amber / Red Ale', '5.20 %']",0.2983571,0.7016429,3
46,Ale Asylum Ambergeddon,Hops & Leisure,American Amber / Red Ale,6.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House', '7.50 %']","['Ale Asylum Ambergeddon', 'Hops & Leisure', '6.70 %']",0.43359086,0.5664092,3
56,Good Medicine Strong Red Ale,Pisgah Brewing Co. .,American Amber / Red Ale,5.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Pisgah Brewing Co. .', 'American Amber / Red Ale', '5.70 %']",0.47636396,0.5236361,3
48,Ale Asylum Ambergeddon,Hops & Leisure,American Amber / Red Ale,6.70 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Good Medicine Strong Red Ale', 'Great Northern Brewing Co. / Black Star Draught House', 'American Amber / Red Ale', '7.50 %']","['Ale Asylum Ambergeddon', 'Hops & Leisure', 'American Amber / Red Ale', '6.70 %']",0.43359086,0.5664092,4
