,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
486,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Bruuveri Coral Reef Pretty Baby,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Bruuveri Coral Reef Pretty Baby', '5.50 %']",0.19709241390228271,0.8029075860977173,2
242,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Coaticook La Maplehurst,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Coaticook La Maplehurst', 'Amber Ale']",0.374786913394928,0.625213086605072,2
259,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Swamp Head Part-Time Lubber,Alley Kat Brewing Company,Irish Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Swamp Head Part-Time Lubber', '4.50 %']",0.15081250667572021,0.8491874933242798,2
264,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,961 Red Ale,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['961 Red Ale', '5.50 %']",0.2743151783943176,0.7256848216056824,2
268,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Birdland Kewlerskald,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Birdland Kewlerskald'],0.24033504724502563,0.7596649527549744,2
296,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Ei8ht Ball Red Drink,Ei8ht Ball Brewing,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Ei8ht Ball Red Drink', 'Ei8ht Ball Brewing']",0.4859636425971985,0.5140363574028015,2
292,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Amber Summer Bock,Alley Kat Brewing Company,Irish Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Amber Summer Bock', '4.50 %']",0.25254571437835693,0.7474542856216431,2
477,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Ithaca Cascazilla,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Ithaca Cascazilla'],0.15269726514816284,0.8473027348518372,2
287,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Columbus Kashmir,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Columbus Kashmir', '5.50 %']",0.08983862400054932,0.9101613759994507,2
286,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Columbus Kashmir,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Columbus Kashmir', 'Amber Ale']",0.27739012241363525,0.7226098775863647,2
285,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Columbus Kashmir,Columbus Brewing Company,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Columbus Kashmir', 'Columbus Brewing Company']",0.26126837730407715,0.7387316226959229,2
284,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Columbus Kashmir,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Columbus Kashmir'],0.26599591970443726,0.7340040802955627,2
478,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Ithaca Cascazilla,Ithaca Beer Company,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Ithaca Cascazilla', 'Ithaca Beer Company']",0.1442590355873108,0.8557409644126892,2
280,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,LInox Trois de Pique,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['LInox Trois de Pique', '5.50 %']",0.30102449655532837,0.6989755034446716,2
479,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Ithaca Cascazilla,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Ithaca Cascazilla', 'Amber Ale']",0.15841460227966309,0.8415853977203369,2
276,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Main Seidla Amber Spezial,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Main Seidla Amber Spezial', '5.50 %']",0.2182847261428833,0.7817152738571167,2
480,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Ithaca Cascazilla,Alley Kat Brewing Company,Irish Ale,7 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Ithaca Cascazilla', '7 %']",0.2040500044822693,0.7959499955177307,2
271,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Birdland Kewlerskald,Alley Kat Brewing Company,Irish Ale,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Birdland Kewlerskald', '6 %']",0.2277093529701233,0.7722906470298767,2
270,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Birdland Kewlerskald,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Birdland Kewlerskald', 'Amber Ale']",0.24742275476455688,0.7525772452354431,2
269,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Birdland Kewlerskald,Birdland Brewing Company,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Birdland Kewlerskald', 'Birdland Brewing Company']",0.23033618927001953,0.7696638107299805,2
228,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Wicked Weed Duke Of Rochester,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Wicked Weed Duke Of Rochester', '5.50 %']",0.343911349773407,0.656088650226593,2
297,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Ei8ht Ball Red Drink,Alley Kat Brewing Company,Irish Ale,7.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Ei8ht Ball Red Drink', '7.50 %']",0.32992857694625854,0.6700714230537415,2
452,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Barrier Calm It,Barrier Brewing Company,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Barrier Calm It', 'Barrier Brewing Company']",0.29356592893600464,0.7064340710639954,2
220,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Brighton Bier Red Rye,Alley Kat Brewing Company,Irish Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Brighton Bier Red Rye', '4.50 %']",0.2873021364212036,0.7126978635787964,2
181,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Backcountry Switchback Amber,Alley Kat Brewing Company,Irish Ale,5.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Backcountry Switchback Amber', '5.40 %']",0.40562593936920166,0.5943740606307983,2
180,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Backcountry Switchback Amber,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Backcountry Switchback Amber', 'Amber Ale']",0.4529736638069153,0.5470263361930847,2
179,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Backcountry Switchback Amber,Backcountry Brewery,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Backcountry Switchback Amber', 'Backcountry Brewery']",0.4125823378562927,0.5874176621437073,2
178,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Backcountry Switchback Amber,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Backcountry Switchback Amber'],0.44529634714126587,0.5547036528587341,2
174,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Barnstar Saloon Girl Red,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Barnstar Saloon Girl Red', '5.50 %']",0.309938907623291,0.690061092376709,2
170,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Pig Minds Vanilla Bitch Slap,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Pig Minds Vanilla Bitch Slap', '5.50 %']",0.2881595492362976,0.7118404507637024,2
186,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Aqula Summer Session Ale,Alley Kat Brewing Company,Irish Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Aqula Summer Session Ale', '4.50 %']",0.4349725842475891,0.5650274157524109,2
165,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Squatters Big Cottonwood,Alley Kat Brewing Company,Irish Ale,5.75 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Squatters Big Cottonwood', '5.75 %']",0.37191158533096313,0.6280884146690369,2
163,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Squatters Big Cottonwood,Squatters Craft Beers,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Squatters Big Cottonwood', 'Squatters Craft Beers']",0.423366904258728,0.576633095741272,2
162,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Squatters Big Cottonwood,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Squatters Big Cottonwood'],0.44364768266677856,0.5563523173332214,2
498,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,PangPang Hornstull Honey Amber,Alley Kat Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['PangPang Hornstull Honey Amber', '5.50 %']",0.2538004517555237,0.7461995482444763,2
157,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Harviestoun Broken Dial,Alley Kat Brewing Company,Irish Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Harviestoun Broken Dial', '4.50 %']",0.12403929233551025,0.8759607076644897,2
156,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Harviestoun Broken Dial,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Harviestoun Broken Dial', 'Amber Ale']",0.38638967275619507,0.6136103272438049,2
155,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Harviestoun Broken Dial,Harviestoun,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Harviestoun Broken Dial', 'Harviestoun']",0.3006761074066162,0.6993238925933838,2
164,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Squatters Big Cottonwood,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Squatters Big Cottonwood', 'Amber Ale']",0.4512477517127991,0.5487522482872009,2
493,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Faction Red,Alley Kat Brewing Company,Irish Ale,5.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Faction Red', '5.60 %']",0.2979963421821594,0.7020036578178406,2
190,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Estes Park Redrum Ale,Alley Kat Brewing Company,Irish Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Estes Park Redrum Ale', '4.50 %']",0.3187510371208191,0.6812489628791809,2
492,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Faction Red,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Faction Red', 'Amber Ale']",0.34429091215133667,0.6557090878486633,2
215,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,7 Barrios Amber,Alley Kat Brewing Company,Irish Ale,5.10 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['7 Barrios Amber', '5.10 %']",0.3279780149459839,0.6720219850540161,2
214,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,7 Barrios Amber,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['7 Barrios Amber', 'Amber Ale']",0.29247915744781494,0.7075208425521851,2
213,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,7 Barrios Amber,Cerveceria Lesnez,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['7 Barrios Amber', 'Cerveceria Lesnez']",0.24908369779586792,0.7509163022041321,2
212,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,7 Barrios Amber,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['7 Barrios Amber'],0.28464704751968384,0.7153529524803162,2
210,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,21st Amendment Red Headed Stranger,21st Amendment Brewery,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['21st Amendment Red Headed Stranger', '21st Amendment Brewery']",0.49474096298217773,0.5052590370178223,2
490,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Faction Red,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Faction Red'],0.32575303316116333,0.6742469668388367,2
205,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Beierhaascht l_AmbrÃ © e,Alley Kat Brewing Company,Irish Ale,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Beierhaascht l_AmbrÃ © e', '5.20 %']",0.345184326171875,0.654815673828125,2
204,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Beierhaascht l_AmbrÃ © e,Alley Kat Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Beierhaascht l_AmbrÃ © e', 'Amber Ale']",0.3101367950439453,0.6898632049560547,2
203,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Beierhaascht l_AmbrÃ © e,Beierhaascht,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Beierhaascht l_AmbrÃ © e', 'Beierhaascht']",0.23054426908493042,0.7694557309150696,2
202,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Beierhaascht l_AmbrÃ © e,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Beierhaascht l_AmbrÃ © e'],0.2991825342178345,0.7008174657821655,2
491,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Faction Red,Faction Brewing,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Faction Red', 'Faction Brewing']",0.3147510290145874,0.6852489709854126,2
197,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Atwater 1936,Alley Kat Brewing Company,Irish Ale,9 %,"('rtable_Beer_Name', 'rtable_ABV')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', '-']","['Atwater 1936', '9 %']",0.0924268364906311,0.9075731635093689,2
196,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Atwater 1936,Alley Kat Brewing Company,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Irish Ale']","['Atwater 1936', 'American Strong Ale']",0.1856168508529663,0.8143831491470337,2
195,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Atwater 1936,Atwater Block Brewery,Irish Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;', 'Alley Kat Brewing Company']","['Atwater 1936', 'Atwater Block Brewery']",0.11840635538101196,0.881593644618988,2
194,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Atwater 1936,Alley Kat Brewing Company,Irish Ale,-,"('rtable_Beer_Name',)",['Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;'],['Atwater 1936'],0.12751758098602295,0.872482419013977,2
