,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
34,,adobe creative suite cs3 production premium upsell,adobe,199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_title',)",['adobe indesign cs3 upgrade from pagemaker'],['adobe creative suite cs3 production premium upsell'],1,0,0.012104542,0.9878955,2
35,,adobe creative suite cs3 production premium upsell,adobe,199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_title', 'ltable_manufacturer')","['adobe indesign cs3 upgrade from pagemaker', 'adobe']","['adobe creative suite cs3 production premium upsell', 'adobe']",1,0,0.012515573,0.9874844,2
36,,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_title', 'ltable_price')","['adobe indesign cs3 upgrade from pagemaker', 199.0]","['adobe creative suite cs3 production premium upsell', 1199.0]",1,0,0.011970636,0.9880293,2
37,,adobe indesign cs3 upgrade from pagemaker,adobe,1199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_manufacturer', 'ltable_price')","['adobe', 199.0]","['adobe', 1199.0]",1,0,0.1413937,0.8586063,2
39,,adobe contribute cs3,adobe,199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_title',)",['adobe indesign cs3 upgrade from pagemaker'],['adobe contribute cs3'],1,0,0.03572429,0.9642758,2
40,,adobe contribute cs3,,199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_title', 'ltable_manufacturer')","['adobe indesign cs3 upgrade from pagemaker', 'adobe']","['adobe contribute cs3', nan]",1,0,0.017607143,0.9823928,2
41,,adobe contribute cs3,adobe,82.99,adobe contribute cs3 upgrade,,82.99,"('ltable_title', 'ltable_price')","['adobe indesign cs3 upgrade from pagemaker', 199.0]","['adobe contribute cs3', 82.99]",1,0,0.012761235,0.9872387,2
32,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,cisco systems enterprise,2814.33,"('rtable_manufacturer', 'rtable_price')","[nan, 82.99]","['cisco systems enterprise', 2814.33]",1,0,0.07818958,0.92181045,2
20,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for exceed,hummingbird communications,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['upgrade 3d for exceed', 'hummingbird communications']",1,0,0.017139984,0.98286,2
21,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for exceed,,,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['upgrade 3d for exceed', nan]",1,0,0.080023706,0.9199763,2
18,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for exceed,,82.99,"('rtable_title',)",['adobe contribute cs3 upgrade'],['upgrade 3d for exceed'],1,0,0.18920466,0.81079537,2
7,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,205.99,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['adobe indesign cs3 for mac upgrade', 205.99]",1,0,0.016223088,0.9837769,2
8,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,,205.99,"('rtable_manufacturer', 'rtable_price')","[nan, 82.99]","[nan, 205.99]",1,0,0.3113288,0.6886712,2
19,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,hummingbird communications,82.99,"('rtable_manufacturer',)",[nan],['hummingbird communications'],1,0,0.3836775,0.61632246,2
10,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,aspyr stubbs the zombie,,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['aspyr stubbs the zombie', nan]",1,0,0.05894781,0.9410522,2
11,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,aspyr stubbs the zombie,,35.99,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['aspyr stubbs the zombie', 35.99]",1,0,0.03374097,0.96625906,2
6,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['adobe indesign cs3 for mac upgrade', nan]",1,0,0.0175674,0.9824326,2
5,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,82.99,"('rtable_title',)",['adobe contribute cs3 upgrade'],['adobe indesign cs3 for mac upgrade'],1,0,0.021480815,0.97851914,2
13,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,hummingbird communications,82.99,"('rtable_manufacturer',)",[nan],['hummingbird communications'],1,0,0.3836775,0.6163224,2
14,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for,hummingbird communications,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['upgrade 3d for', 'hummingbird communications']",1,0,0.023479436,0.9765206,2
15,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for,,,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['upgrade 3d for', nan]",1,0,0.36454955,0.6354504,2
2,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,205.99,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['adobe indesign cs3 for mac upgrade', 205.99]",1,0,0.016223088,0.9837769,2
16,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,hummingbird communications,,"('rtable_manufacturer', 'rtable_price')","[nan, 82.99]","['hummingbird communications', nan]",1,0,0.039329384,0.9606706,2
1,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['adobe indesign cs3 for mac upgrade', nan]",1,0,0.0175674,0.9824326,2
3,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,,205.99,"('rtable_manufacturer', 'rtable_price')","[nan, 82.99]","[nan, 205.99]",1,0,0.3113288,0.6886712,2
4,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,205.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['adobe indesign cs3 for mac upgrade', nan, 205.99]",1,0,0.014895836,0.98510414,3
38,,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe contribute cs3 upgrade,,82.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe indesign cs3 upgrade from pagemaker', 'adobe', 199.0]","['adobe creative suite cs3 production premium upsell', 'adobe', 1199.0]",1,0,0.012120198,0.9878798,3
9,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,205.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['adobe indesign cs3 for mac upgrade', nan, 205.99]",1,0,0.014895843,0.98510414,3
28,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['3745 ser ios ent cd374-esk9 = )', 'cisco systems enterprise', 2814.33]",1,0,0.013985664,0.98601437,3
12,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,aspyr stubbs the zombie,,35.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['aspyr stubbs the zombie', nan, 35.99]",1,0,0.032135613,0.96786433,3
23,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for exceed,hummingbird communications,,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['upgrade 3d for exceed', 'hummingbird communications', nan]",1,0,0.015595794,0.98440415,3
17,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,upgrade 3d for,hummingbird communications,,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['upgrade 3d for', 'hummingbird communications', nan]",1,0,0.019183107,0.9808169,3
33,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe contribute cs3 upgrade', nan, 82.99]","['ser ios ent cd374-esk9 = )', 'cisco systems enterprise', 2814.33]",1,0,0.015875468,0.9841246,3
43,,adobe contribute cs3,,82.99,adobe contribute cs3 upgrade,,82.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe indesign cs3 upgrade from pagemaker', 'adobe', 199.0]","['adobe contribute cs3', nan, 82.99]",1,0,0.013423442,0.98657656,3
