,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,diff,attr_name,attr_pos,id,match_score
25,1496,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,2318,haritsa sigmod conference,,,1997.0,"-{'secure', ',', 'processing', 'jayant', 'george', 'binto', 'in', 'systems', 'firm', 'database', 'transaction', 'real-time', 'r.'}",rtable_title,6,0@1496#1@2318,3.8347076e-07
26,1496,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,2319,"secure transaction processing in firm real-time database systems binto george , jayant r.",,,1997.0,"-{'sigmod', 'conference', 'haritsa'}",rtable_title,6,0@1496#1@2319,0.7863421
27,1496,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,2320,sigmod conference,,,1997.0,"-{'secure', ',', 'processing', 'jayant', 'george', 'binto', 'in', 'systems', 'firm', 'database', 'transaction', 'real-time', 'r.', 'haritsa'}",rtable_title,6,0@1496#1@2320,3.8347076e-07
28,1496,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,2321,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa",,,1997.0,"-{'sigmod', 'conference'}",rtable_title,6,0@1496#1@2321,0.7863421
29,1496,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,2322,conference,,,1997.0,"-{'secure', ',', 'processing', 'jayant', 'sigmod', 'george', 'binto', 'in', 'systems', 'firm', 'database', 'transaction', 'real-time', 'r.', 'haritsa'}",rtable_title,6,0@1496#1@2322,3.8347076e-07
30,1496,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,2323,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod",,,1997.0,-{'conference'},rtable_title,6,0@1496#1@2323,0.78634197
0,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,,,,0@1225#1@1225,0.00032804775
1,2616,buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'secure'},ltable_title,1,0@2616#1@1225,0.0050568855
2,2617,secure,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'firm', 'database', 'real-time', 'in', 'systems', '2000', 'buffering'}",ltable_title,1,0@2617#1@1225,8.7460097e-07
3,2618,in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'secure', 'buffering'}",ltable_title,1,0@2618#1@1225,0.003174819
4,2619,secure buffering,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'firm', 'database', 'real-time', 'in', 'systems', '2000'}",ltable_title,1,0@2619#1@1225,1.1350071e-05
5,2620,firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'secure', 'in', 'buffering'}",ltable_title,1,0@2620#1@1225,0.022985399
6,2621,secure buffering in,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'firm', 'database', 'real-time', 'systems', '2000'}",ltable_title,1,0@2621#1@1225,2.1251824e-05
7,2622,real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'secure', 'firm', 'in', 'buffering'}",ltable_title,1,0@2622#1@1225,0.0006937115
8,2623,secure buffering in firm,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'database', 'real-time', 'systems', '2000'}",ltable_title,1,0@2623#1@1225,0.00013843786
9,2624,database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'secure', 'firm', 'real-time', 'in', 'buffering'}",ltable_title,1,0@2624#1@1225,5.800812e-05
10,2625,secure buffering in firm real-time,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'database', 'systems', '2000'}",ltable_title,1,0@2625#1@1225,0.0024044937
11,2626,systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'secure', 'firm', 'database', 'real-time', 'in', 'buffering'}",ltable_title,1,0@2626#1@1225,8.6926775e-06
12,2627,secure buffering in firm real-time database,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'systems', '2000'}",ltable_title,1,0@2627#1@1225,0.019223854
13,2628,2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'secure', 'firm', 'database', 'real-time', 'in', 'systems', 'buffering'}",ltable_title,1,0@2628#1@1225,7.066098e-07
14,2629,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'2000'},ltable_title,1,0@2629#1@1225,0.032150406
15,2630,secure buffering in firm real-time database systems 2000,"george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'binto'},ltable_authors,2,0@2630#1@1225,0.00032804775
16,2631,secure buffering in firm real-time database systems 2000,binto,the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{',', 'r.', 'george', 'haritsa', 'jayant'}",ltable_authors,2,0@2631#1@1225,0.3946592
17,2632,secure buffering in firm real-time database systems 2000,", jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'george', 'binto'}",ltable_authors,2,0@2632#1@1225,0.06243505
18,2633,secure buffering in firm real-time database systems 2000,binto george,the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{',', 'r.', 'haritsa', 'jayant'}",ltable_authors,2,0@2633#1@1225,0.35332665
19,2634,secure buffering in firm real-time database systems 2000,jayant r. haritsa,the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{',', 'george', 'binto'}",ltable_authors,2,0@2634#1@1225,0.06243505
20,2635,secure buffering in firm real-time database systems 2000,"binto george ,",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'r.', 'haritsa', 'jayant'}",ltable_authors,2,0@2635#1@1225,0.35332665
21,2636,secure buffering in firm real-time database systems 2000,r. haritsa,the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{',', 'george', 'binto', 'jayant'}",ltable_authors,2,0@2636#1@1225,0.35013708
22,2637,secure buffering in firm real-time database systems 2000,"binto george , jayant",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'r.', 'haritsa'}",ltable_authors,2,0@2637#1@1225,0.08435597
23,2638,secure buffering in firm real-time database systems 2000,haritsa,the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{',', 'r.', 'george', 'binto', 'jayant'}",ltable_authors,2,0@2638#1@1225,0.3946592
24,2639,secure buffering in firm real-time database systems 2000,"binto george , jayant r.",the vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'haritsa'},ltable_authors,2,0@2639#1@1225,0.00032804775
25,2640,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",vldb journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,+set(),ltable_venue,3,0@2640#1@1225,0.06652002
26,2641,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'journal', 'vldb', 'data', 'international', 'very', '--', 'on', 'large'}",ltable_venue,3,0@2641#1@1225,0.37132785
27,2642,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",journal -- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'vldb'},ltable_venue,3,0@2642#1@1225,0.06652002
28,2643,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'journal', 'data', 'international', 'very', '--', 'on', 'large'}",ltable_venue,3,0@2643#1@1225,0.37132785
29,2644,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",-- the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'vldb'},ltable_venue,3,0@2644#1@1225,0.043539118
30,2645,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'international', 'very', '--', 'on', 'large'}",ltable_venue,3,0@2645#1@1225,0.5358212
31,2646,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'vldb', '--'}",ltable_venue,3,0@2646#1@1225,0.21021368
32,2647,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal --,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'international', 'very', 'on', 'large'}",ltable_venue,3,0@2647#1@1225,0.4990161
33,2648,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",international journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'vldb', '--'}",ltable_venue,3,0@2648#1@1225,0.30244178
34,2649,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'international', 'very', 'on', 'large'}",ltable_venue,3,0@2649#1@1225,0.49785638
35,2650,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",journal on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'vldb', 'international', '--'}",ltable_venue,3,0@2650#1@1225,0.29783952
36,2651,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'very', 'on', 'large'}",ltable_venue,3,0@2651#1@1225,0.4450737
37,2652,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",on very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'journal', 'vldb', 'international', '--'}",ltable_venue,3,0@2652#1@1225,0.052299235
38,2653,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'very', 'on', 'large'}",ltable_venue,3,0@2653#1@1225,0.5082702
39,2654,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",very large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'journal', 'vldb', 'international', '--', 'on'}",ltable_venue,3,0@2654#1@1225,0.06481513
40,2655,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'very', 'large'}",ltable_venue,3,0@2655#1@1225,0.5244083
41,2656,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",large data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'journal', 'vldb', 'international', 'very', '--', 'on'}",ltable_venue,3,0@2656#1@1225,0.09639937
42,2657,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data', 'large'}",ltable_venue,3,0@2657#1@1225,0.4535567
43,2658,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",data bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'journal', 'vldb', 'international', 'very', '--', 'on', 'large'}",ltable_venue,3,0@2658#1@1225,0.058385253
44,2659,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'bases', 'data'}",ltable_venue,3,0@2659#1@1225,0.42216405
45,2660,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",bases,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,"-{'the', 'journal', 'vldb', 'data', 'international', 'very', '--', 'on', 'large'}",ltable_venue,3,0@2660#1@1225,0.15362841
46,2661,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data,,1225,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,,-{'bases'},ltable_venue,3,0@2661#1@1225,0.18447588
,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,diff,attr_name,attr_pos,id,match_score
0,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,,,,0@574#1@574,3.5765474e-06
1,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2294,"validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,-{'clustering'},rtable_title,6,0@574#1@2294,0.0016407446
2,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2295,clustering,,,2002.0,"-{'validity', 'halkidi', ',', 'record', 'sigmod', ':', 'vazirgiannis', 'batistakis', 'michalis', 'yannis', 'maria', 'ii', 'part', 'methods', 'checking'}",rtable_title,6,0@574#1@2295,0.000115817245
3,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2296,"checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"-{'validity', 'clustering'}",rtable_title,6,0@574#1@2296,0.008740851
4,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2297,clustering validity,,,2002.0,"-{'halkidi', ',', 'record', 'sigmod', ':', 'vazirgiannis', 'batistakis', 'michalis', 'yannis', 'maria', 'ii', 'part', 'methods', 'checking'}",rtable_title,6,0@574#1@2297,0.001134303
5,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2298,"methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"-{'validity', 'clustering', 'checking'}",rtable_title,6,0@574#1@2298,0.003868803
6,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2299,clustering validity checking,,,2002.0,"-{'halkidi', ',', 'record', 'sigmod', ':', 'vazirgiannis', 'batistakis', 'michalis', 'yannis', 'maria', 'ii', 'part', 'methods'}",rtable_title,6,0@574#1@2299,0.0012137215
7,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2300,": part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"-{'validity', 'clustering', 'methods', 'checking'}",rtable_title,6,0@574#1@2300,0.0029351246
8,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2301,clustering validity checking methods,,,2002.0,"-{'halkidi', ',', 'record', 'sigmod', ':', 'vazirgiannis', 'batistakis', 'michalis', 'yannis', 'maria', 'ii', 'part'}",rtable_title,6,0@574#1@2301,0.0004984592
9,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2302,"part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"-{'validity', ':', 'clustering', 'methods', 'checking'}",rtable_title,6,0@574#1@2302,0.0017142261
10,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2303,clustering validity checking methods :,,,2002.0,"-{'halkidi', ',', 'record', 'sigmod', 'vazirgiannis', 'batistakis', 'michalis', 'yannis', 'maria', 'ii', 'part'}",rtable_title,6,0@574#1@2303,0.0017629762
11,574,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,2304,"ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"-{'validity', ':', 'clustering', 'part', 'methods', 'checking'}",rtable_title,6,0@574#1@2304,0.00050542864
