,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
2,1364,individual,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'microsoft', 'teaches', 'office', 'software', 'professor', '2007'}",ltable_title,1,0@1364#1@831,0.008199776
3,1365,professor teaches microsoft office 2007,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'individual', 'software'}",ltable_title,1,0@1365#1@831,0.67193735
4,1366,individual software,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'microsoft', 'teaches', 'office', 'professor', '2007'}",ltable_title,1,0@1366#1@831,0.002683953
5,1367,teaches microsoft office 2007,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'individual', 'software', 'professor'}",ltable_title,1,0@1367#1@831,0.43036714
6,1368,individual software professor,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'microsoft', 'teaches', 'office', '2007'}",ltable_title,1,0@1368#1@831,0.07407178
7,1369,microsoft office 2007,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'teaches', 'individual', 'software', 'professor'}",ltable_title,1,0@1369#1@831,0.22477394
8,1370,individual software professor teaches,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'microsoft', 'office', '2007'}",ltable_title,1,0@1370#1@831,0.06953192
9,1371,office 2007,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'microsoft', 'teaches', 'individual', 'software', 'professor'}",ltable_title,1,0@1371#1@831,0.72716784
10,1372,individual software professor teaches microsoft,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'office', '2007'}",ltable_title,1,0@1372#1@831,0.074323304
11,1373,2007,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,"-{'microsoft', 'teaches', 'individual', 'office', 'software', 'professor'}",ltable_title,1,0@1373#1@831,0.026090948
12,1374,individual software professor teaches microsoft office,,29.99,831,individual software professor teaches microsoft office 2007,,29.99,-{'2007'},ltable_title,1,0@1374#1@831,0.084784195
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,654,acrobat professional 8 ( windows ),adobe,273.0,654,acrobat professional 8 ( windows ),adobe,273.0,,,,0@654#1@654,0.21008836
1,654,acrobat professional 8 ( windows ),adobe,273.0,3226,professional 8 ( windows ),adobe,273.0,-{'acrobat'},rtable_title,5,0@654#1@3226,0.3408695
2,654,acrobat professional 8 ( windows ),adobe,273.0,3227,acrobat,adobe,273.0,"-{')', 'windows', '(', '8', 'professional'}",rtable_title,5,0@654#1@3227,0.000228695
3,654,acrobat professional 8 ( windows ),adobe,273.0,3228,8 ( windows ),adobe,273.0,"-{'acrobat', 'professional'}",rtable_title,5,0@654#1@3228,0.3587198
4,654,acrobat professional 8 ( windows ),adobe,273.0,3229,acrobat professional,adobe,273.0,"-{')', 'windows', '(', '8'}",rtable_title,5,0@654#1@3229,0.00055426644
5,654,acrobat professional 8 ( windows ),adobe,273.0,3230,( windows ),adobe,273.0,"-{'8', 'acrobat', 'professional'}",rtable_title,5,0@654#1@3230,0.033127353
6,654,acrobat professional 8 ( windows ),adobe,273.0,3231,acrobat professional 8,adobe,273.0,"-{')', 'windows', '('}",rtable_title,5,0@654#1@3231,0.008919102
7,654,acrobat professional 8 ( windows ),adobe,273.0,3232,windows ),adobe,273.0,"-{'(', '8', 'acrobat', 'professional'}",rtable_title,5,0@654#1@3232,0.0016057318
8,654,acrobat professional 8 ( windows ),adobe,273.0,3233,acrobat professional 8 (,adobe,273.0,"-{')', 'windows'}",rtable_title,5,0@654#1@3233,0.03161151
9,654,acrobat professional 8 ( windows ),adobe,273.0,3234,),adobe,273.0,"-{'windows', '(', '8', 'acrobat', 'professional'}",rtable_title,5,0@654#1@3234,0.024615718
10,654,acrobat professional 8 ( windows ),adobe,273.0,3235,acrobat professional 8 ( windows,adobe,273.0,-{')'},rtable_title,5,0@654#1@3235,0.1995071
0,1183,web easy ( r ) professional 6,,49.99,1183,web easy ( r ) professional 6,,49.99,,,,0@1183#1@1183,0.7475517
1,1363,easy ( r ) professional 6,,49.99,1183,web easy ( r ) professional 6,,49.99,-{'web'},ltable_title,1,0@1363#1@1183,0.80301327
2,1364,web,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{')', '(', 'easy', '6', 'r', 'professional'}",ltable_title,1,0@1364#1@1183,0.0010252236
3,1365,( r ) professional 6,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{'web', 'easy'}",ltable_title,1,0@1365#1@1183,0.7457593
4,1366,web easy,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{')', '(', '6', 'r', 'professional'}",ltable_title,1,0@1366#1@1183,0.01064256
5,1367,r ) professional 6,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{'(', 'web', 'easy'}",ltable_title,1,0@1367#1@1183,0.5495174
6,1368,web easy (,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{')', '6', 'r', 'professional'}",ltable_title,1,0@1368#1@1183,0.18929279
7,1369,) professional 6,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{'(', 'web', 'easy', 'r'}",ltable_title,1,0@1369#1@1183,0.037619762
8,1370,web easy ( r,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{')', '6', 'professional'}",ltable_title,1,0@1370#1@1183,0.7085789
9,1371,professional 6,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{')', '(', 'web', 'easy', 'r'}",ltable_title,1,0@1371#1@1183,0.002882725
10,1372,web easy ( r ),,49.99,1183,web easy ( r ) professional 6,,49.99,"-{'6', 'professional'}",ltable_title,1,0@1372#1@1183,0.8228558
11,1373,6,,49.99,1183,web easy ( r ) professional 6,,49.99,"-{')', '(', 'web', 'easy', 'r', 'professional'}",ltable_title,1,0@1373#1@1183,0.024966596
12,1374,web easy ( r ) professional,,49.99,1183,web easy ( r ) professional 6,,49.99,-{'6'},ltable_title,1,0@1374#1@1183,0.6808695
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,858,microsoft onenote 2007 upgrade,microsoft,79.95,858,microsoft onenote 2007 upgrade,microsoft,79.95,,,,0@858#1@858,0.29563698
1,858,microsoft onenote 2007 upgrade,microsoft,79.95,3226,onenote 2007 upgrade,microsoft,79.95,-{'microsoft'},rtable_title,5,0@858#1@3226,0.40051603
2,858,microsoft onenote 2007 upgrade,microsoft,79.95,3227,microsoft,microsoft,79.95,"-{'onenote', 'upgrade', '2007'}",rtable_title,5,0@858#1@3227,0.011741351
3,858,microsoft onenote 2007 upgrade,microsoft,79.95,3228,2007 upgrade,microsoft,79.95,"-{'microsoft', 'onenote'}",rtable_title,5,0@858#1@3228,0.27070022
4,858,microsoft onenote 2007 upgrade,microsoft,79.95,3229,microsoft onenote,microsoft,79.95,"-{'upgrade', '2007'}",rtable_title,5,0@858#1@3229,0.03451733
5,858,microsoft onenote 2007 upgrade,microsoft,79.95,3230,upgrade,microsoft,79.95,"-{'microsoft', 'onenote', '2007'}",rtable_title,5,0@858#1@3230,0.28594065
6,858,microsoft onenote 2007 upgrade,microsoft,79.95,3231,microsoft onenote 2007,microsoft,79.95,-{'upgrade'},rtable_title,5,0@858#1@3231,0.078133345
0,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,,,,0@1805#1@1805,0.78739524
1,1363,microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,-{'164-04052'},ltable_title,1,0@1363#1@1805,0.78739524
2,1364,164-04052,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', 'win', 'cd', 'pc', 'version', 'en', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1364#1@1805,1.1679901e-06
3,1365,office publisher 2007 version upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'microsoft', '164-04052'}",ltable_title,1,0@1365#1@1805,0.876207
4,1366,164-04052 microsoft,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'office', 'win', 'cd', 'pc', 'version', 'en', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1366#1@1805,5.5918295e-05
5,1367,publisher 2007 version upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'microsoft', 'office', '164-04052'}",ltable_title,1,0@1367#1@1805,0.9394885
6,1368,164-04052 microsoft office,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'win', 'cd', 'pc', 'version', 'en', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1368#1@1805,0.000854118
7,1369,2007 version upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052'}",ltable_title,1,0@1369#1@1805,0.8483269
8,1370,164-04052 microsoft office publisher,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'cd', 'pc', 'version', 'en', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1370#1@1805,0.0053805746
9,1371,version upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052', '2007'}",ltable_title,1,0@1371#1@1805,0.79897046
10,1372,164-04052 microsoft office publisher 2007,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'cd', 'pc', 'version', 'en', '1', 'package', 'upgrade'}",ltable_title,1,0@1372#1@1805,0.021976883
11,1373,upgrade package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052', 'version', '2007'}",ltable_title,1,0@1373#1@1805,0.09230673
12,1374,164-04052 microsoft office publisher 2007 version,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'cd', 'pc', 'en', '1', 'package', 'upgrade'}",ltable_title,1,0@1374#1@1805,0.057214227
13,1375,package 1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052', 'version', 'upgrade', '2007'}",ltable_title,1,0@1375#1@1805,0.66726524
14,1376,164-04052 microsoft office publisher 2007 version upgrade,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'cd', 'pc', 'en', '1', 'package'}",ltable_title,1,0@1376#1@1805,0.061508007
15,1377,1 pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052', 'version', 'package', 'upgrade', '2007'}",ltable_title,1,0@1377#1@1805,0.8267917
16,1378,164-04052 microsoft office publisher 2007 version upgrade package,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'pc', '1', 'cd', 'en'}",ltable_title,1,0@1378#1@1805,0.08785443
17,1379,pc cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052', 'version', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1379#1@1805,0.16862765
18,1380,164-04052 microsoft office publisher 2007 version upgrade package 1,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'pc', 'cd', 'en'}",ltable_title,1,0@1380#1@1805,0.13438281
19,1381,cd win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', '164-04052', 'pc', 'version', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1381#1@1805,0.18362986
20,1382,164-04052 microsoft office publisher 2007 version upgrade package 1 pc,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'cd', 'en'}",ltable_title,1,0@1382#1@1805,0.08086966
21,1383,win en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', 'cd', '164-04052', 'pc', 'version', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1383#1@1805,0.010754905
22,1384,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'win', 'en'}",ltable_title,1,0@1384#1@1805,0.14353031
23,1385,en,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,"-{'publisher', 'microsoft', 'office', 'win', 'cd', '164-04052', 'pc', 'version', '1', 'package', 'upgrade', '2007'}",ltable_title,1,0@1385#1@1805,0.0010302534
24,1386,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win,,88.8,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8,-{'en'},ltable_title,1,0@1386#1@1805,0.5766913
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,522,microsoft visio standard 2007,microsoft,259.95,522,microsoft visio standard 2007,microsoft,259.95,,,,0@522#1@522,0.021818468
1,522,microsoft visio standard 2007,microsoft,259.95,3226,visio standard 2007,microsoft,259.95,-{'microsoft'},rtable_title,5,0@522#1@3226,0.023992768
2,522,microsoft visio standard 2007,microsoft,259.95,3227,microsoft,microsoft,259.95,"-{'standard', 'visio', '2007'}",rtable_title,5,0@522#1@3227,0.010232663
3,522,microsoft visio standard 2007,microsoft,259.95,3228,standard 2007,microsoft,259.95,"-{'microsoft', 'visio'}",rtable_title,5,0@522#1@3228,0.038428746
4,522,microsoft visio standard 2007,microsoft,259.95,3229,microsoft visio,microsoft,259.95,"-{'standard', '2007'}",rtable_title,5,0@522#1@3229,0.004558593
5,522,microsoft visio standard 2007,microsoft,259.95,3230,2007,microsoft,259.95,"-{'microsoft', 'standard', 'visio'}",rtable_title,5,0@522#1@3230,0.010200424
6,522,microsoft visio standard 2007,microsoft,259.95,3231,microsoft visio standard,microsoft,259.95,-{'2007'},rtable_title,5,0@522#1@3231,0.022801176
0,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,,,,0@1512#1@1512,0.74367386
1,1363,w87-02380 office sbe 2007 win32,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,-{'microsoft'},ltable_title,1,0@1363#1@1512,0.8516258
2,1364,microsoft,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'office', 'sbe', 'w87-02380', 'win32', '2007'}",ltable_title,1,0@1364#1@1512,0.021969048
3,1365,office sbe 2007 win32,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'microsoft', 'w87-02380'}",ltable_title,1,0@1365#1@1512,0.8516258
4,1366,microsoft w87-02380,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'office', 'sbe', 'win32', '2007'}",ltable_title,1,0@1366#1@1512,0.021969048
5,1367,sbe 2007 win32,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'microsoft', 'office', 'w87-02380'}",ltable_title,1,0@1367#1@1512,0.32420838
6,1368,microsoft w87-02380 office,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'sbe', 'win32', '2007'}",ltable_title,1,0@1368#1@1512,0.20027468
7,1369,2007 win32,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'microsoft', 'office', 'sbe', 'w87-02380'}",ltable_title,1,0@1369#1@1512,0.20044754
8,1370,microsoft w87-02380 office sbe,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'win32', '2007'}",ltable_title,1,0@1370#1@1512,0.6167235
9,1371,win32,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,"-{'microsoft', 'office', 'sbe', 'w87-02380', '2007'}",ltable_title,1,0@1371#1@1512,0.024968538
10,1372,microsoft w87-02380 office sbe 2007,,400.34,1512,microsoft w87-02380 office sbe 2007 win32,,400.34,-{'win32'},ltable_title,1,0@1372#1@1512,0.7063189
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,606,microsoft office 2004 professional ( mac ),microsoft,499.99,,,,0@606#1@606,0.108358465
1,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3226,office 2004 professional ( mac ),microsoft,499.99,-{'microsoft'},rtable_title,5,0@606#1@3226,0.19872597
2,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3227,microsoft,microsoft,499.99,"-{'2004', ')', '(', 'office', 'mac', 'professional'}",rtable_title,5,0@606#1@3227,0.002185228
3,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3228,2004 professional ( mac ),microsoft,499.99,"-{'microsoft', 'office'}",rtable_title,5,0@606#1@3228,0.005473758
4,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3229,microsoft office,microsoft,499.99,"-{'2004', ')', '(', 'mac', 'professional'}",rtable_title,5,0@606#1@3229,0.013593679
5,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3230,professional ( mac ),microsoft,499.99,"-{'2004', 'microsoft', 'office'}",rtable_title,5,0@606#1@3230,0.00042727223
6,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3231,microsoft office 2004,microsoft,499.99,"-{')', '(', 'mac', 'professional'}",rtable_title,5,0@606#1@3231,0.053188317
7,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3232,( mac ),microsoft,499.99,"-{'2004', 'microsoft', 'office', 'professional'}",rtable_title,5,0@606#1@3232,1.9887459e-05
8,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3233,microsoft office 2004 professional,microsoft,499.99,"-{')', '(', 'mac'}",rtable_title,5,0@606#1@3233,0.057806116
9,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3234,mac ),microsoft,499.99,"-{'2004', 'microsoft', '(', 'office', 'professional'}",rtable_title,5,0@606#1@3234,0.00048478227
10,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3235,microsoft office 2004 professional (,microsoft,499.99,"-{')', 'mac'}",rtable_title,5,0@606#1@3235,0.06820417
11,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3236,),microsoft,499.99,"-{'2004', 'microsoft', '(', 'office', 'mac', 'professional'}",rtable_title,5,0@606#1@3236,0.0032881768
12,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3237,microsoft office 2004 professional ( mac,microsoft,499.99,-{')'},rtable_title,5,0@606#1@3237,0.08873065
0,2867,microsoft onenote 2007 ( pc ),,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,,,,0@2867#1@2867,0.016739372
1,1363,onenote 2007 ( pc ),,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,-{'microsoft'},ltable_title,1,0@1363#1@2867,0.003438805
2,1364,microsoft,,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{')', '(', '2007', 'onenote', 'pc'}",ltable_title,1,0@1364#1@2867,0.0053879144
3,1365,2007 ( pc ),,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{'microsoft', 'onenote'}",ltable_title,1,0@1365#1@2867,0.0012533721
4,1366,microsoft onenote,,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{')', '(', '2007', 'pc'}",ltable_title,1,0@1366#1@2867,0.0148797445
5,1367,( pc ),,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{'microsoft', '2007', 'onenote'}",ltable_title,1,0@1367#1@2867,0.0011980233
6,1368,microsoft onenote 2007,,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{')', '(', 'pc'}",ltable_title,1,0@1368#1@2867,0.050721455
7,1369,pc ),,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{'microsoft', '(', '2007', 'onenote'}",ltable_title,1,0@1369#1@2867,0.02904964
8,1370,microsoft onenote 2007 (,,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{')', 'pc'}",ltable_title,1,0@1370#1@2867,0.01518067
9,1371,),,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,"-{'microsoft', '(', '2007', 'onenote', 'pc'}",ltable_title,1,0@1371#1@2867,0.00028303583
10,1372,microsoft onenote 2007 ( pc,,99.95,2867,microsoft onenote 2007 ( pc ),,99.95,-{')'},ltable_title,1,0@1372#1@2867,0.03227401
,ltable_id,ltable_title,ltable_manufacturer,ltable_price,rtable_id,rtable_title,rtable_manufacturer,rtable_price,diff,attr_name,attr_pos,id,match_score
0,614,microsoft works suite 2006,microsoft,99.0,614,microsoft works suite 2006,microsoft,99.0,,,,0@614#1@614,0.2685637
1,614,microsoft works suite 2006,microsoft,99.0,3226,works suite 2006,microsoft,99.0,-{'microsoft'},rtable_title,5,0@614#1@3226,0.6893718
2,614,microsoft works suite 2006,microsoft,99.0,3227,microsoft,microsoft,99.0,"-{'works', '2006', 'suite'}",rtable_title,5,0@614#1@3227,0.025230432
3,614,microsoft works suite 2006,microsoft,99.0,3228,suite 2006,microsoft,99.0,"-{'microsoft', 'works'}",rtable_title,5,0@614#1@3228,0.74713933
4,614,microsoft works suite 2006,microsoft,99.0,3229,microsoft works,microsoft,99.0,"-{'suite', '2006'}",rtable_title,5,0@614#1@3229,0.08291304
5,614,microsoft works suite 2006,microsoft,99.0,3230,2006,microsoft,99.0,"-{'microsoft', 'works', 'suite'}",rtable_title,5,0@614#1@3230,0.055309255
6,614,microsoft works suite 2006,microsoft,99.0,3231,microsoft works suite,microsoft,99.0,-{'2006'},rtable_title,5,0@614#1@3231,0.17316419
