,ltable_id,ltable_name,ltable_description,ltable_price,rtable_id,rtable_name,rtable_description,rtable_price,diff,attr_name,attr_pos,id,match_score
11,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1102,camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'digital', 'sony', 'cyber-shot', '7.2', 'megapixel', 'pink'}",rtable_name,5,0@445#1@1102,0.13575993
12,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1103,sony pink cyber-shot 7.2 megapixel digital,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'dscw120p'}",rtable_name,5,0@445#1@1103,0.020977564
13,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1104,dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', 'cyber-shot', '7.2', 'megapixel', 'pink'}",rtable_name,5,0@445#1@1104,0.07961582
14,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1105,sony pink cyber-shot 7.2 megapixel digital camera,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,-{'dscw120p'},rtable_name,5,0@445#1@1105,0.022461366
15,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1106,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,-{'sony'},rtable_description,6,0@445#1@1106,0.019949228
16,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1107,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony,,"-{'image', 'mode', 'camera', 'super', 'digital', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", 'megapixel', '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'cyber-shot', 'optical', '7.2', 'mb', 'pink', 'internal'}",rtable_description,6,0@445#1@1107,0.068093725
17,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1108,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,-{'sony'},rtable_description,6,0@445#1@1108,0.024239805
18,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1109,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink,,"-{'image', 'mode', 'camera', 'super', 'digital', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", 'megapixel', '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'cyber-shot', 'optical', '7.2', 'mb', 'internal'}",rtable_description,6,0@445#1@1109,0.062117036
19,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1110,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'cyber-shot', 'sony'}",rtable_description,6,0@445#1@1110,0.028087262
20,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1111,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot,,"-{'image', 'mode', 'camera', 'super', 'digital', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", 'megapixel', '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'optical', '7.2', 'mb', 'internal'}",rtable_description,6,0@445#1@1111,0.06781811
21,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1112,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'cyber-shot', 'sony'}",rtable_description,6,0@445#1@1112,0.03638469
22,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1113,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2,,"-{'image', 'mode', 'camera', 'super', 'digital', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", 'megapixel', '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1113,0.07852722
23,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1114,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'cyber-shot', 'sony'}",rtable_description,6,0@445#1@1114,0.050777465
24,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1115,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel,,"-{'image', 'mode', 'camera', 'super', 'digital', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1115,0.07992016
25,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1116,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'cyber-shot', 'digital', 'sony'}",rtable_description,6,0@445#1@1116,0.0626188
26,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1117,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital,,"-{'image', 'mode', 'camera', 'super', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1117,0.08254985
27,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1118,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', 'cyber-shot'}",rtable_description,6,0@445#1@1118,0.07961582
28,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1119,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera,,"-{'image', 'mode', 'super', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'dscw120p', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1119,0.08291442
29,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1120,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', 'dscw120p', 'cyber-shot'}",rtable_description,6,0@445#1@1120,0.07961582
30,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1121,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,,"-{'image', 'mode', 'super', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1121,0.08291442
31,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1122,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', 'dscw120p', 'cyber-shot', '7.2'}",rtable_description,6,0@445#1@1122,0.09707559
32,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1123,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2,,"-{'image', 'mode', 'super', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1123,0.09142083
33,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1124,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', 'dscw120p', 'cyber-shot', '7.2', 'megapixel'}",rtable_description,6,0@445#1@1124,0.12100946
34,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1125,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel,,"-{'image', 'mode', 'super', 'detection', 'shutter', '4x', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1125,0.09461992
35,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1126,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', '4x', 'megapixel', 'dscw120p', 'cyber-shot', '7.2'}",rtable_description,6,0@445#1@1126,0.122056566
36,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1127,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x,,"-{'image', 'mode', 'super', 'detection', 'shutter', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'optical', 'mb', 'internal'}",rtable_description,6,0@445#1@1127,0.093493395
37,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1128,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', '4x', 'megapixel', 'dscw120p', 'cyber-shot', 'optical', '7.2'}",rtable_description,6,0@445#1@1128,0.11955985
38,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1129,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical,,"-{'image', 'mode', 'super', 'detection', 'shutter', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'zoom', 'face', 'stabilization', 'steadyshot', '15', 'mb', 'internal'}",rtable_description,6,0@445#1@1129,0.092949085
39,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1130,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', '4x', 'megapixel', 'dscw120p', 'cyber-shot', 'optical', '7.2'}",rtable_description,6,0@445#1@1130,0.1202817
40,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1131,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom,,"-{'image', 'mode', 'super', 'detection', 'shutter', 'memory', 'smile', 'smart', ""'"", '2.5', 'finish', 'tft', 'lcd', 'face', 'stabilization', 'steadyshot', '15', 'mb', 'internal'}",rtable_description,6,0@445#1@1131,0.09874313
41,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1132,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', '4x', 'megapixel', '2.5', 'dscw120p', 'cyber-shot', 'optical', '7.2'}",rtable_description,6,0@445#1@1132,0.111579396
42,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1133,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5,,"-{'image', 'mode', 'super', 'detection', 'shutter', 'memory', 'smile', 'smart', ""'"", 'finish', 'tft', 'lcd', 'face', 'stabilization', 'steadyshot', '15', 'mb', 'internal'}",rtable_description,6,0@445#1@1133,0.1074009
43,445,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,1134,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,,"-{'camera', 'digital', 'sony', '4x', ""'"", 'megapixel', '2.5', 'dscw120p', 'cyber-shot', 'optical', '7.2'}",rtable_description,6,0@445#1@1134,0.105685964
