,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
18,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,North Sound Brewing Company,American Strong Ale,5.60 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Brewing', '8 %']","['North Sound Brewing Company', '5.60 %']",0.29273704,0.70726293,2
17,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,North Sound Here_s Your Damn Amber,Kern River Brewing,Amber Ale,8 %,"('rtable_Beer_Name', 'rtable_Style')","['Kern River Dirty Hippie Imperial Red Ale', 'American Strong Ale']","['North Sound Here_s Your Damn Amber', 'Amber Ale']",0.4364679,0.5635321,2
32,Hop Around Imperial Red Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Barleywine,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Big Bay Brewing Co. .', 'American Amber / Red Ale']","['Hair of the Dog Brewing Company / Brewery and Tasting Room', 'American Barleywine']",0.0803597,0.91964036,2
15,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,North Sound Brewing Company,American Strong Ale,8 %,"('rtable_Brew_Factory_Name',)",['Kern River Brewing'],['North Sound Brewing Company'],0.42628893,0.57371104,2
16,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,North Sound Here_s Your Damn Amber,North Sound Brewing Company,American Strong Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing']","['North Sound Here_s Your Damn Amber', 'North Sound Brewing Company']",0.33109444,0.66890556,2
44,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Howe Sound Brewing,American Strong Ale,8 %,"('rtable_Brew_Factory_Name',)",['Kern River Brewing'],['Howe Sound Brewing'],0.22532772,0.7746722,2
1,El Toro Black Raspberry Ale,El Toro Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .']","['El Toro Black Raspberry Ale', 'El Toro Brewing Co. .']",0.41837674,0.58162326,2
2,El Toro Black Raspberry Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'American Amber / Red Ale']","['El Toro Black Raspberry Ale', 'American Amber / Red Ale']",0.38276872,0.6172313,2
4,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Mooselick Brewing,American Strong Ale,5 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Brewing', '8 %']","['Mooselick Brewing', '5 %']",0.49318343,0.5068165,2
5,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Lickinghole Creek Gentleman Farmer Estate Hop Ale,Kern River Brewing,American Strong Ale,8 %,"('rtable_Beer_Name',)",['Kern River Dirty Hippie Imperial Red Ale'],['Lickinghole Creek Gentleman Farmer Estate Hop Ale'],0.4586116,0.54138833,2
14,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,North Sound Here_s Your Damn Amber,Kern River Brewing,American Strong Ale,8 %,"('rtable_Beer_Name',)",['Kern River Dirty Hippie Imperial Red Ale'],['North Sound Here_s Your Damn Amber'],0.48056453,0.5194354,2
50,Anker Beard Amber,Gro_en Bart Brewery,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .']","['Anker Beard Amber', 'Gro_en Bart Brewery']",0.11193682,0.88806325,2
6,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Lickinghole Creek Gentleman Farmer Estate Hop Ale,Lickinghole Creek Craft Brewery,American Strong Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing']","['Lickinghole Creek Gentleman Farmer Estate Hop Ale', 'Lickinghole Creek Craft Brewery']",0.3371391,0.6628609,2
10,McGuffin Amber Ale,Naked City Taphouse,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .']","['McGuffin Amber Ale', 'Naked City Taphouse']",0.37993124,0.6200688,2
46,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Howe Sound Brewing,American Strong Ale,5 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Brewing', '8 %']","['Howe Sound Brewing', '5 %']",0.2308829,0.7691171,2
45,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Howe Sound Boomer_s Canadian Red Ale,Howe Sound Brewing,American Strong Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing']","['Howe Sound Boomer_s Canadian Red Ale', 'Howe Sound Brewing']",0.4217169,0.5782831,2
33,Hop Around Imperial Red Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Amber / Red Ale,11.50 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Big Bay Brewing Co. .', '9.00 %']","['Hair of the Dog Brewing Company / Brewery and Tasting Room', '11.50 %']",0.29165527,0.70834476,2
47,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Howe Sound Boomer_s Canadian Red Ale,Howe Sound Brewing,Amber Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale']","['Howe Sound Boomer_s Canadian Red Ale', 'Howe Sound Brewing', 'Amber Ale']",0.45919058,0.5408094,3
41,Chalk Rock Amber,Sunriver Brewing Company,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale']","['Chalk Rock Amber', 'Sunriver Brewing Company', 'American Amber / Red Ale']",0.22486001,0.7751399,3
42,Chalk Rock Amber,Sunriver Brewing Company,American Amber / Red Ale,5.60 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', '9.00 %']","['Chalk Rock Amber', 'Sunriver Brewing Company', '5.60 %']",0.42673832,0.5732617,3
51,Anker Beard Amber,Gro_en Bart Brewery,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale']","['Anker Beard Amber', 'Gro_en Bart Brewery', 'American Amber / Red Ale']",0.11193682,0.88806325,3
36,Hop Around Imperial Red Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Barleywine,11.50 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Big Bay Brewing Co. .', 'American Amber / Red Ale', '9.00 %']","['Hair of the Dog Brewing Company / Brewery and Tasting Room', 'American Barleywine', '11.50 %']",0.06678205,0.9332179,3
35,Doggie Claws,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Amber / Red Ale,11.50 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', '9.00 %']","['Doggie Claws', 'Hair of the Dog Brewing Company / Brewery and Tasting Room', '11.50 %']",0.091991305,0.90800864,3
48,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Howe Sound Boomer_s Canadian Red Ale,Howe Sound Brewing,American Strong Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', '8 %']","['Howe Sound Boomer_s Canadian Red Ale', 'Howe Sound Brewing', '5 %']",0.4388337,0.5611663,3
26,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Elysian Men_s Room Summer Gold Ale,Elysian Brewing &#40; AB-InBev &#41;,American Pale Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale']","['Elysian Men_s Room Summer Gold Ale', 'Elysian Brewing &#40; AB-InBev &#41;', 'American Pale Ale']",0.46615344,0.5338466,3
28,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Elysian Men_s Room Summer Gold Ale,Kern River Brewing,American Pale Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'American Strong Ale', '8 %']","['Elysian Men_s Room Summer Gold Ale', 'American Pale Ale', '5.60 %']",0.4152076,0.58479244,3
3,El Toro Black Raspberry Ale,El Toro Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale']","['El Toro Black Raspberry Ale', 'El Toro Brewing Co. .', 'American Amber / Red Ale']",0.41837674,0.58162326,3
27,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Elysian Men_s Room Summer Gold Ale,Elysian Brewing &#40; AB-InBev &#41;,American Strong Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', '8 %']","['Elysian Men_s Room Summer Gold Ale', 'Elysian Brewing &#40; AB-InBev &#41;', '5.60 %']",0.38418505,0.615815,3
52,Anker Beard Amber,Gro_en Bart Brewery,American Amber / Red Ale,5.30 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', '9.00 %']","['Anker Beard Amber', 'Gro_en Bart Brewery', '5.30 %']",0.08651759,0.9134824,3
21,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,North Sound Brewing Company,Amber Ale,5.60 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Kern River Brewing', 'American Strong Ale', '8 %']","['North Sound Brewing Company', 'Amber Ale', '5.60 %']",0.4122754,0.58772457,3
20,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,North Sound Here_s Your Damn Amber,North Sound Brewing Company,American Strong Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', '8 %']","['North Sound Here_s Your Damn Amber', 'North Sound Brewing Company', '5.60 %']",0.40760925,0.5923908,3
19,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,North Sound Here_s Your Damn Amber,North Sound Brewing Company,Amber Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale']","['North Sound Here_s Your Damn Amber', 'North Sound Brewing Company', 'Amber Ale']",0.30511394,0.694886,3
7,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Lickinghole Creek Gentleman Farmer Estate Hop Ale,Lickinghole Creek Craft Brewery,American Pale Ale,8 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale']","['Lickinghole Creek Gentleman Farmer Estate Hop Ale', 'Lickinghole Creek Craft Brewery', 'American Pale Ale']",0.46631986,0.53368014,3
34,Doggie Claws,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Barleywine,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale']","['Doggie Claws', 'Hair of the Dog Brewing Company / Brewery and Tasting Room', 'American Barleywine']",0.03703011,0.9629699,3
12,McGuffin Amber Ale,Naked City Taphouse,American Amber / Red Ale,4.80 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', '9.00 %']","['McGuffin Amber Ale', 'Naked City Taphouse', '4.80 %']",0.1996379,0.8003621,3
11,McGuffin Amber Ale,Naked City Taphouse,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale']","['McGuffin Amber Ale', 'Naked City Taphouse', 'American Amber / Red Ale']",0.37993124,0.6200688,3
8,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Lickinghole Creek Gentleman Farmer Estate Hop Ale,Lickinghole Creek Craft Brewery,American Strong Ale,7.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', '8 %']","['Lickinghole Creek Gentleman Farmer Estate Hop Ale', 'Lickinghole Creek Craft Brewery', '7.50 %']",0.30979076,0.69020927,3
29,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Elysian Men_s Room Summer Gold Ale,Elysian Brewing &#40; AB-InBev &#41;,American Pale Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale', '8 %']","['Elysian Men_s Room Summer Gold Ale', 'Elysian Brewing &#40; AB-InBev &#41;', 'American Pale Ale', '5.60 %']",0.39929217,0.6007079,4
49,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Howe Sound Boomer_s Canadian Red Ale,Howe Sound Brewing,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale', '8 %']","['Howe Sound Boomer_s Canadian Red Ale', 'Howe Sound Brewing', 'Amber Ale', '5 %']",0.45146155,0.5485384,4
13,McGuffin Amber Ale,Naked City Taphouse,American Amber / Red Ale,4.80 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale', '9.00 %']","['McGuffin Amber Ale', 'Naked City Taphouse', 'American Amber / Red Ale', '4.80 %']",0.1996379,0.8003621,4
43,Chalk Rock Amber,Sunriver Brewing Company,American Amber / Red Ale,5.60 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale', '9.00 %']","['Chalk Rock Amber', 'Sunriver Brewing Company', 'American Amber / Red Ale', '5.60 %']",0.42673832,0.5732617,4
37,Doggie Claws,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Barleywine,11.50 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale', '9.00 %']","['Doggie Claws', 'Hair of the Dog Brewing Company / Brewery and Tasting Room', 'American Barleywine', '11.50 %']",0.021345457,0.97865456,4
9,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Lickinghole Creek Gentleman Farmer Estate Hop Ale,Lickinghole Creek Craft Brewery,American Pale Ale,7.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Kern River Dirty Hippie Imperial Red Ale', 'Kern River Brewing', 'American Strong Ale', '8 %']","['Lickinghole Creek Gentleman Farmer Estate Hop Ale', 'Lickinghole Creek Craft Brewery', 'American Pale Ale', '7.50 %']",0.30621544,0.6937846,4
53,Anker Beard Amber,Gro_en Bart Brewery,American Amber / Red Ale,5.30 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Hop Around Imperial Red Ale', 'Big Bay Brewing Co. .', 'American Amber / Red Ale', '9.00 %']","['Anker Beard Amber', 'Gro_en Bart Brewery', 'American Amber / Red Ale', '5.30 %']",0.08651759,0.9134824,4
