,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
61,punch 5 in 1 home design,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,,18.5,"('rtable_manufacturer', 'rtable_price')","['punch software', 35.99]","[nan, 18.5]",0.93195736,0.06804264,2
56,punch 5 in 1 home design,punch ! software,39.99,tune 1000 bee gees songs made famous by the bee gees,punch software,35.99,"('rtable_title',)",['punch software 20100 punch ! 5 in 1 home design'],['tune 1000 bee gees songs made famous by the bee gees'],0.9826797,0.017320268,2
57,punch 5 in 1 home design,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,,35.99,"('rtable_manufacturer',)",['punch software'],[nan],0.83452064,0.1654794,2
58,punch 5 in 1 home design,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,18.5,"('rtable_price',)",[35.99],[18.5],0.9325809,0.067419164,2
45,punch 5 in 1 home design,punch ! software,39.99,autodesk psg 12911-010008-1600a,autodesk psg,35.99,"('rtable_title', 'rtable_manufacturer')","['punch software 20100 punch ! 5 in 1 home design', 'punch software']","['autodesk psg 12911-010008-1600a', 'autodesk psg']",1.0,4.9580966e-09,2
59,punch 5 in 1 home design,punch ! software,39.99,tune 1000 bee gees songs made famous by the bee gees,,35.99,"('rtable_title', 'rtable_manufacturer')","['punch software 20100 punch ! 5 in 1 home design', 'punch software']","['tune 1000 bee gees songs made famous by the bee gees', nan]",0.9937402,0.006259795,2
30,punch 5 in 1 home design,punch ! software,299.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_price',)",[39.99],[299.0],0.78966916,0.2103309,2
28,apple remote desktop 3 10 managed systems,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title',)",['punch 5 in 1 home design'],['apple remote desktop 3 10 managed systems'],0.9923987,0.0076012886,2
1,punch 5 in 1 home design,adobe,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer',)",['punch ! software'],['adobe'],0.9401087,0.059891306,2
2,punch 5 in 1 home design,punch ! software,999.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_price',)",[39.99],[999.0],0.7896692,0.21033077,2
3,adobe after effects professional 7.0,adobe,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer')","['punch 5 in 1 home design', 'punch ! software']","['adobe after effects professional 7.0', 'adobe']",0.99965537,0.0003445784,2
4,adobe after effects professional 7.0,punch ! software,999.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_price')","['punch 5 in 1 home design', 39.99]","['adobe after effects professional 7.0', 999.0]",0.9998512,0.00014874456,2
5,punch 5 in 1 home design,adobe,999.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer', 'ltable_price')","['punch ! software', 39.99]","['adobe', 999.0]",0.9357398,0.06426021,2
67,punch 5 in 1 home design,punch ! software,39.99,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),punch software,41.97,"('rtable_title', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 35.99]","['absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp )', 41.97]",1.0,4.7486438e-12,2
7,crusader kings,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title',)",['punch 5 in 1 home design'],['crusader kings'],0.9527784,0.04722153,2
8,punch 5 in 1 home design,atari,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer',)",['punch ! software'],['atari'],0.8194399,0.18056007,2
9,punch 5 in 1 home design,punch ! software,19.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_price',)",[39.99],[19.99],0.6393108,0.36068925,2
10,crusader kings,atari,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer')","['punch 5 in 1 home design', 'punch ! software']","['crusader kings', 'atari']",0.9993098,0.0006902402,2
11,crusader kings,punch ! software,19.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_price')","['punch 5 in 1 home design', 39.99]","['crusader kings', 19.99]",0.9090758,0.09092415,2
12,punch 5 in 1 home design,atari,19.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer', 'ltable_price')","['punch ! software', 39.99]","['atari', 19.99]",0.80324316,0.19675681,2
29,punch 5 in 1 home design,apple,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer',)",['punch ! software'],['apple'],0.8568863,0.14311369,2
66,punch 5 in 1 home design,punch ! software,39.99,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,35.99,"('rtable_title', 'rtable_manufacturer')","['punch software 20100 punch ! 5 in 1 home design', 'punch software']","['absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp )', nan]",1.0,2.7693364e-12,2
15,punch 5 in 1 home design,broderbund,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer',)",['punch ! software'],['broderbund'],0.79736656,0.20263344,2
16,punch 5 in 1 home design,punch ! software,29.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_price',)",[39.99],[29.99],0.61189866,0.3881014,2
17,the printshop 20,broderbund,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer')","['punch 5 in 1 home design', 'punch ! software']","['the printshop 20', 'broderbund']",0.9999709,2.9099589e-05,2
18,the printshop 20,punch ! software,29.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_price')","['punch 5 in 1 home design', 39.99]","['the printshop 20', 29.99]",0.9834637,0.016536333,2
19,punch 5 in 1 home design,broderbund,29.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer', 'ltable_price')","['punch ! software', 39.99]","['broderbund', 29.99]",0.74868715,0.2513129,2
65,punch 5 in 1 home design,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,41.97,"('rtable_price',)",[35.99],[41.97],0.89935774,0.10064234,2
21,pc cakewalk guitar tracks pro 3,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title',)",['punch 5 in 1 home design'],['pc cakewalk guitar tracks pro 3'],0.99934095,0.00065903337,2
22,punch 5 in 1 home design,cakewalk,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer',)",['punch ! software'],['cakewalk'],0.8141446,0.18585545,2
23,punch 5 in 1 home design,punch ! software,149.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_price',)",[39.99],[149.99],0.65761447,0.3423855,2
24,pc cakewalk guitar tracks pro 3,cakewalk,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer')","['punch 5 in 1 home design', 'punch ! software']","['pc cakewalk guitar tracks pro 3', 'cakewalk']",0.9998493,0.00015071622,2
25,pc cakewalk guitar tracks pro 3,punch ! software,149.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_price')","['punch 5 in 1 home design', 39.99]","['pc cakewalk guitar tracks pro 3', 149.99]",0.99986315,0.00013684231,2
26,punch 5 in 1 home design,cakewalk,149.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_manufacturer', 'ltable_price')","['punch ! software', 39.99]","['cakewalk', 149.99]",0.7811781,0.21882185,2
64,punch 5 in 1 home design,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,,35.99,"('rtable_manufacturer',)",['punch software'],[nan],0.8345205,0.16547942,2
14,the printshop 20,punch ! software,39.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title',)",['punch 5 in 1 home design'],['the printshop 20'],0.98314774,0.016852243,2
60,punch 5 in 1 home design,punch ! software,39.99,tune 1000 bee gees songs made famous by the bee gees,punch software,18.5,"('rtable_title', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 35.99]","['tune 1000 bee gees songs made famous by the bee gees', 18.5]",0.999979,2.1005922e-05,2
62,punch 5 in 1 home design,punch ! software,39.99,tune 1000 bee gees songs made famous by the bee gees,,18.5,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 'punch software', 35.99]","['tune 1000 bee gees songs made famous by the bee gees', nan, 18.5]",0.9994979,0.00050203846,3
34,apple remote desktop 3 10 managed systems,apple,299.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['punch 5 in 1 home design', 'punch ! software', 39.99]","['apple remote desktop 3 10 managed systems', 'apple', 299.0]",0.99995327,4.6718706e-05,3
48,punch 5 in 1 home design,punch ! software,39.99,autodesk psg 12911-010008-1600a,autodesk psg,58.97,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 'punch software', 35.99]","['autodesk psg 12911-010008-1600a', 'autodesk psg', 58.97]",1.0,8.02019e-12,3
41,punch 5 in 1 home design,punch ! software,39.99,ejay dj mix station 3 digital leisure,,29.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 'punch software', 35.99]","['ejay dj mix station 3 digital leisure', nan, 29.99]",0.99774086,0.0022590992,3
27,pc cakewalk guitar tracks pro 3,cakewalk,149.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['punch 5 in 1 home design', 'punch ! software', 39.99]","['pc cakewalk guitar tracks pro 3', 'cakewalk', 149.99]",0.9999968,3.2536968e-06,3
20,the printshop 20,broderbund,29.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['punch 5 in 1 home design', 'punch ! software', 39.99]","['the printshop 20', 'broderbund', 29.99]",0.99999845,1.5929304e-06,3
13,crusader kings,atari,19.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['punch 5 in 1 home design', 'punch ! software', 39.99]","['crusader kings', 'atari', 19.99]",0.9998503,0.00014971614,3
6,adobe after effects professional 7.0,adobe,999.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['punch 5 in 1 home design', 'punch ! software', 39.99]","['adobe after effects professional 7.0', 'adobe', 999.0]",0.9999534,4.656827e-05,3
55,punch 5 in 1 home design,punch ! software,39.99,steinberg cubase studio 4 software educational discount music production software,,179.95,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 'punch software', 35.99]","['steinberg cubase studio 4 software educational discount music production software', nan, 179.95]",1.0,5.8955878e-15,3
69,punch 5 in 1 home design,punch ! software,39.99,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,41.97,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['punch software 20100 punch ! 5 in 1 home design', 'punch software', 35.99]","['absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp )', nan, 41.97]",1.0,6.9977928e-15,3
