,summary,type,latency,match,label,row,prediction
12,"rtable_title/rtable_authors/rtable_venue    0.3
dtype: float64",certa,4.669297940999968,0.0,0.0,1576-262,[1.00000000e+00 1.03773265e-20]
13,"rtable_title      0.666667
rtable_authors    0.666667
rtable_year       0.666667
rtable_venue      0.666667
dtype: float64",certa,5.342479171999912,0.0,1.0,1157-2244,[1.000000e+00 3.411661e-08]
14,"rtable_authors    0.7
rtable_year       0.7
dtype: float64",certa,4.891708858000129,0.0,1.0,1538-873,[1.000000e+00 7.210284e-10]
15,"rtable_title/rtable_authors    0.3
dtype: float64",certa,4.858006278000175,0.0,0.0,2387-1629,[1.00000e+00 5.54604e-17]
16,"ltable_title/ltable_venue    0.4
dtype: float64",certa,4.146045165000032,0.0,0.0,1546-819,[1.0000000e+00 6.0158774e-13]
17,"ltable_authors    1.0
dtype: float64",certa,4.604123254000115,0.0,0.0,1247-807,[1.0000000e+00 5.8903726e-15]
18,"rtable_title      0.0
rtable_authors    0.0
ltable_year       0.0
ltable_venue      0.0
ltable_authors    0.0
ltable_title      0.0
rtable_year       0.0
rtable_venue      0.0
dtype: float64",certa,4.84328797299986,0.0,0.0,1239-1647,[1.0000000e+00 6.0606333e-09]
19,"ltable_title      0.0
ltable_authors    0.0
ltable_venue      0.0
ltable_year       0.0
dtype: float64",certa,5.081387351000558,0.0,0.0,2508-2129,[1.000000e+00 7.391665e-26]
20,"rtable_title      0.0
rtable_authors    0.0
ltable_year       0.0
ltable_venue      0.0
ltable_authors    0.0
ltable_title      0.0
rtable_year       0.0
rtable_venue      0.0
dtype: float64",certa,4.2861737349994655,0.0,0.0,267-1787,[1.0000000e+00 3.7715965e-17]
21,"rtable_title      0.8
rtable_authors    0.8
rtable_year       0.8
rtable_venue      0.8
dtype: float64",certa,5.721759535999809,0.0,1.0,1185-1880,[0.8990649  0.10093507]
22,"ltable_title/ltable_authors    0.9
dtype: float64",certa,3.737515505999909,0.0,0.0,2123-1667,[1.0000000e+00 1.5194276e-10]
23,"ltable_venue      0.8
ltable_year       0.8
ltable_authors    0.8
dtype: float64",certa,5.220904693999728,0.0,1.0,300-1742,[1.0000000e+00 1.5092666e-17]
24,"rtable_year     0.6
rtable_venue    0.6
dtype: float64",certa,4.510416027999781,0.0,1.0,1972-778,[0.97791207 0.0220879 ]
25,"ltable_title      0.0
ltable_authors    0.0
ltable_venue      0.0
ltable_year       0.0
dtype: float64",certa,4.654638746999808,0.0,0.0,1034-1046,[1.0000000e+00 3.3575393e-15]
26,"ltable_title    0.4
dtype: float64",certa,4.64694992800014,0.0,0.0,1009-835,[1.0000000e+00 9.1428065e-14]
27,"ltable_title/ltable_authors    0.6
dtype: float64",certa,5.663807586000075,1.0,1.0,469-1531,[0.2342819 0.7657181]
28,"rtable_title    0.1
dtype: float64",certa,4.732066382000085,0.0,0.0,746-48,[1.0000000e+00 2.6620885e-22]
29,"rtable_venue      0.7
rtable_year       0.7
rtable_authors    0.7
dtype: float64",certa,4.7035384290002185,0.0,1.0,1681-531,[1.0000000e+00 2.3193607e-11]
30,"rtable_title/rtable_authors    0.1
rtable_title/rtable_venue      0.1
dtype: float64",certa,5.240601126000001,0.0,0.0,2315-400,[1.0000000e+00 3.6541458e-26]
31,"ltable_title/ltable_authors/ltable_venue    0.3
dtype: float64",certa,5.233112185999744,0.0,0.0,343-704,[1.0000000e+00 2.0728412e-22]
32,"rtable_venue      0.7
rtable_year       0.7
rtable_authors    0.7
dtype: float64",certa,4.576630233000287,0.0,1.0,287-1915,[1.000000e+00 8.607977e-18]
33,"ltable_title/ltable_authors    0.2
dtype: float64",certa,5.1868456769998375,0.0,0.0,2404-1579,[1.0000000e+00 4.6000124e-21]
34,"rtable_title/rtable_authors    0.777778
dtype: float64",certa,5.194333250999989,0.0,0.0,1086-1216,[1.00000e+00 9.64456e-18]
35,"ltable_title/ltable_authors/ltable_venue    0.4
dtype: float64",certa,4.606427488999543,0.0,0.0,727-306,[1.0000000e+00 1.6125762e-22]
36,"ltable_title/ltable_year    0.5
dtype: float64",certa,5.092481251999743,0.0,0.0,198-445,[1.0000000e+00 3.9114232e-26]
37,"ltable_title/ltable_authors/ltable_venue    0.2
dtype: float64",certa,5.202260189000299,0.0,0.0,290-942,[1.000000e+00 1.194982e-15]
38,"rtable_authors    0.636364
rtable_venue      0.636364
rtable_year       0.636364
dtype: float64",certa,3.89520964500025,0.0,1.0,1684-1381,[1.0000000e+00 6.1228995e-09]
39,"ltable_title/ltable_authors    0.4
dtype: float64",certa,4.041698050999912,0.0,0.0,1310-1313,[1.0000000e+00 4.8521215e-08]
40,"rtable_authors    1.0
rtable_year       1.0
dtype: float64",certa,5.691068290999283,0.0,1.0,1613-2015,[1.0000000e+00 1.5789285e-20]
41,"ltable_title    0.3
dtype: float64",certa,4.868543960000352,0.0,0.0,1119-1114,[1.000000e+00 5.651265e-24]
42,"ltable_authors    0.727273
ltable_venue      0.727273
ltable_year       0.727273
dtype: float64",certa,5.2654081330001645,0.0,1.0,1221-1616,[1.0000000e+00 1.5146184e-14]
43,"rtable_venue    0.5
dtype: float64",certa,3.812012894999498,0.0,0.0,470-2126,[1.000000e+00 2.744139e-09]
44,"ltable_authors    0.545455
ltable_venue      0.545455
ltable_year       0.545455
dtype: float64",certa,5.587436080000771,0.0,1.0,1841-397,[1.00000000e+00 1.13415495e-17]
45,"rtable_title    0.6
dtype: float64",certa,3.7538633000003756,0.0,0.0,805-1666,[1.0000000e+00 7.0406023e-09]
46,"ltable_title    0.5
dtype: float64",certa,5.54703765999966,0.0,0.0,256-1031,[1.0000000e+00 4.4663673e-13]
47,"ltable_title    0.6
dtype: float64",certa,6.142763150000064,0.0,0.0,1321-902,[1.0000000e+00 7.7323275e-23]
48,"ltable_title    0.2
dtype: float64",certa,4.710820661999605,0.0,0.0,1228-943,[1.0000000e+00 6.2434636e-23]
49,"rtable_title/rtable_venue    0.3
dtype: float64",certa,4.512730788000226,0.0,0.0,1016-1983,[1.000000e+00 7.179528e-22]
