,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,match,label
18,1239,partitioned garbage collection of large object store 1997,"barbara liskov , umesh maheshwari",sigmod conference,,1647,partition selection policies in object database garbage collection international conference on management of data,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",,1994.0,6.0606333e-09,0
19,2508,tods reviewers richard t. snodgrass sigmod record 2003,,,,2129,book reviews acm sigmod record 2003,,,,7.391665e-26,0
20,267,lambda-db : an odmg-based object-oriented dbms 2000,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,,1787,query unnesting in object-oriented databases international conference on management of data,leonidas fegaras,,1998.0,3.7715965e-17,0
21,1185,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,1880,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,0.10093507,1
22,2123,the wasa2 object-oriented workflow management system sigmod conference 1999,"mathias weske , gottfried vossen",,,1667,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",international conference on management of data,1994.0,1.5194276e-10,0
23,300,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,,,1742,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,1.5092666e-17,1
24,1972,binding propagation in disjunctive databases vldb 1998,sergio greco,,,778,binding propagation in disjunctive databases sergio greco,,very large data bases,1998.0,0.022087896,1
25,1034,optimizing multi-feature queries for image databases vldb 2000,"ulrich güntzer , werner kießling , wolf-tilo balke",,,1046,"querying multiple features of groups in relational databases damianos chatziantoniou , kenneth a. ross 1996",,very large data bases,,3.3575393e-15,0
26,1009,distance-based outliers : algorithms and applications vldb j. 2000,"v. tucakov , raymond t. ng , edwin m. knorr",,,835,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,9.1428065e-14,0
27,469,infoharness : a system for search and retrieval of heterogeneous information,"amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",sigmod conference,1995.0,1531,"infoharness : a system for search and retrieval of heterogeneous information leon shklar , amit sheth , vipul kashyap , satish thatte",,international conference on management of data,1995.0,0.7657181,1
28,746,lore : a lightweight object repository for semistructured data 1996,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,,48,"storing semistructured data with stored alin deutsch , mary fernandez , dan suciu international conference on management of data 1999",,,,2.6620885e-22,0
29,1681,sql/xml is making good progress sigmod record,"andrew eisenberg , jim melton",,2002.0,531,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record",,,2002.0,2.3193607e-11,1
30,2315,"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996",,,,400,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data",,,2000.0,3.6541458e-26,0
31,343,"outlier detection for high dimensional data charu c. aggarwal , philip s. yu 2001",,sigmod conference,,704,"hd-eye : visual clustering of high dimensional data alexander hinneburg , daniel a. keim , markus wawryniuk international conference on management of data",,,2002.0,2.0728412e-22,0
32,287,converting relational to object-oriented databases sigmod record 1997,joseph fong,,,1915,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,8.607977e-18,1
33,2404,a database model for object dynamics vldb j. 1997,"mike p. papazoglou , bernd j. krämer",,,1579,an annotated bibliography of benchmarks for object databases akmal b. chaudhri acm sigmod record,,,1995.0,4.6000124e-21,0
34,1086,editorial vldb j.,"peter m. g. apers , stefano ceri , richard t. snodgrass",,2002.0,1216,"guest editorial paolo atzeni , alberto o. mendelzon the vldb journal -- the international journal on very large data bases 2000",,,,9.64456e-18,0
35,727,rate-based query optimization for streaming information sources sigmod conference 2002,"jeffrey f. naughton , stratis viglas",,,306,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,,1.6125762e-22,0
36,198,"effective timestamping in databases christian s. jensen , kristian torp , richard t. snodgrass vldb j. 2000",,,,445,"efficient and cost-effective techniques for browsing and indexing large video databases junghwan oh , kien a. hua 2000",,international conference on management of data,,3.9114232e-26,0
37,290,efficient computation of iceberg cubes with complex measures 2001,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,,942,"fast computation of sparse datacubes kenneth a. ross , divesh srivastava 1997",,very large data bases,,1.194982e-15,0
38,1684,"social , educational , and governmental change enabled through information technology vldb","michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",,2000.0,1381,"social , educational , and governmental change enabled through information technology very large data bases 2000","krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",,,6.1228995e-09,1
39,1310,describing semistructured data sigmod record,luca cardelli,,2001.0,1313,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001.0,4.8521215e-08,0
40,1613,"transparent mid-tier database caching in sql server per-åke larson , jingren zhou , jonathan goldstein 2003",,sigmod conference,,2015,transparent mid-tier database caching in sql server international conference on management of data 2003,"per - &#197; ke larson , jonathan goldstein , jingren zhou",,,1.5789285e-20,1
41,1119,an annotated bibliography on real-time database systems 1995,özgür ulusoy,sigmod record,,1114,promises and realities of active database systems very large data bases 1995,"eric simon , angelika kotz dittrich",,,5.651265e-24,0
42,1221,coss : the common object services specifications sigmod conference 1994,bruce e. martin,,,1616,coss : the common object services specifications bruce e. martin international conference on management of data,,,1994.0,1.5146184e-14,1
43,470,a database system for real-time event aggregation in telecommunication vldb,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",,1998.0,2126,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",acm sigmod record,2003.0,2.744139e-09,0
44,1841,anatomy of a real e-commerce system anant jhingran sigmod conference 2000,,,,397,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,,,,1.13415495e-17,1
45,805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995.0,1666,ptool : a scalable persistent object manager international conference on management of data,"r. l. grossman , x. qin",,1994.0,7.0406023e-09,0
46,256,"incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998",,,,1031,multiple-view self-maintenance in data warehousing environments nam huyn,,very large data bases,1997.0,4.4663673e-13,0
47,1321,xquery : a query language for xml donald d. chamberlin 2003,,sigmod conference,,902,a graphical query language for mobile information systems 2003,ya-hui chang,acm sigmod record,,7.7323275e-23,0
48,1228,"answering xml queries on heterogeneous data sources ioana manolescu , donald kossmann , daniela florescu vldb",,,2001.0,943,merging ranks from heterogeneous internet sources very large data bases,"luis gravano , hector garcia-molina",,1997.0,6.2434636e-23,0
49,1016,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,1983,static detection of security flaws in object-oriented databases international conference on management of data 1996,keishi tajima,,,7.179528e-22,0
