,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,match
20,1084,merge replication in microsoft 's sql server 7.0,b hammond,sigmod conference,1999,26734,data cleaning in microsoft sql server 2005,"s chaudhuri , k ganjam , v ganti , r kapoor , v","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0,0.05299966409802437
21,1883,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,15003,"j , hammer , j. widom . view maintenance in a warehousing environment","y zhuge , h garcia-molina",proc . of the acm sigmod intl. conf . on management of,,0.05293380841612816
22,2036,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,47255,keyword search in databases,sv rajnikant,,,0.04631512984633446
23,2588,guest editor 's introduction,,,2002,7916,guest editorial,c allocchio,"computer networks ,",2000.0,0.07124364376068115
24,1435,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,59475,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation",se reduction,"ieee transactions on knowledge and data engineering ,",2004.0,0.04929572343826294
25,800,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"l liu , c pu , d buttler , w han , h paques , w tang",sigmod conference,2000,29677,mocha : a self-extensible database middleware system for distributed data sources,"m rodrä ± guez-martä ± nez , n roussopoulos","proceedings of the acm sigmod international conference on & hellip ; ,",2000.0,0.057428739964962006
26,806,metadata for multimedia documents,"k bіhm , t rakow",sigmod record,1994,6887,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,0.05191415920853615
27,925,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000,52718,sentinel : an object-oriented dbms with event-based rules .,"acms anthology , p edition",,,0.05090104043483734
28,1856,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,43531,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,0.0529225617647171
29,74,database research at the university of illinois at urbana-champaign,"m winslett , k chang , a doan , j han , c zhai , y zhou",sigmod record,2002,40649,"university of illinois , urbana",ms bsee,"ph. d. , university of california , santa",,0.0482502318918705
30,2538,an introduction to spatial database systems,r gќting,vldb j.,1994,15659,introduction to a system for distributed databases ( sdd-1 ),"jb rothnie jr , pa bernstein , s fox , n goodman , m","acm transactions on database systems ( tods ) ,",1980.0,0.04721647500991821
31,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,6261,beyond market : generalizing association rules to correlations,"s brin , r motwani , c silverstein","processing of the acm sigmod conference ,",,0.05180472135543823
32,1391,local dimensionality reduction : a new approach to indexing high dimensional spaces,"k chakrabarti , s mehrotra",vldb,2000,10963,locally adaptive dimensionality reduction for indexing large time series databases,"e keogh , k chakrabarti , s mehrotra , m pazzani","sigmod conference ,",2001.0,0.047130584716796875
33,2113,processing sliding window multi-joins in continuous queries over data streams,"l golab , m жzsu",vldb,2003,4298,continuous queries over data streams,"s balu , j widom",,,0.045880433171987534
34,997,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,53122,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0,0.04666350781917572
35,667,advances in real-time database systems research,a bestavros,sigmod record,1996,8795,special issue on real-time database systems,a bestavros,"sigmod record ,",,0.06814565509557724
36,2076,mixed mode xml query processing,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",vldb,2003,38242,compensation-based on-line query processing,"v srinivasan , mj carey","proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0,0.04750700667500496
37,425,editor 's notes,m franklin,sigmod record,1998,50887,editor 's notes,rh silkman,"new directions for program evaluation ,",,0.05447859689593315
38,1487,metu interoperable database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,1996,16499,modern database systems,w kimâ ? ¦,,1995.0,0.04498511925339699
39,1785,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,42348,xml query processing,"d florescu , d kossmann","data engineering , 2004 . proceedings . 20th international",,0.049927107989788055
40,1357,"set containment joins : the good , the bad and the ugly","k ramasamy , j patel , j naughton , r kaushik",vldb,2000,50278,"data management in ecommerce : the good , the bad , and the ugly",a gal,,,0.05180315300822258
41,1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,55264,mining association rules between sets ofitems in large databases,"r agrawal , t imielinski , a swami","conference on management of data . washington ,",,0.05150174722075462
42,2213,generic database cost models for hierarchical memory systems,"s manegold , p boncz , m kersten",vldb,2002,26608,generalized search trees for database systems,"jm hellerstein , jf naughton , a pfeffer","vldb ,",1995.0,0.051133327186107635
43,2388,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,27440,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori","acm transactions on database systems ,",2003.0,0.04607422649860382
44,2510,an experimental system for object-based sharing in federated databases,"d fang , s ghandeharizadeh",vldb j.,1996,18329,a dynamic model for conceptual clustering in object-oriented databases,"q li , j smith","proc . of vldb ,",,0.051910050213336945
45,479,reminiscences on influential papers,,,1999,14191,reminiscences on influential papers,e bertino,"acm transactions on database systems ,",1976.0,0.05645718052983284
46,670,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,2835,"andb . eftring , deeds : towards a distributed and active real-time database systems","sf andler , j hansson , j eriksson , j mellin , m","acm sigmod record ,",,0.9490634799003601
