,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
18,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Noble Ale Works Alpha Red,Laurelwood Public House & Brewery,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'American Strong Ale', '8.60 %']","['Noble Ale Works Alpha Red', 'American Strong Ale', '7.20 %']",0.4698503,0.53014976,3
17,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Noble Ale Works Alpha Red,Noble Ale Works,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', '8.60 %']","['Noble Ale Works Alpha Red', 'Noble Ale Works', '7.20 %']",0.106013976,0.89398605,3
31,Hurluberlue,Microbrasserie Aux Fous Brassant,American Amber / Red Ale,8.20 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Lavery Imperial Red Ale', 'Lavery Brewing Company', 'American Amber / Red Ale']","['Hurluberlue', 'Microbrasserie Aux Fous Brassant', 'American Amber / Red Ale']",0.22929968,0.7707004,3
10,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Andrews Leatherwood Red,Andrews Brewing Company,American Strong Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', '8.60 %']","['Andrews Leatherwood Red', 'Andrews Brewing Company', '5.60 %']",0.4958342,0.50416577,3
9,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Andrews Leatherwood Red,Andrews Brewing Company,Amber Ale,8.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale']","['Andrews Leatherwood Red', 'Andrews Brewing Company', 'Amber Ale']",0.35099387,0.6490061,3
36,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Big Boss Miss Charlotte,Big Boss Brewing Company,American Pale Ale,8.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale']","['Big Boss Miss Charlotte', 'Big Boss Brewing Company', 'American Pale Ale']",0.36158437,0.63841563,3
6,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,St Peters Amarillo Ale,Laurelwood Public House & Brewery,Golden Ale/Blond Ale,4.80 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'American Strong Ale', '8.60 %']","['St Peters Amarillo Ale', 'Golden Ale/Blond Ale', '4.80 %']",0.3278718,0.6721282,3
5,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,St Peters Amarillo Ale,St Peters &#40; UK &#41;,American Strong Ale,4.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', '8.60 %']","['St Peters Amarillo Ale', 'St Peters &#40; UK &#41;', '4.80 %']",0.29266322,0.7073368,3
4,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,St Peters Amarillo Ale,St Peters &#40; UK &#41;,Golden Ale/Blond Ale,8.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale']","['St Peters Amarillo Ale', 'St Peters &#40; UK &#41;', 'Golden Ale/Blond Ale']",0.34404713,0.6559529,3
37,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Big Boss Miss Charlotte,Big Boss Brewing Company,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', '8.60 %']","['Big Boss Miss Charlotte', 'Big Boss Brewing Company', '7.20 %']",0.44811028,0.5518897,3
32,Hurluberlue,Microbrasserie Aux Fous Brassant,American Amber / Red Ale,5.00 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Lavery Imperial Red Ale', 'Lavery Brewing Company', '8.20 %']","['Hurluberlue', 'Microbrasserie Aux Fous Brassant', '5.00 %']",0.49010655,0.5098935,3
19,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Noble Ale Works Alpha Red,Noble Ale Works,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale', '8.60 %']","['Noble Ale Works Alpha Red', 'Noble Ale Works', 'American Strong Ale', '7.20 %']",0.106013976,0.89398605,4
27,Tangle Foot Red,Ironworks Brewpub,American Amber / Red Ale,6.20 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Lavery Imperial Red Ale', 'Lavery Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Tangle Foot Red', 'Ironworks Brewpub', 'American Amber / Red Ale', '6.20 %']",0.39907336,0.60092664,4
11,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Andrews Leatherwood Red,Andrews Brewing Company,Amber Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale', '8.60 %']","['Andrews Leatherwood Red', 'Andrews Brewing Company', 'Amber Ale', '5.60 %']",0.30062652,0.6993734,4
7,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,St Peters Amarillo Ale,St Peters &#40; UK &#41;,Golden Ale/Blond Ale,4.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale', '8.60 %']","['St Peters Amarillo Ale', 'St Peters &#40; UK &#41;', 'Golden Ale/Blond Ale', '4.80 %']",0.35239613,0.6476038,4
33,Hurluberlue,Microbrasserie Aux Fous Brassant,American Amber / Red Ale,5.00 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Lavery Imperial Red Ale', 'Lavery Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Hurluberlue', 'Microbrasserie Aux Fous Brassant', 'American Amber / Red Ale', '5.00 %']",0.49010655,0.5098935,4
38,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Big Boss Miss Charlotte,Big Boss Brewing Company,American Pale Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Laurelwood Organic Deranger Imperial Red Ale', 'Laurelwood Public House & Brewery', 'American Strong Ale', '8.60 %']","['Big Boss Miss Charlotte', 'Big Boss Brewing Company', 'American Pale Ale', '7.20 %']",0.43293983,0.5670602,4
