,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
95,,Grateful Dog,Ballast Point Brewing Company,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Grateful Dog', '10.00 %']",1,0,0.48945418,0.5105458,2
94,,Grateful Dog,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Grateful Dog', 'American Barleywine']",1,0,0.49276513,0.5072349,2
51,,Three Sheets Barleywine ( Syrah Barrel Aged ),Ballast Point Brewing Company,American Barleywine,9.00 %,13 Virtues Mob Barleywine,Tighthead Brewing Company,Barley Wine,9 %,"('rtable_Beer_Name', 'rtable_ABV')","['Tighthead Barrel Aged Old Kaya Dog Barleywine', '10.30 %']","['13 Virtues Mob Barleywine', '9 %']",1,0,0.38395116,0.6160489,2
52,,Olde School Barleywine,Dogfish Head Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Olde School Barleywine', 'Dogfish Head Brewery']",1,0,0.2579724,0.7420277,2
53,,Olde School Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Olde School Barleywine', 'American Barleywine']",1,0,0.42958924,0.57041067,2
54,,Olde School Barleywine,Ballast Point Brewing Company,American Barleywine,15.04 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Olde School Barleywine', '15.04 %']",1,0,0.31516,0.68484,2
93,,Grateful Dog,Napa Smith Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Grateful Dog', 'Napa Smith Brewery']",1,0,0.43540004,0.5646,2
59,,Thomas Hooker Old Marley Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],['Thomas Hooker Old Marley Barleywine'],1,0,0.26284122,0.73715883,2
60,,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Thomas Hooker Old Marley Barleywine', 'Thomas Hooker Brewing Company']",1,0,0.12928383,0.8707162,2
61,,Thomas Hooker Old Marley Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Thomas Hooker Old Marley Barleywine', 'American Barleywine']",1,0,0.19135866,0.8086413,2
62,,Thomas Hooker Old Marley Barleywine,Ballast Point Brewing Company,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Thomas Hooker Old Marley Barleywine', '10.00 %']",1,0,0.205186,0.79481405,2
88,,Old Kaya Dog,Ballast Point Brewing Company,American Barleywine,10.30 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Old Kaya Dog', '10.30 %']",1,0,0.35145423,0.6485457,2
127,,Town Hall Festivus 2014,Ballast Point Brewing Company,American Barleywine,6.10,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Town Hall Festivus 2014', '6.10']",1,0,0.4305609,0.5694391,2
87,,Old Kaya Dog,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Old Kaya Dog', 'American Barleywine']",1,0,0.4216223,0.5783777,2
86,,Old Kaya Dog,Tighthead Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Old Kaya Dog', 'Tighthead Brewing Company']",1,0,0.27664104,0.723359,2
67,,Old Herb Barleywine,Southampton Publick House,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Old Herb Barleywine', 'Southampton Publick House']",1,0,0.44303638,0.55696356,2
81,,Antares Barleywine,Ballast Point Brewing Company,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Antares Barleywine', '10.00 %']",1,0,0.34208718,0.6579128,2
72,,Chessie Barleywine,Union Craft Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Chessie Barleywine', 'Union Craft Brewing Company']",1,0,0.19603188,0.80396813,2
73,,Chessie Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Chessie Barleywine', 'American Barleywine']",1,0,0.33878475,0.6612152,2
74,,Chessie Barleywine,Ballast Point Brewing Company,American Barleywine,9.80 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Chessie Barleywine', '9.80 %']",1,0,0.2847947,0.7152054,2
107,,Town Hall Festivus,Minneapolis Town Hall Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus', 'Minneapolis Town Hall Brewery']",1,0,0.3605603,0.6394397,2
109,,Town Hall Festivus 2014,Minneapolis,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis']",1,0,0.48200312,0.5179969,2
79,,Antares Barleywine,Antares,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Antares Barleywine', 'Antares']",1,0,0.34914225,0.65085775,2
12,,Thomas Hooker Old Marley Barleywine,Ballast Point Brewing Company,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Thomas Hooker Old Marley Barleywine', '10.00 %']",1,0,0.205186,0.79481405,2
118,,Town Hall Festivus 2014,Ballast Point Brewing Company,Irish,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Town Hall Festivus 2014', 'Irish']",1,0,0.4010944,0.5989057,2
17,,Old Herb Barleywine,Southampton Publick House,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Old Herb Barleywine', 'Southampton Publick House']",1,0,0.44303638,0.55696356,2
117,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.3963883,0.6036117,2
123,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.39638826,0.6036117,2
115,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.3963883,0.6036117,2
126,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery']",1,0,0.39638826,0.6036117,2
9,,Thomas Hooker Old Marley Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],['Thomas Hooker Old Marley Barleywine'],1,0,0.26284122,0.73715883,2
11,,Thomas Hooker Old Marley Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Thomas Hooker Old Marley Barleywine', 'American Barleywine']",1,0,0.19135866,0.8086413,2
10,,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Thomas Hooker Old Marley Barleywine', 'Thomas Hooker Brewing Company']",1,0,0.12928383,0.8707162,2
31,,Antares Barleywine,Ballast Point Brewing Company,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Antares Barleywine', '10.00 %']",1,0,0.34208718,0.6579128,2
22,,Chessie Barleywine,Union Craft Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Chessie Barleywine', 'Union Craft Brewing Company']",1,0,0.19603188,0.80396813,2
4,,Olde School Barleywine,Ballast Point Brewing Company,American Barleywine,15.04 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Olde School Barleywine', '15.04 %']",1,0,0.31516,0.68484,2
24,,Chessie Barleywine,Ballast Point Brewing Company,American Barleywine,9.80 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Chessie Barleywine', '9.80 %']",1,0,0.2847947,0.7152054,2
3,,Olde School Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Olde School Barleywine', 'American Barleywine']",1,0,0.42958924,0.57041067,2
113,,Town Hall Festivus 2014,Minneapolis Town Hall,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis Town Hall']",1,0,0.3039004,0.69609964,2
2,,Olde School Barleywine,Dogfish Head Brewery,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Olde School Barleywine', 'Dogfish Head Brewery']",1,0,0.2579724,0.7420277,2
111,,Town Hall Festivus 2014,Minneapolis Town,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Town Hall Festivus 2014', 'Minneapolis Town']",1,0,0.31735444,0.68264556,2
1,,Three Sheets Barleywine ( Syrah Barrel Aged ),Ballast Point Brewing Company,American Barleywine,9.00 %,13 Virtues Mob Barleywine,Tighthead Brewing Company,Barley Wine,9 %,"('rtable_Beer_Name', 'rtable_ABV')","['Tighthead Barrel Aged Old Kaya Dog Barleywine', '10.30 %']","['13 Virtues Mob Barleywine', '9 %']",1,0,0.38395116,0.6160489,2
29,,Antares Barleywine,Antares,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Antares Barleywine', 'Antares']",1,0,0.34914225,0.6508578,2
30,,Antares Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Antares Barleywine', 'American Barleywine']",1,0,0.40482593,0.5951741,2
23,,Chessie Barleywine,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Chessie Barleywine', 'American Barleywine']",1,0,0.3387848,0.6612152,2
124,,Town Hall Festivus 2014,Ballast Point Brewing Company,American Barleywine,%,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Town Hall Festivus 2014', '%']",1,0,0.3005989,0.69940114,2
108,,Town Hall Festivus,Minneapolis Town Hall Brewery,American Barleywine,6.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Town Hall Festivus', 'Minneapolis Town Hall Brewery', '6.10 %']",1,0,0.33420935,0.6657907,3
84,,Antares Barleywine,Ballast Point Brewing Company,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine', '9.00 %']","['Antares Barleywine', 'American Barleywine', '10.00 %']",1,0,0.43639025,0.5636098,3
82,,Antares Barleywine,Antares,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', 'American Barleywine']","['Antares Barleywine', 'Antares', 'American Barleywine']",1,0,0.29035103,0.7096489,3
125,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,%,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery', '%']",1,0,0.27284637,0.72715366,3
83,,Antares Barleywine,Antares,American Barleywine,10.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Antares Barleywine', 'Antares', '10.00 %']",1,0,0.32450852,0.67549145,3
119,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,Irish,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', 'American Barleywine']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery', 'Irish']",1,0,0.39422667,0.6057733,3
89,,Old Kaya Dog,Tighthead Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', 'American Barleywine']","['Old Kaya Dog', 'Tighthead Brewing Company', 'American Barleywine']",1,0,0.30143952,0.69856054,3
90,,Old Kaya Dog,Tighthead Brewing Company,American Barleywine,10.30 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Old Kaya Dog', 'Tighthead Brewing Company', '10.30 %']",1,0,0.23490904,0.76509094,3
91,,Old Kaya Dog,Ballast Point Brewing Company,American Barleywine,10.30 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine', '9.00 %']","['Old Kaya Dog', 'American Barleywine', '10.30 %']",1,0,0.40788233,0.59211767,3
120,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,6.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery', '6.10 %']",1,0,0.3561241,0.6438759,3
116,,Town Hall Festivus 2014,Minneapolis Town Hall Brewery,American Barleywine,6.10 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company', '9.00 %']","['Town Hall Festivus 2014', 'Minneapolis Town Hall Brewery', '6.10 %']",1,0,0.35612413,0.6438759,3
