,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
71,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
70,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson ,",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson ,', 1996]",0.054597437381744385,0.9454025626182556,3
79,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,joakim eriksson,international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson', 1996]",0.06543612480163574,0.9345638751983643,3
108,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
107,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,", jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', ', jörgen hansson', 1996]",0.05711907148361206,0.9428809285163879,3
41,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
19,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin ,",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin ,', 1996]",0.04621541500091553,0.9537845849990845,3
118,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.04782527685165405,0.952174723148346,3
17,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
16,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,jörgen hansson,international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'jörgen hansson', 1996]",0.060343146324157715,0.9396568536758423,3
119,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database', 'sigmod record', 1996]",0.21039754152297974,0.7896024584770203,3
14,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
