,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
20,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,8.88,"('rtable_price',)",[9.99],[8.88],1,0,0.008333745,0.99166626,2
19,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,f8n132-blk,9.99,"('rtable_modelno',)",['icon4-blk'],['f8n132-blk'],1,0,0.0019637444,0.9980363,2
18,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,belkin,icon4-blk,9.99,"('rtable_brand',)",['motion systems'],['belkin'],1,0,0.002402108,0.9975979,2
17,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,general,motion systems,icon4-blk,9.99,"('rtable_category',)",['bags cases'],['general'],1,0,0.36043456,0.6395654,2
16,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,8.88,"('rtable_price',)",[9.99],[8.88],1,0,0.008333745,0.99166626,2
15,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,f8n132-blk,9.99,"('rtable_modelno',)",['icon4-blk'],['f8n132-blk'],1,0,0.0019637435,0.9980363,2
14,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,belkin,icon4-blk,9.99,"('rtable_brand',)",['motion systems'],['belkin'],1,0,0.002402108,0.9975979,2
13,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,8.88,"('rtable_price',)",[9.99],[8.88],1,0,0.008333745,0.99166626,2
12,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,f8n132-blk,9.99,"('rtable_modelno',)",['icon4-blk'],['f8n132-blk'],1,0,0.0019637444,0.9980363,2
11,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,belkin,icon4-blk,9.99,"('rtable_brand',)",['motion systems'],['belkin'],1,0,0.002402108,0.9975979,2
10,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,9.99,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_price',)",[8.88],[9.99],1,0,0.0039047105,0.99609536,2
9,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,icon4-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_modelno',)",['f8n132-blk'],['icon4-blk'],1,0,0.008836064,0.99116397,2
8,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,motion systems,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_brand',)",['belkin'],['motion systems'],1,0,0.0015748224,0.99842525,2
7,,icon-icon4-blk neoprene notebook sleeve black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_title',)",['belkin 10.2 netbook neoprene sleeve - black'],['icon-icon4-blk neoprene notebook sleeve black'],1,0,0.0022299637,0.9977701,2
6,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,9.99,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_price',)",[8.88],[9.99],1,0,0.0039047087,0.99609536,2
5,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,icon4-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_modelno',)",['f8n132-blk'],['icon4-blk'],1,0,0.008836064,0.99116397,2
4,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,motion systems,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_brand',)",['belkin'],['motion systems'],1,0,0.0015748224,0.99842525,2
3,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,9.99,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_price',)",[8.88],[9.99],1,0,0.0039047087,0.99609536,2
2,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,icon4-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_modelno',)",['f8n132-blk'],['icon4-blk'],1,0,0.008836064,0.99116397,2
1,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,motion systems,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,9.99,"('ltable_brand',)",['belkin'],['motion systems'],1,0,0.0015748224,0.99842525,2
30,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,f8n132-blk,9.99,"('rtable_modelno',)",['icon4-blk'],['f8n132-blk'],1,0,0.0019637435,0.9980363,2
31,,belkin 10.2 netbook neoprene sleeve - black,electronics - general,belkin,f8n132-blk,8.88,icon-icon4-blk neoprene notebook sleeve black,bags cases,motion systems,icon4-blk,8.88,"('rtable_price',)",[9.99],[8.88],1,0,0.008333745,0.99166626,2
