,summary,type,latency,match,label,row,prediction
22,"ltable_name/ltable_description    0.4
dtype: float64",certa,1.489108750000014,0.0,0.0,427-146,[0.99880326 0.0011967 ]
23,"ltable_description    0.5
dtype: float64",certa,0.8327349629998935,0.0,0.0,955-194,[9.9999869e-01 1.3104941e-06]
24,"rtable_name/rtable_description    0.3
dtype: float64",certa,1.3055935369998224,0.0,0.0,462-273,[0.81433916 0.18566081]
25,"rtable_name     0.0
rtable_price    0.0
ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.3199289049998697,0.0,0.0,334-179,[0.9908751  0.00912493]
26,"ltable_price    0.6
dtype: float64",certa,1.0619028800001615,0.0,1.0,599-545,[9.999454e-01 5.456377e-05]
27,"ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.8770786599998246,0.0,0.0,572-695,[0.9847607 0.0152393]
28,"Series([], dtype: float64)",certa,1.7417957090001437,0.0,0.0,804-690,[0.90343314 0.09656689]
29,"rtable_name     0.0
rtable_price    0.0
ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.5007151830000112,0.0,0.0,692-785,[1.0000000e+00 2.7445381e-08]
30,"Series([], dtype: float64)",certa,1.6892573330001142,0.0,0.0,1044-999,[1.000000e+00 9.120009e-10]
31,"rtable_name     0.0
rtable_price    0.0
ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.021500816000298,0.0,0.0,477-542,[9.9999988e-01 1.0188446e-07]
32,"ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.9072266680000212,0.0,0.0,853-686,[0.99857914 0.00142085]
33,"ltable_name    0.2
dtype: float64",certa,1.12015535799992,0.0,0.0,684-1021,[9.9998343e-01 1.6578755e-05]
34,"ltable_description    0.4
dtype: float64",certa,0.8385682520001865,0.0,0.0,231-185,[1.000000e+00 2.553479e-10]
35,"rtable_name/rtable_price    0.5
dtype: float64",certa,1.4484752050002498,0.0,0.0,196-908,[0.8111343  0.18886572]
36,"rtable_name     0.0
rtable_price    0.0
ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.210208650000368,0.0,0.0,448-909,[1.0000000e+00 7.9276266e-09]
37,"rtable_price    0.7
dtype: float64",certa,0.8566509030001725,0.0,0.0,793-1049,[9.9962533e-01 3.7459412e-04]
38,"Series([], dtype: float64)",certa,2.109401157999855,0.0,0.0,946-874,[9.9958819e-01 4.1179056e-04]
39,"ltable_name    0.2
dtype: float64",certa,1.2009554090000165,0.0,0.0,885-630,[0.958141   0.04185895]
40,"ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,1.2678024619999633,0.0,0.0,388-917,[1.0000000e+00 2.8288938e-09]
41,"ltable_description    0.5
dtype: float64",certa,1.3043398780000643,0.0,0.0,348-409,[9.9991524e-01 8.4785650e-05]
42,"rtable_price    0.8
dtype: float64",certa,0.9868871700000454,0.0,0.0,486-544,[9.9996805e-01 3.1975680e-05]
43,"ltable_name/ltable_description    0.6
dtype: float64",certa,1.0451464800003123,0.0,0.0,19-569,[0.90337205 0.09662797]
44,"rtable_name/rtable_description    0.7
dtype: float64",certa,1.74348554900007,0.0,0.0,997-991,[0.86001456 0.13998537]
45,"rtable_name/rtable_description    0.2
dtype: float64",certa,1.0203247579997878,0.0,0.0,1015-541,[1.0000000e+00 1.0134735e-12]
46,"rtable_name/rtable_description    0.666667
dtype: float64",certa,1.453149854000003,0.0,1.0,710-746,[9.999807e-01 1.932371e-05]
47,"rtable_name/rtable_description    0.8
dtype: float64",certa,1.1617341620003572,0.0,1.0,244-328,[9.9999988e-01 1.4401814e-07]
48,"rtable_name     0.0
rtable_price    0.0
ltable_name     0.0
ltable_price    0.0
dtype: float64",certa,0.8340283229999841,0.0,0.0,483-414,[0.86987543 0.1301246 ]
49,"rtable_name    0.3
dtype: float64",certa,1.2146113119997608,0.0,0.0,251-247,[9.990194e-01 9.805579e-04]
